lexeme	ambiguous	mode	model	score
전철	0	uniformed	ft	40.3509
장담	0	uniformed	ft	40.0
포메이션	0	uniformed	ft	39.6552
해법	1	uniformed	ft	40.1709
억제	0	uniformed	ft	39.8305
의중	0	uniformed	ft	39.4958
현혹	0	uniformed	ft	40.0
곤혹	0	uniformed	ft	40.4959
동의	1	uniformed	ft	40.1639
국과수	0	uniformed	ft	39.8374
퇴임	0	uniformed	ft	39.5161
리콜	0	uniformed	ft	39.2
바이오시밀러	0	uniformed	ft	38.8889
편입	0	uniformed	ft	39.3701
사안	1	uniformed	ft	39.0625
부업	0	uniformed	ft	38.7597
포르투갈	0	uniformed	ft	39.2308
카자흐	0	uniformed	ft	39.6947
방송	0	uniformed	ft	39.3939
영혼	1	uniformed	ft	39.8496
숙청	0	uniformed	ft	39.5522
관점	1	uniformed	ft	40.0
프레임	0	uniformed	ft	39.7059
배출	0	uniformed	ft	39.4161
정품	0	uniformed	ft	39.1304
세르비아	0	uniformed	ft	38.8489
부탁	0	uniformed	ft	38.5714
알코올	0	uniformed	ft	38.2979
뮤지컬	0	uniformed	ft	38.0282
방	1	uniformed	ft	38.4615
복구	0	uniformed	ft	38.1944
우루과이	0	uniformed	ft	38.6207
나토	0	uniformed	ft	39.0411
필사	0	uniformed	ft	38.7755
저하	1	uniformed	ft	39.1892
초빙	0	uniformed	ft	38.9262
수학	0	uniformed	ft	38.6667
잔치	0	uniformed	ft	39.0728
파계	0	uniformed	ft	38.8158
초콜릿	0	uniformed	ft	38.5621
시내	0	uniformed	ft	38.961
실점	0	uniformed	ft	39.3548
위치	1	uniformed	ft	39.7436
아우터	0	uniformed	ft	39.4904
상	1	uniformed	ft	39.8734
야후	0	uniformed	ft	39.6226
추출	1	uniformed	ft	39.375
방면	0	uniformed	ft	39.7516
일간	0	uniformed	ft	40.1235
빙수	0	uniformed	ft	39.8773
요원	0	uniformed	ft	39.6341
신부	1	uniformed	ft	40.0
출몰	0	uniformed	ft	39.759
강호	0	uniformed	ft	39.521
차질	1	uniformed	ft	39.881
반도	0	uniformed	ft	39.645
군단	1	uniformed	ft	40.0
덕분	0	uniformed	ft	39.7661
백제	0	uniformed	ft	40.1163
진상	0	uniformed	ft	39.8844
심경	0	uniformed	ft	39.6552
잉어	0	uniformed	ft	39.4286
통계	0	uniformed	ft	39.2045
중대	1	uniformed	ft	39.548
구성	1	uniformed	ft	39.8876
잡지	0	uniformed	ft	40.2235
패스	0	uniformed	ft	40.5556
선의	1	uniformed	ft	40.3315
설치	1	uniformed	ft	40.6593
재경	0	uniformed	ft	40.9836
후속	0	uniformed	ft	40.7609
환급	0	uniformed	ft	41.0811
자료	1	uniformed	ft	40.8602
상주	1	uniformed	ft	41.1765
사설	0	uniformed	ft	40.9574
결산	0	uniformed	ft	40.7407
수습	1	uniformed	ft	41.0526
훼손	1	uniformed	ft	41.3613
타인	0	uniformed	ft	41.1458
화분	0	uniformed	ft	40.9326
최종	0	uniformed	ft	40.7216
철분	0	uniformed	ft	40.5128
의술	0	uniformed	ft	40.3061
한족	0	uniformed	ft	40.1015
결방	0	uniformed	ft	39.899
방어	1	uniformed	ft	40.201
코미디	0	uniformed	ft	40.0
잡스	0	uniformed	ft	39.801
코	0	uniformed	ft	39.604
산실	0	uniformed	ft	39.4089
당내	0	uniformed	ft	39.2157
상실	0	uniformed	ft	39.0244
나비	0	uniformed	ft	38.835
대서	0	uniformed	ft	38.6473
입건	0	uniformed	ft	38.4615
서비스	1	uniformed	ft	38.756
봉	0	uniformed	ft	38.5714
고수	1	uniformed	ft	38.8626
방미	0	uniformed	ft	39.1509
멘털	0	uniformed	ft	39.4366
열흘	0	uniformed	ft	39.2523
공조	1	uniformed	ft	39.0698
이중	0	uniformed	ft	39.3519
책자	0	uniformed	ft	39.1705
심화	1	uniformed	ft	39.4495
남미	0	uniformed	ft	39.2694
단기	0	uniformed	ft	39.0909
환기	0	uniformed	ft	38.914
근본	0	uniformed	ft	38.7387
공주	0	uniformed	ft	38.565
속초	0	uniformed	ft	38.8393
승부	0	uniformed	ft	38.6667
소녀	0	uniformed	ft	38.9381
유능	0	uniformed	ft	39.207
평균	0	uniformed	ft	39.0351
가와사키	0	uniformed	ft	38.8646
흠	0	uniformed	ft	38.6957
국군	0	uniformed	ft	38.961
진단	1	uniformed	ft	39.2241
난국	0	uniformed	ft	39.0558
코트	0	uniformed	ft	38.8889
취락	0	uniformed	ft	38.7234
대조	0	uniformed	ft	38.5593
치중	0	uniformed	ft	38.8186
달러	0	uniformed	ft	39.0756
물자	0	uniformed	ft	39.3305
형편	1	uniformed	ft	39.1667
명동	0	uniformed	ft	39.4191
사장	1	uniformed	ft	39.6694
수립	0	uniformed	ft	39.9177
입양	0	uniformed	ft	39.7541
노승	0	uniformed	ft	40.0
심장	0	uniformed	ft	39.8374
상품	1	uniformed	ft	40.081
경호	0	uniformed	ft	40.3226
양식	0	uniformed	ft	40.5622
외신	0	uniformed	ft	40.4
팽배	0	uniformed	ft	40.239
엘리베이터	0	uniformed	ft	40.0794
유보	0	uniformed	ft	39.9209
다수	0	uniformed	ft	39.7638
납득	0	uniformed	ft	39.6078
회장	1	uniformed	ft	39.8438
신형	0	uniformed	ft	39.6887
장점	0	uniformed	ft	39.5349
예전	1	uniformed	ft	39.3822
유토피아	0	uniformed	ft	39.2308
정밀	0	uniformed	ft	39.0805
황해북도	0	uniformed	ft	38.9313
배려	0	uniformed	ft	38.7833
배추	0	uniformed	ft	38.6364
전수	1	uniformed	ft	38.8679
태산	0	uniformed	ft	38.7218
모험	0	uniformed	ft	38.5768
원저	0	uniformed	ft	38.806
파견	0	uniformed	ft	39.0335
안변	0	uniformed	ft	38.8889
농락	0	uniformed	ft	38.7454
편향	0	uniformed	ft	38.9706
사기	1	uniformed	ft	39.1941
제재	1	uniformed	ft	39.0511
학점	0	uniformed	ft	38.9091
일조	1	uniformed	ft	38.7681
단일	0	uniformed	ft	38.9892
화제	1	uniformed	ft	39.2086
럭셔리	0	uniformed	ft	39.0681
소설	1	uniformed	ft	38.9286
입영	0	uniformed	ft	38.79
사병	0	uniformed	ft	38.6525
계도	0	uniformed	ft	38.5159
궁핍	0	uniformed	ft	38.3803
중복	0	uniformed	ft	38.5965
지략	0	uniformed	ft	38.8112
괴롭힘	0	uniformed	ft	38.676
조직	1	uniformed	ft	38.8889
학살	0	uniformed	ft	38.7543
예측	0	uniformed	ft	38.6207
객주	0	uniformed	ft	38.8316
약품	0	uniformed	ft	38.6986
반항	0	uniformed	ft	38.5666
칠기	0	uniformed	ft	38.7755
폭력	0	uniformed	ft	38.9831
억압	1	uniformed	ft	39.1892
잣	0	uniformed	ft	39.0572
곽	0	uniformed	ft	38.9262
장갑	0	uniformed	ft	38.796
전국	1	uniformed	ft	39.0
주필	0	uniformed	ft	38.8704
정리	1	uniformed	ft	38.7417
현지	1	uniformed	ft	38.6139
옥	0	uniformed	ft	38.8158
암반	0	uniformed	ft	38.6885
파트너	0	uniformed	ft	38.5621
답방	0	uniformed	ft	38.4365
풍경	1	uniformed	ft	38.6364
토플	0	uniformed	ft	38.835
탕진	0	uniformed	ft	39.0323
사방	0	uniformed	ft	38.9068
중구	1	uniformed	ft	39.1026
엄벌	0	uniformed	ft	39.2971
침해	0	uniformed	ft	39.172
집행	1	uniformed	ft	39.3651
창고	0	uniformed	ft	39.2405
만해	0	uniformed	ft	39.1167
외상	0	uniformed	ft	38.9937
빚	0	uniformed	ft	39.185
흡수	1	uniformed	ft	39.375
파	0	uniformed	ft	39.5639
최저	0	uniformed	ft	39.441
건수	0	uniformed	ft	39.6285
집계	0	uniformed	ft	39.5062
예년	0	uniformed	ft	39.6923
공평	0	uniformed	ft	39.8773
김포	0	uniformed	ft	40.0612
소관	0	uniformed	ft	39.939
조서	0	uniformed	ft	39.8176
충전	1	uniformed	ft	40.0
대행	1	uniformed	ft	40.1813
동족	0	uniformed	ft	40.3614
임상	0	uniformed	ft	40.2402
상공	0	uniformed	ft	40.1198
확보	1	uniformed	ft	40.0
반면	0	uniformed	ft	40.1786
목적	1	uniformed	ft	40.3561
대첩	0	uniformed	ft	40.2367
방해	0	uniformed	ft	40.118
모래	0	uniformed	ft	40.0
안위	0	uniformed	ft	40.176
위인	0	uniformed	ft	40.0585
적	1	uniformed	ft	40.2332
존재	1	uniformed	ft	40.1163
소식	1	uniformed	ft	40.2899
전용	1	uniformed	ft	40.1734
혐의	1	uniformed	ft	40.3458
연비	0	uniformed	ft	40.5172
바나나	0	uniformed	ft	40.4011
사법	0	uniformed	ft	40.5714
전황	0	uniformed	ft	40.7407
이력	0	uniformed	ft	40.625
에이피	0	uniformed	ft	40.5099
강북	0	uniformed	ft	40.3955
열망	0	uniformed	ft	40.5634
업체	1	uniformed	ft	40.7303
용납	0	uniformed	ft	40.6162
생애	0	uniformed	ft	40.5028
상하이	0	uniformed	ft	40.39
징계	1	uniformed	ft	40.2778
전보	0	uniformed	ft	40.1662
세미나	0	uniformed	ft	40.0552
울타리	0	uniformed	ft	40.2204
음지	0	uniformed	ft	40.3846
피곤	0	uniformed	ft	40.5479
종목	1	uniformed	ft	40.7104
닉슨	0	uniformed	ft	40.8719
가자	0	uniformed	ft	40.7609
비디오	0	uniformed	ft	40.6504
사측	0	uniformed	ft	40.8108
기술	1	uniformed	ft	40.9704
생사	0	uniformed	ft	40.8602
열람	0	uniformed	ft	41.0188
혼례	0	uniformed	ft	41.1765
야인	0	uniformed	ft	41.0667
일생	0	uniformed	ft	40.9574
성격	1	uniformed	ft	41.1141
안전	0	uniformed	ft	41.0053
경주	0	uniformed	ft	40.8971
요소	1	uniformed	ft	40.7895
조련	0	uniformed	ft	40.6824
매춘	0	uniformed	ft	40.5759
구석	0	uniformed	ft	40.47
양질	0	uniformed	ft	40.625
가보	0	uniformed	ft	40.7792
노제	0	uniformed	ft	40.9326
출판	0	uniformed	ft	41.0853
언급	0	uniformed	ft	40.9794
복장	0	uniformed	ft	41.1311
포함	1	uniformed	ft	41.2821
마이애미	0	uniformed	ft	41.4322
기분	1	uniformed	ft	41.5816
적자	1	uniformed	ft	41.7303
존폐	0	uniformed	ft	41.6244
여진	0	uniformed	ft	41.7722
반대	1	uniformed	ft	41.6667
진품	0	uniformed	ft	41.8136
개명	0	uniformed	ft	41.7085
예정	0	uniformed	ft	41.604
친구	1	uniformed	ft	41.75
부모	0	uniformed	ft	41.6459
욕설	0	uniformed	ft	41.5423
역전	1	uniformed	ft	41.4392
퍼트	0	uniformed	ft	41.3366
광산	0	uniformed	ft	41.2346
빈혈	0	uniformed	ft	41.133
구역	1	uniformed	ft	41.2776
여름	0	uniformed	ft	41.1765
후학	0	uniformed	ft	41.0758
기력	0	uniformed	ft	40.9756
정보	1	uniformed	ft	40.8759
주권	0	uniformed	ft	40.7767
시신	0	uniformed	ft	40.678
양상	0	uniformed	ft	40.5797
이사	1	uniformed	ft	40.7229
빅딜	0	uniformed	ft	40.625
분포	0	uniformed	ft	40.7674
모친	0	uniformed	ft	40.6699
회신	0	uniformed	ft	40.5728
묵	0	uniformed	ft	40.4762
품격	0	uniformed	ft	40.6176
임용	1	uniformed	ft	40.5213
품종	1	uniformed	ft	40.6619
오답	0	uniformed	ft	40.566
여가	0	uniformed	ft	40.4706
게시	0	uniformed	ft	40.6103
초등	0	uniformed	ft	40.7494
세배	0	uniformed	ft	40.8879
선물	0	uniformed	ft	40.7925
상징	0	uniformed	ft	40.9302
총재	1	uniformed	ft	40.8353
노원	0	uniformed	ft	40.9722
침체	0	uniformed	ft	41.1085
사죄	1	uniformed	ft	41.2442
해적	0	uniformed	ft	41.1494
종양	0	uniformed	ft	41.055
관제	0	uniformed	ft	41.1899
지구	1	uniformed	ft	41.3242
살림	0	uniformed	ft	41.2301
농협	0	uniformed	ft	41.3636
걸음	1	uniformed	ft	41.2698
아프간	0	uniformed	ft	41.1765
구실	0	uniformed	ft	41.0835
왕족	0	uniformed	ft	40.991
품질	0	uniformed	ft	40.8989
정치	1	uniformed	ft	40.8072
내전	0	uniformed	ft	40.9396
고분	0	uniformed	ft	41.0714
출원	1	uniformed	ft	41.2027
매사	0	uniformed	ft	41.1111
답변	0	uniformed	ft	41.02
공기	1	uniformed	ft	41.1504
유착	0	uniformed	ft	41.2804
보존	0	uniformed	ft	41.4097
알카에다	0	uniformed	ft	41.5385
접수	0	uniformed	ft	41.4474
스코어	0	uniformed	ft	41.5755
급여	1	uniformed	ft	41.7031
율곡	0	uniformed	ft	41.6122
오마주	0	uniformed	ft	41.7391
숙식	0	uniformed	ft	41.6486
유예	1	uniformed	ft	41.5584
수리	1	uniformed	ft	41.6847
프레슬리	0	uniformed	ft	41.5948
특채	0	uniformed	ft	41.5054
중순	0	uniformed	ft	41.4163
지오피	0	uniformed	ft	41.5418
패권	0	uniformed	ft	41.453
가름	0	uniformed	ft	41.5778
브루나이	0	uniformed	ft	41.7021
시리아	0	uniformed	ft	41.6136
보	0	uniformed	ft	41.7373
해태	0	uniformed	ft	41.8605
단위	1	uniformed	ft	41.9831
사의	1	uniformed	ft	41.8947
평창	0	uniformed	ft	42.0168
공수	0	uniformed	ft	41.9287
독성	1	uniformed	ft	42.0502
박스	0	uniformed	ft	41.9624
필자	0	uniformed	ft	42.0833
브리핑	0	uniformed	ft	41.9958
육체	0	uniformed	ft	41.9087
생각	1	uniformed	ft	42.029
투타	0	uniformed	ft	42.1488
승격	0	uniformed	ft	42.0619
경매	0	uniformed	ft	42.1811
발견	0	uniformed	ft	42.0945
홍수	0	uniformed	ft	42.2131
홈런	0	uniformed	ft	42.3313
안건	0	uniformed	ft	42.2449
상영	0	uniformed	ft	42.1589
발행	1	uniformed	ft	42.2764
복용	1	uniformed	ft	42.3935
확인	1	uniformed	ft	42.5101
창조	0	uniformed	ft	42.6263
방향	1	uniformed	ft	42.7419
출품	0	uniformed	ft	42.8571
환원	0	uniformed	ft	42.9719
악셀	0	uniformed	ft	42.8858
유포	0	uniformed	ft	42.8
당근	0	uniformed	ft	42.7146
국토	0	uniformed	ft	42.8287
온도	0	uniformed	ft	42.9423
국민	1	uniformed	ft	42.8571
배포	0	uniformed	ft	42.7723
질	1	uniformed	ft	42.8854
엄마	1	uniformed	ft	42.998
농성	0	uniformed	ft	43.1102
역투	0	uniformed	ft	43.0255
쓰나미	0	uniformed	ft	42.9412
더미	0	uniformed	ft	43.0528
평일	0	uniformed	ft	42.9688
이외	0	uniformed	ft	43.0799
이식	1	uniformed	ft	42.9961
박차	0	uniformed	ft	42.9126
명곡	0	uniformed	ft	42.8295
후임	0	uniformed	ft	42.7466
명칭	0	uniformed	ft	42.6641
가락	0	uniformed	ft	42.5819
협력	0	uniformed	ft	42.6923
댐	0	uniformed	ft	42.6104
렌더링	0	uniformed	ft	42.5287
가난	0	uniformed	ft	42.6386
피의	0	uniformed	ft	42.5573
벽면	0	uniformed	ft	42.4762
한파	0	uniformed	ft	42.3954
친필	0	uniformed	ft	42.5047
새벽	0	uniformed	ft	42.4242
커뮤니케이션	0	uniformed	ft	42.344
하천	0	uniformed	ft	42.4528
내성	0	uniformed	ft	42.3729
외모	0	uniformed	ft	42.2932
시청	1	uniformed	ft	42.2139
이첩	0	uniformed	ft	42.1348
노장	1	uniformed	ft	42.243
심정	0	uniformed	ft	42.1642
후배	1	uniformed	ft	42.2719
구도	0	uniformed	ft	42.3792
역지사지	0	uniformed	ft	42.4861
주석단	0	uniformed	ft	42.4074
아쉬움	0	uniformed	ft	42.329
서식	0	uniformed	ft	42.2509
디스카운트	0	uniformed	ft	42.1731
상황	1	uniformed	ft	42.2794
쌀	0	uniformed	ft	42.3853
점철	0	uniformed	ft	42.4908
사즉생	0	uniformed	ft	42.4132
총기	0	uniformed	ft	42.3358
부하	1	uniformed	ft	42.4408
장식	0	uniformed	ft	42.5455
마피아	0	uniformed	ft	42.6497
폭등	0	uniformed	ft	42.5725
재계	0	uniformed	ft	42.4955
승진	1	uniformed	ft	42.5993
환승	0	uniformed	ft	42.7027
센터	1	uniformed	ft	42.8058
중시	0	uniformed	ft	42.9084
컨디션	0	uniformed	ft	43.0108
투병	0	uniformed	ft	42.9338
직위	0	uniformed	ft	42.8571
본국	0	uniformed	ft	42.7807
책사	0	uniformed	ft	42.7046
해커	0	uniformed	ft	42.6288
암	1	uniformed	ft	42.7305
부안	0	uniformed	ft	42.8319
극도	0	uniformed	ft	42.9329
자율	0	uniformed	ft	43.0335
아픔	0	uniformed	ft	43.1338
부채	0	uniformed	ft	43.2337
출입	0	uniformed	ft	43.1579
본명	0	uniformed	ft	43.2574
금액	0	uniformed	ft	43.1818
종단	0	uniformed	ft	43.281
하드웨어	0	uniformed	ft	43.3798
흉물	0	uniformed	ft	43.3043
단원	0	uniformed	ft	43.4028
재임	0	uniformed	ft	43.3276
고가	1	uniformed	ft	43.4256
조명	1	uniformed	ft	43.3506
괴담	0	uniformed	ft	43.4483
응원	1	uniformed	ft	43.5456
소프트웨어	0	uniformed	ft	43.4708
이스라엘	1	uniformed	ft	43.3962
환상	0	uniformed	ft	43.4932
응수	0	uniformed	ft	43.4188
분가	0	uniformed	ft	43.5154
학원	1	uniformed	ft	43.6116
심층	0	uniformed	ft	43.7075
부분	0	uniformed	ft	43.8031
퇴장	0	uniformed	ft	43.7288
엿새	0	uniformed	ft	43.6548
만두	0	uniformed	ft	43.5811
트레이너	0	uniformed	ft	43.6762
비거	0	uniformed	ft	43.771
스코틀랜드	0	uniformed	ft	43.8655
당시	1	uniformed	ft	43.7919
차액	0	uniformed	ft	43.7186
유혹	0	uniformed	ft	43.6455
쿠데타	0	uniformed	ft	43.5726
약	1	uniformed	ft	43.5
선정	1	uniformed	ft	43.594
독려	0	uniformed	ft	43.6877
가평	0	uniformed	ft	43.7811
일련	0	uniformed	ft	43.8742
질병	0	uniformed	ft	43.8017
추격	0	uniformed	ft	43.8944
수퍼스타	0	uniformed	ft	43.9868
피파	0	uniformed	ft	44.0789
기본	0	uniformed	ft	44.0066
규약	0	uniformed	ft	43.9344
체코	0	uniformed	ft	43.8625
작품	1	uniformed	ft	43.9542
위로	1	uniformed	ft	44.0457
이륙	0	uniformed	ft	43.9739
분야	0	uniformed	ft	44.065
소환	0	uniformed	ft	43.9935
빈도	0	uniformed	ft	43.9222
임의	0	uniformed	ft	43.8511
잔	1	uniformed	ft	43.9418
협찬	0	uniformed	ft	44.0323
악어	0	uniformed	ft	43.9614
합산	0	uniformed	ft	43.8907
포털	0	uniformed	ft	43.8202
욕망	0	uniformed	ft	43.9103
약물	0	uniformed	ft	44.0
대어	0	uniformed	ft	43.9297
지	0	uniformed	ft	44.0191
세비	0	uniformed	ft	44.1083
연예	0	uniformed	ft	44.1971
후	1	uniformed	ft	44.2857
잠입	0	uniformed	ft	44.2155
세금	0	uniformed	ft	44.1456
사물	0	uniformed	ft	44.0758
중심	1	uniformed	ft	44.0063
갤러리	0	uniformed	ft	43.937
노병	1	uniformed	ft	43.8679
글씨	0	uniformed	ft	43.7991
우루무치	0	uniformed	ft	43.7304
저자	0	uniformed	ft	43.662
개비	0	uniformed	ft	43.5938
분별	0	uniformed	ft	43.5257
기권	0	uniformed	ft	43.4579
매뉴얼	0	uniformed	ft	43.5459
향배	0	uniformed	ft	43.4783
라디오	0	uniformed	ft	43.5659
소	1	uniformed	ft	43.4985
탈출	0	uniformed	ft	43.4312
군림	0	uniformed	ft	43.3642
엘리트	0	uniformed	ft	43.2974
최고	1	uniformed	ft	43.2308
공판	0	uniformed	ft	43.1644
왕	0	uniformed	ft	43.0982
손	1	uniformed	ft	43.1853
가능	1	uniformed	ft	43.1193
친선	0	uniformed	ft	43.2061
정국	1	uniformed	ft	43.1402
퇴학	0	uniformed	ft	43.0746
고종	1	uniformed	ft	43.0091
기한	1	uniformed	ft	42.9439
호감	0	uniformed	ft	43.0303
당직	0	uniformed	ft	42.9652
학위	0	uniformed	ft	42.9003
원형	0	uniformed	ft	42.8356
근처	0	uniformed	ft	42.7711
폭설	0	uniformed	ft	42.8571
감안	1	uniformed	ft	42.9429
현금	1	uniformed	ft	43.0285
빌미	0	uniformed	ft	43.1138
사냥	0	uniformed	ft	43.0493
겸손	0	uniformed	ft	42.9851
고기	0	uniformed	ft	42.921
대물	0	uniformed	ft	42.8571
한량	0	uniformed	ft	42.7935
의문	0	uniformed	ft	42.73
확률	0	uniformed	ft	42.6667
깨달음	0	uniformed	ft	42.7515
조치	1	uniformed	ft	42.6883
아이돌	0	uniformed	ft	42.7729
혹사	0	uniformed	ft	42.8571
원격	0	uniformed	ft	42.7941
안보	0	uniformed	ft	42.7313
삼	0	uniformed	ft	42.6686
시리즈	1	uniformed	ft	42.7526
수심	0	uniformed	ft	42.8363
신원	0	uniformed	ft	42.7737
완성	0	uniformed	ft	42.8571
일반	1	uniformed	ft	42.7948
대치	0	uniformed	ft	42.8779
역무	0	uniformed	ft	42.9608
주자	0	uniformed	ft	42.8986
티켓	0	uniformed	ft	42.9812
양국	1	uniformed	ft	43.0636
보류	0	uniformed	ft	43.0014
의사	1	uniformed	ft	42.9395
신협	0	uniformed	ft	43.0216
사망	1	uniformed	ft	43.1034
잠재	0	uniformed	ft	43.0416
낙찰	0	uniformed	ft	42.9799
공익	0	uniformed	ft	43.0615
심통	0	uniformed	ft	43.1429
단식	1	uniformed	ft	43.224
맥아더	0	uniformed	ft	43.1624
거짓	0	uniformed	ft	43.101
외면	1	uniformed	ft	43.0398
타점	0	uniformed	ft	42.9787
용인	0	uniformed	ft	42.9178
나락	0	uniformed	ft	42.8571
자손	0	uniformed	ft	42.9379
부각	1	uniformed	ft	43.0183
박식	0	uniformed	ft	42.9577
코스타리카	0	uniformed	ft	42.8973
후면	0	uniformed	ft	42.8371
페루	0	uniformed	ft	42.777
환자	1	uniformed	ft	42.7171
원료	0	uniformed	ft	42.7972
재력	0	uniformed	ft	42.7374
가족	1	uniformed	ft	42.8173
역량	0	uniformed	ft	42.7577
병행	0	uniformed	ft	42.6982
명기	0	uniformed	ft	42.6389
영역	0	uniformed	ft	42.5798
변	1	uniformed	ft	42.5208
연관	1	uniformed	ft	42.462
외화	0	uniformed	ft	42.4033
운영	1	uniformed	ft	42.3448
지디피	0	uniformed	ft	42.4242
인턴십	0	uniformed	ft	42.5034
작동	0	uniformed	ft	42.4451
부결	0	uniformed	ft	42.3868
정의	1	uniformed	ft	42.3288
착용	0	uniformed	ft	42.2709
소서	0	uniformed	ft	42.2131
괴리	0	uniformed	ft	42.1555
유독	0	uniformed	ft	42.0981
순서	1	uniformed	ft	42.1769
봉직	0	uniformed	ft	42.1196
경인	0	uniformed	ft	42.0624
수방	0	uniformed	ft	42.0054
기	1	uniformed	ft	42.0839
점포	0	uniformed	ft	42.027
일치	0	uniformed	ft	42.1053
락까	0	uniformed	ft	42.0485
입안	0	uniformed	ft	42.1265
신중	0	uniformed	ft	42.2043
의거	0	uniformed	ft	42.1477
라운드	0	uniformed	ft	42.0912
꼴찌	0	uniformed	ft	42.1687
상당	0	uniformed	ft	42.1123
리스트	0	uniformed	ft	42.0561
계급	0	uniformed	ft	42.0
근절	1	uniformed	ft	41.9441
부위	1	uniformed	ft	41.8883
중반	0	uniformed	ft	41.9655
구단	1	uniformed	ft	42.0424
변모	1	uniformed	ft	42.1192
자국	1	uniformed	ft	42.1958
항소	1	uniformed	ft	42.2721
병원	1	uniformed	ft	42.2164
유임	0	uniformed	ft	42.1607
중층	0	uniformed	ft	42.1053
공부	1	uniformed	ft	42.0499
사옥	1	uniformed	ft	42.126
거론	0	uniformed	ft	42.2018
불행	1	uniformed	ft	42.1466
이유	1	uniformed	ft	42.2222
쿤밍	0	uniformed	ft	42.1671
