lexeme	frequency of lexeme	sclasses num	num correct mlp	num all mlp	mode	model	score
상환	1	1	27	32	general	ft	84.375
식사	2	1	57	64	general	ft	89.0625
난색	2	1	60	64	general	ft	93.75
주소	1	1	28	32	general	ft	87.5
전체	10	1	283	320	general	ft	88.4375
여당	2	1	46	64	general	ft	71.875
신호	2	1	53	64	general	ft	82.8125
망치	1	1	20	32	general	ft	62.5
줄	1	1	25	32	general	ft	78.125
감면	1	1	27	32	general	ft	84.375
설계	1	1	27	32	general	ft	84.375
영문	1	1	28	32	general	ft	87.5
기회	2	1	56	64	general	ft	87.5
개별	1	1	30	32	general	ft	93.75
후원	1	1	29	32	general	ft	90.625
난국	2	1	57	64	general	ft	89.0625
개혁	2	1	56	64	general	ft	87.5
전원	1	1	27	32	general	ft	84.375
소설	1	1	28	32	general	ft	87.5
여인	1	1	18	32	general	ft	56.25
인정	4	1	117	128	general	ft	91.4062
최고	4	1	105	128	general	ft	82.0312
습기	1	1	27	32	general	ft	84.375
농사	2	1	54	64	general	ft	84.375
공항	2	1	56	64	general	ft	87.5
책임	6	2	161	192	general	ft	83.8542
발주	1	1	29	32	general	ft	90.625
꿈	7	2	190	224	general	ft	84.8214
출발	3	1	80	96	general	ft	83.3333
부상	1	1	26	32	general	ft	81.25
제정	1	1	27	32	general	ft	84.375
바람	5	1	136	160	general	ft	85.0
꽃	1	1	29	32	general	ft	90.625
사항	1	1	30	32	general	ft	93.75
얼굴	23	1	636	736	general	ft	86.413
제한	1	1	28	32	general	ft	87.5
허리	1	1	27	32	general	ft	84.375
영세	1	1	28	32	general	ft	87.5
짓	1	1	29	32	general	ft	90.625
역량	1	1	28	32	general	ft	87.5
오차	2	1	54	64	general	ft	84.375
힘	9	3	205	288	general	ft	71.1806
위안	1	1	28	32	general	ft	87.5
경남	1	1	28	32	general	ft	87.5
예방	2	1	61	64	general	ft	95.3125
관련	8	1	206	256	general	ft	80.4688
세상	17	3	456	544	general	ft	83.8235
티브이	1	1	32	32	general	ft	100.0
반대	5	1	130	160	general	ft	81.25
독일	2	1	57	64	general	ft	89.0625
수사	3	1	78	96	general	ft	81.25
의자	1	1	29	32	general	ft	90.625
인용	1	1	28	32	general	ft	87.5
대처	1	1	30	32	general	ft	93.75
감지	1	1	28	32	general	ft	87.5
금리	2	1	56	64	general	ft	87.5
실현	1	1	28	32	general	ft	87.5
전략	1	1	29	32	general	ft	90.625
신약	1	1	28	32	general	ft	87.5
구매	1	1	29	32	general	ft	90.625
두려움	1	1	28	32	general	ft	87.5
형편	2	1	57	64	general	ft	89.0625
협의	3	1	86	96	general	ft	89.5833
인원	1	1	27	32	general	ft	84.375
장편	2	2	52	64	general	ft	81.25
패스	1	1	27	32	general	ft	84.375
진심	3	1	82	96	general	ft	85.4167
달걀	1	1	29	32	general	ft	90.625
우승	3	1	78	96	general	ft	81.25
러시아	1	1	28	32	general	ft	87.5
대상	9	1	237	288	general	ft	82.2917
개시	1	1	29	32	general	ft	90.625
발행	2	2	54	64	general	ft	84.375
특사	1	1	27	32	general	ft	84.375
거금	1	1	28	32	general	ft	87.5
부엌	1	1	29	32	general	ft	90.625
음성	1	1	27	32	general	ft	84.375
지하	2	1	52	64	general	ft	81.25
캠페인	1	1	31	32	general	ft	96.875
환자	3	1	84	96	general	ft	87.5
보강	1	1	25	32	general	ft	78.125
배신	1	1	29	32	general	ft	90.625
반항	1	1	28	32	general	ft	87.5
모임	1	1	27	32	general	ft	84.375
실천	2	1	51	64	general	ft	79.6875
임신	1	1	28	32	general	ft	87.5
전승	1	1	28	32	general	ft	87.5
등장	1	1	27	32	general	ft	84.375
섭취	1	1	28	32	general	ft	87.5
근처	1	1	29	32	general	ft	90.625
기행	1	1	29	32	general	ft	90.625
비판	4	1	112	128	general	ft	87.5
호남	1	1	29	32	general	ft	90.625
가슴	12	1	328	384	general	ft	85.4167
임용	1	1	26	32	general	ft	81.25
재직	1	1	28	32	general	ft	87.5
씨	1	1	25	32	general	ft	78.125
치즈	1	1	29	32	general	ft	90.625
문	2	2	52	64	general	ft	81.25
적용	4	1	104	128	general	ft	81.25
선별	1	1	28	32	general	ft	87.5
준비	6	1	187	192	general	ft	97.3958
음악	6	1	161	192	general	ft	83.8542
국방	1	1	25	32	general	ft	78.125
이행	1	1	29	32	general	ft	90.625
마음	51	2	1331	1632	general	ft	81.5564
서명	2	1	56	64	general	ft	87.5
실패	4	1	106	128	general	ft	82.8125
과잉	1	1	27	32	general	ft	84.375
공격	1	1	28	32	general	ft	87.5
스스로	1	1	30	32	general	ft	93.75
논의	4	1	104	128	general	ft	81.25
기원	1	1	28	32	general	ft	87.5
신청	5	2	133	160	general	ft	83.125
배출	1	1	29	32	general	ft	90.625
확정	2	1	55	64	general	ft	85.9375
조화	1	1	28	32	general	ft	87.5
권력	1	1	29	32	general	ft	90.625
사내	3	1	79	96	general	ft	82.2917
학원	2	1	50	64	general	ft	78.125
거부	2	1	54	64	general	ft	84.375
협상	1	1	24	32	general	ft	75.0
정년	1	1	26	32	general	ft	81.25
대표	14	2	384	448	general	ft	85.7143
황제	1	1	29	32	general	ft	90.625
시인	2	1	50	64	general	ft	78.125
권	1	1	28	32	general	ft	87.5
인증	1	1	28	32	general	ft	87.5
조정	2	2	52	64	general	ft	81.25
가구	3	2	86	96	general	ft	89.5833
개발	6	2	164	192	general	ft	85.4167
배달	1	1	28	32	general	ft	87.5
구분	1	1	28	32	general	ft	87.5
전제	1	1	28	32	general	ft	87.5
신뢰	2	1	55	64	general	ft	85.9375
요청	5	2	137	160	general	ft	85.625
날씨	4	1	112	128	general	ft	87.5
빙수	1	1	29	32	general	ft	90.625
창조	1	1	21	32	general	ft	65.625
압도	1	1	27	32	general	ft	84.375
주목	1	1	22	32	general	ft	68.75
근무	2	1	61	64	general	ft	95.3125
프로젝트	1	1	31	32	general	ft	96.875
해외	3	1	84	96	general	ft	87.5
애	2	1	54	64	general	ft	84.375
국정	1	1	29	32	general	ft	90.625
의도	2	2	54	64	general	ft	84.375
이념	2	1	55	64	general	ft	85.9375
쓰레기	1	1	30	32	general	ft	93.75
자료	5	1	136	160	general	ft	85.0
희생	1	1	31	32	general	ft	96.875
문제	22	3	588	704	general	ft	83.5227
수분	2	1	51	64	general	ft	79.6875
만찬	1	1	27	32	general	ft	84.375
애초	2	1	52	64	general	ft	81.25
억압	1	1	30	32	general	ft	93.75
안전	4	1	110	128	general	ft	85.9375
현대	1	1	28	32	general	ft	87.5
발생	4	1	108	128	general	ft	84.375
안경	2	1	60	64	general	ft	93.75
시야	1	1	28	32	general	ft	87.5
북한	10	1	249	320	general	ft	77.8125
방법	6	1	168	192	general	ft	87.5
고생	1	1	28	32	general	ft	87.5
장남	1	1	28	32	general	ft	87.5
구간	4	1	99	128	general	ft	77.3438
금액	1	1	28	32	general	ft	87.5
글	1	1	27	32	general	ft	84.375
복종	1	1	28	32	general	ft	87.5
조사	8	1	211	256	general	ft	82.4219
단순	1	1	28	32	general	ft	87.5
종전	1	1	28	32	general	ft	87.5
자신	16	1	437	512	general	ft	85.3516
차관	1	1	29	32	general	ft	90.625
조각	2	1	56	64	general	ft	87.5
신앙	1	1	27	32	general	ft	84.375
애국	1	1	29	32	general	ft	90.625
집합	1	1	27	32	general	ft	84.375
당일	1	1	29	32	general	ft	90.625
접수	1	1	29	32	general	ft	90.625
선출	1	1	24	32	general	ft	75.0
세비야	1	1	27	32	general	ft	84.375
통지	1	1	29	32	general	ft	90.625
주체	1	1	28	32	general	ft	87.5
다수	1	1	28	32	general	ft	87.5
국회	7	1	184	224	general	ft	82.1429
국립	1	1	28	32	general	ft	87.5
요구	3	1	78	96	general	ft	81.25
곁	3	1	54	96	general	ft	56.25
국법	1	1	29	32	general	ft	90.625
손	1	1	26	32	general	ft	81.25
원고	1	1	28	32	general	ft	87.5
구	4	2	112	128	general	ft	87.5
책상	2	1	51	64	general	ft	79.6875
육성	2	1	50	64	general	ft	78.125
취임	5	1	140	160	general	ft	87.5
비난	1	1	28	32	general	ft	87.5
피아니스트	2	1	60	64	general	ft	93.75
범위	1	1	25	32	general	ft	78.125
승부	2	1	58	64	general	ft	90.625
공급	5	1	140	160	general	ft	87.5
실태	1	1	30	32	general	ft	93.75
신부	1	1	28	32	general	ft	87.5
말	10	2	271	320	general	ft	84.6875
추억	3	1	83	96	general	ft	86.4583
거절	2	1	51	64	general	ft	79.6875
축하	1	1	28	32	general	ft	87.5
등록	3	1	77	96	general	ft	80.2083
고집	1	1	29	32	general	ft	90.625
별명	1	1	28	32	general	ft	87.5
꼴	1	1	28	32	general	ft	87.5
라이터	1	1	28	32	general	ft	87.5
인기	2	1	38	64	general	ft	59.375
반감	1	1	28	32	general	ft	87.5
지디피	1	1	29	32	general	ft	90.625
행위	2	2	55	64	general	ft	85.9375
법률	1	1	27	32	general	ft	84.375
교회	1	1	29	32	general	ft	90.625
옷	2	1	53	64	general	ft	82.8125
감사	4	2	105	128	general	ft	82.0312
보호	1	1	26	32	general	ft	81.25
공약	3	1	79	96	general	ft	82.2917
보장	3	1	77	96	general	ft	80.2083
정비	2	1	60	64	general	ft	93.75
세기	1	1	29	32	general	ft	90.625
추신	1	1	27	32	general	ft	84.375
결승	3	1	79	96	general	ft	82.2917
승리	4	1	105	128	general	ft	82.0312
부처	2	1	51	64	general	ft	79.6875
날	1	1	29	32	general	ft	90.625
작업	3	2	81	96	general	ft	84.375
친구	13	2	390	416	general	ft	93.75
부여	1	1	28	32	general	ft	87.5
철	1	1	28	32	general	ft	87.5
다양	9	1	251	288	general	ft	87.1528
원망	2	1	58	64	general	ft	90.625
고민	2	1	57	64	general	ft	89.0625
데이터	1	1	32	32	general	ft	100.0
뒤	34	2	905	1088	general	ft	83.1801
오후	1	1	28	32	general	ft	87.5
정책	10	1	279	320	general	ft	87.1875
상실	1	1	29	32	general	ft	90.625
일본	1	1	27	32	general	ft	84.375
단가	1	1	28	32	general	ft	87.5
문건	1	1	27	32	general	ft	84.375
압력	2	1	52	64	general	ft	81.25
예외	1	1	28	32	general	ft	87.5
위반	2	1	59	64	general	ft	92.1875
모집	1	1	29	32	general	ft	90.625
세부	1	1	28	32	general	ft	87.5
담합	1	1	27	32	general	ft	84.375
학습	1	1	29	32	general	ft	90.625
전화	1	1	29	32	general	ft	90.625
자격	1	1	27	32	general	ft	84.375
오락	2	1	55	64	general	ft	85.9375
대학	5	1	131	160	general	ft	81.875
강판	2	2	57	64	general	ft	89.0625
베트남	1	1	30	32	general	ft	93.75
해발	1	1	29	32	general	ft	90.625
마을	6	1	139	192	general	ft	72.3958
비밀	1	1	29	32	general	ft	90.625
중소	2	1	54	64	general	ft	84.375
국가	7	1	212	224	general	ft	94.6429
수주	1	1	29	32	general	ft	90.625
역풍	1	1	27	32	general	ft	84.375
부장	2	1	55	64	general	ft	85.9375
밥	2	1	48	64	general	ft	75.0
시	1	1	27	32	general	ft	84.375
원인	1	1	28	32	general	ft	87.5
기념	1	1	29	32	general	ft	90.625
종사	1	1	28	32	general	ft	87.5
생기	1	1	30	32	general	ft	93.75
경영	3	1	78	96	general	ft	81.25
전집	1	1	26	32	general	ft	81.25
약학	1	1	27	32	general	ft	84.375
유니폼	2	1	56	64	general	ft	87.5
인상	2	2	51	64	general	ft	79.6875
합의	3	1	74	96	general	ft	77.0833
약	1	1	27	32	general	ft	84.375
역할	3	1	91	96	general	ft	94.7917
입안	1	1	30	32	general	ft	93.75
공짜	1	1	29	32	general	ft	90.625
현장	5	1	135	160	general	ft	84.375
소리	19	1	481	608	general	ft	79.1118
농장	2	1	56	64	general	ft	87.5
초등	2	1	51	64	general	ft	79.6875
직원	6	1	163	192	general	ft	84.8958
강	3	1	79	96	general	ft	82.2917
이모	1	1	22	32	general	ft	68.75
심의	2	1	52	64	general	ft	81.25
표시	1	1	30	32	general	ft	93.75
가보	1	1	30	32	general	ft	93.75
사랑	13	1	350	416	general	ft	84.1346
협력	1	1	28	32	general	ft	87.5
재물	1	1	29	32	general	ft	90.625
시내	1	1	26	32	general	ft	81.25
발전	5	1	136	160	general	ft	85.0
징계	1	1	26	32	general	ft	81.25
방황	1	1	28	32	general	ft	87.5
단추	1	1	31	32	general	ft	96.875
작년	1	1	28	32	general	ft	87.5
압박	1	1	30	32	general	ft	93.75
가격	4	2	98	128	general	ft	76.5625
조직	3	1	85	96	general	ft	88.5417
안	15	5	362	480	general	ft	75.4167
카메라	2	1	62	64	general	ft	96.875
고위	1	1	29	32	general	ft	90.625
미래	6	1	143	192	general	ft	74.4792
발굴	1	1	29	32	general	ft	90.625
분야	4	1	113	128	general	ft	88.2812
요금	1	1	29	32	general	ft	90.625
삼성	2	2	49	64	general	ft	76.5625
시간	21	2	652	672	general	ft	97.0238
건축	1	1	29	32	general	ft	90.625
비교	2	1	58	64	general	ft	90.625
체증	1	1	28	32	general	ft	87.5
투자	10	2	289	320	general	ft	90.3125
상가	1	1	28	32	general	ft	87.5
선로	1	1	24	32	general	ft	75.0
해결	6	1	156	192	general	ft	81.25
광고	2	1	51	64	general	ft	79.6875
시연	1	1	28	32	general	ft	87.5
수기	1	1	27	32	general	ft	84.375
싸움	1	1	28	32	general	ft	87.5
동아리	1	1	29	32	general	ft	90.625
역경	1	1	30	32	general	ft	93.75
나무	3	1	74	96	general	ft	77.0833
길	14	2	342	448	general	ft	76.3393
맨체스터	1	1	29	32	general	ft	90.625
시스템	1	1	30	32	general	ft	93.75
구원	1	1	28	32	general	ft	87.5
물가	1	1	27	32	general	ft	84.375
북	1	1	28	32	general	ft	87.5
저항	1	1	28	32	general	ft	87.5
애정	2	1	54	64	general	ft	84.375
여자	7	1	186	224	general	ft	83.0357
역대	5	1	147	160	general	ft	91.875
심리	1	1	29	32	general	ft	90.625
수확	1	1	29	32	general	ft	90.625
선정	2	1	56	64	general	ft	87.5
덕분	1	1	28	32	general	ft	87.5
응원	1	1	25	32	general	ft	78.125
모델	2	1	56	64	general	ft	87.5
중국	4	1	106	128	general	ft	82.8125
노력	6	1	173	192	general	ft	90.1042
디자인	2	1	60	64	general	ft	93.75
모욕	1	1	28	32	general	ft	87.5
의심	1	1	29	32	general	ft	90.625
무대	4	2	113	128	general	ft	88.2812
형식	1	1	28	32	general	ft	87.5
당적	1	1	29	32	general	ft	90.625
이상	3	2	87	96	general	ft	90.625
원조	1	1	28	32	general	ft	87.5
대응	1	1	27	32	general	ft	84.375
인터넷	4	1	113	128	general	ft	88.2812
여론	3	1	78	96	general	ft	81.25
베이징	1	1	29	32	general	ft	90.625
조선	1	1	23	32	general	ft	71.875
지상	1	1	28	32	general	ft	87.5
신중	3	1	86	96	general	ft	89.5833
허약	1	1	27	32	general	ft	84.375
자연	2	1	53	64	general	ft	82.8125
총	1	1	28	32	general	ft	87.5
딸	12	1	317	384	general	ft	82.5521
개교	2	1	54	64	general	ft	84.375
심사	1	1	27	32	general	ft	84.375
시국	1	1	29	32	general	ft	90.625
개관	1	1	29	32	general	ft	90.625
시행	3	1	80	96	general	ft	83.3333
내년	11	1	312	352	general	ft	88.6364
제출	2	1	53	64	general	ft	82.8125
나중	2	1	52	64	general	ft	81.25
가정	2	2	53	64	general	ft	82.8125
챔피언	1	1	30	32	general	ft	93.75
정식	1	1	28	32	general	ft	87.5
발문	1	1	28	32	general	ft	87.5
아내	2	1	56	64	general	ft	87.5
소식	4	1	108	128	general	ft	84.375
불	3	1	81	96	general	ft	84.375
흙	2	1	53	64	general	ft	82.8125
과자	1	1	28	32	general	ft	87.5
성향	2	1	53	64	general	ft	82.8125
성	1	1	25	32	general	ft	78.125
계속	4	1	107	128	general	ft	83.5938
해석	2	2	50	64	general	ft	78.125
제안	1	1	30	32	general	ft	93.75
획득	1	1	25	32	general	ft	78.125
유지	2	1	55	64	general	ft	85.9375
강조	2	1	51	64	general	ft	79.6875
단위	1	1	26	32	general	ft	81.25
모퉁이	1	1	29	32	general	ft	90.625
부족	1	1	23	32	general	ft	71.875
개선	7	2	182	224	general	ft	81.25
수염	1	1	29	32	general	ft	90.625
남북	2	1	56	64	general	ft	87.5
이후	17	4	482	544	general	ft	88.6029
곳	9	1	224	288	general	ft	77.7778
기억	6	1	168	192	general	ft	87.5
영혼	1	1	30	32	general	ft	93.75
확대	7	1	178	224	general	ft	79.4643
잠깐	1	1	27	32	general	ft	84.375
제목	1	1	28	32	general	ft	87.5
발급	1	1	26	32	general	ft	81.25
하위	1	1	30	32	general	ft	93.75
이름	3	3	84	96	general	ft	87.5
지정	3	1	77	96	general	ft	80.2083
진행	4	2	110	128	general	ft	85.9375
양호	1	1	28	32	general	ft	87.5
감독	9	2	246	288	general	ft	85.4167
차기	1	1	29	32	general	ft	90.625
결합	1	1	29	32	general	ft	90.625
수렴	1	1	28	32	general	ft	87.5
열매	2	1	53	64	general	ft	82.8125
가시	1	1	31	32	general	ft	96.875
염두	1	1	22	32	general	ft	68.75
토마토	1	1	29	32	general	ft	90.625
독립	1	1	29	32	general	ft	90.625
주인	1	1	28	32	general	ft	87.5
대구	1	1	29	32	general	ft	90.625
외교	2	1	57	64	general	ft	89.0625
감세	1	1	28	32	general	ft	87.5
인절미	1	1	28	32	general	ft	87.5
활용	3	1	79	96	general	ft	82.2917
가을	2	1	54	64	general	ft	84.375
도입	4	1	102	128	general	ft	79.6875
팝콘	1	1	29	32	general	ft	90.625
생각	39	3	1118	1248	general	ft	89.5833
운전	1	1	30	32	general	ft	93.75
촬영	1	1	29	32	general	ft	90.625
당시	7	1	188	224	general	ft	83.9286
짐작	1	1	28	32	general	ft	87.5
처리	4	2	119	128	general	ft	92.9688
시험	6	2	160	192	general	ft	83.3333
품	1	1	28	32	general	ft	87.5
이해	3	1	81	96	general	ft	84.375
등	1	1	28	32	general	ft	87.5
차이	1	1	28	32	general	ft	87.5
반장	2	1	61	64	general	ft	95.3125
통로	1	1	29	32	general	ft	90.625
특허	1	1	28	32	general	ft	87.5
그림	6	1	167	192	general	ft	86.9792
소문	1	1	28	32	general	ft	87.5
지침	1	1	31	32	general	ft	96.875
우리	1	1	27	32	general	ft	84.375
가능	5	1	142	160	general	ft	88.75
생명	1	1	29	32	general	ft	90.625
유학	1	1	28	32	general	ft	87.5
지속	3	1	78	96	general	ft	81.25
리노	1	1	29	32	general	ft	90.625
부결	2	1	57	64	general	ft	89.0625
시설	1	1	28	32	general	ft	87.5
연장	2	1	56	64	general	ft	87.5
피	1	1	30	32	general	ft	93.75
일대	1	1	27	32	general	ft	84.375
비행	2	1	59	64	general	ft	92.1875
시절	6	1	141	192	general	ft	73.4375
산악	1	1	29	32	general	ft	90.625
유효	1	1	29	32	general	ft	90.625
구성	4	1	120	128	general	ft	93.75
노선	3	2	90	96	general	ft	93.75
폴	1	1	29	32	general	ft	90.625
격리	1	1	30	32	general	ft	93.75
영역	2	1	50	64	general	ft	78.125
입장	4	1	111	128	general	ft	86.7188
오전	1	1	32	32	general	ft	100.0
수비	2	1	60	64	general	ft	93.75
선임	1	1	29	32	general	ft	90.625
근로	1	1	27	32	general	ft	84.375
진영	1	1	29	32	general	ft	90.625
주시	1	1	28	32	general	ft	87.5
총장	4	1	112	128	general	ft	87.5
보충	1	1	29	32	general	ft	90.625
일반	5	1	138	160	general	ft	86.25
충남	2	1	55	64	general	ft	85.9375
상처	2	2	54	64	general	ft	84.375
발동	1	1	29	32	general	ft	90.625
끈	1	1	29	32	general	ft	90.625
품질	2	1	54	64	general	ft	84.375
김	1	1	29	32	general	ft	90.625
연설	1	1	28	32	general	ft	87.5
충성	1	1	28	32	general	ft	87.5
공식	1	1	28	32	general	ft	87.5
게임	1	1	27	32	general	ft	84.375
인재	3	2	78	96	general	ft	81.25
편성	1	1	29	32	general	ft	90.625
학생	6	1	158	192	general	ft	82.2917
검증	1	1	28	32	general	ft	87.5
완료	2	1	53	64	general	ft	82.8125
기계	1	1	28	32	general	ft	87.5
노병	1	1	28	32	general	ft	87.5
리더십	1	1	29	32	general	ft	90.625
출신	2	1	57	64	general	ft	89.0625
지분	2	1	54	64	general	ft	84.375
영업	1	1	28	32	general	ft	87.5
미대	1	1	23	32	general	ft	71.875
리그	1	1	28	32	general	ft	87.5
대신	4	2	107	128	general	ft	83.5938
취지	1	1	30	32	general	ft	93.75
통일	1	1	28	32	general	ft	87.5
독서	1	1	28	32	general	ft	87.5
유통	1	1	28	32	general	ft	87.5
경고	1	1	30	32	general	ft	93.75
채소	1	1	29	32	general	ft	90.625
휴식	3	1	82	96	general	ft	85.4167
소스	1	1	27	32	general	ft	84.375
영상	2	1	53	64	general	ft	82.8125
폐기	1	1	28	32	general	ft	87.5
가락	1	1	29	32	general	ft	90.625
영향	5	1	128	160	general	ft	80.0
다큐멘터리	1	1	28	32	general	ft	87.5
꼴찌	1	1	29	32	general	ft	90.625
조작	1	1	28	32	general	ft	87.5
영예	1	1	27	32	general	ft	84.375
증가	2	1	59	64	general	ft	92.1875
성품	1	1	29	32	general	ft	90.625
확충	2	1	58	64	general	ft	90.625
사회	5	1	132	160	general	ft	82.5
단체	2	1	54	64	general	ft	84.375
통제	2	1	58	64	general	ft	90.625
산	1	1	22	32	general	ft	68.75
광장	1	1	28	32	general	ft	87.5
피아노	1	1	26	32	general	ft	81.25
세일	1	1	27	32	general	ft	84.375
확보	2	1	56	64	general	ft	87.5
사용	3	1	81	96	general	ft	84.375
동력	1	1	28	32	general	ft	87.5
데뷔	1	1	28	32	general	ft	87.5
법안	3	1	83	96	general	ft	86.4583
야당	4	1	111	128	general	ft	86.7188
커피	1	1	28	32	general	ft	87.5
공군	1	1	29	32	general	ft	90.625
충전	1	1	29	32	general	ft	90.625
관객	2	1	54	64	general	ft	84.375
고개	3	1	83	96	general	ft	86.4583
충동	1	1	28	32	general	ft	87.5
가축	1	1	28	32	general	ft	87.5
신당	1	1	28	32	general	ft	87.5
구청	1	1	25	32	general	ft	78.125
화제	2	2	55	64	general	ft	85.9375
권유	1	1	29	32	general	ft	90.625
브루나이	1	1	29	32	general	ft	90.625
명분	3	1	90	96	general	ft	93.75
상한	1	1	30	32	general	ft	93.75
시각	2	2	50	64	general	ft	78.125
시합	2	1	51	64	general	ft	79.6875
회사	1	1	29	32	general	ft	90.625
허기	1	1	28	32	general	ft	87.5
개원	1	1	28	32	general	ft	87.5
기자	2	1	54	64	general	ft	84.375
선행	1	1	29	32	general	ft	90.625
충치	1	1	29	32	general	ft	90.625
한국	32	3	834	1024	general	ft	81.4453
위	8	1	224	256	general	ft	87.5
누명	1	1	29	32	general	ft	90.625
법령	1	1	29	32	general	ft	90.625
동네	1	1	28	32	general	ft	87.5
농부	1	1	28	32	general	ft	87.5
항소	1	1	29	32	general	ft	90.625
모습	25	2	707	800	general	ft	88.375
보고	1	1	28	32	general	ft	87.5
가족	12	2	321	384	general	ft	83.5938
다이어트	1	1	31	32	general	ft	96.875
처음	6	1	162	192	general	ft	84.375
원천	1	1	29	32	general	ft	90.625
과제	2	1	54	64	general	ft	84.375
소명	1	1	29	32	general	ft	90.625
소	1	1	28	32	general	ft	87.5
축적	1	1	29	32	general	ft	90.625
나라	1	1	26	32	general	ft	81.25
영화	9	1	254	288	general	ft	88.1944
주차	1	1	28	32	general	ft	87.5
디자이너	1	1	28	32	general	ft	87.5
전문	1	1	28	32	general	ft	87.5
규칙	1	1	28	32	general	ft	87.5
부탁	1	1	29	32	general	ft	90.625
콘서트	1	1	30	32	general	ft	93.75
인연	3	2	77	96	general	ft	80.2083
육수	1	1	28	32	general	ft	87.5
올해	14	1	379	448	general	ft	84.5982
마지막	4	1	113	128	general	ft	88.2812
회담	2	1	54	64	general	ft	84.375
공공	1	1	29	32	general	ft	90.625
개전	1	1	29	32	general	ft	90.625
초반	1	1	29	32	general	ft	90.625
정당	1	1	29	32	general	ft	90.625
사실	12	1	317	384	general	ft	82.5521
이별	2	1	50	64	general	ft	78.125
병원	7	2	191	224	general	ft	85.2679
아이	35	1	1007	1120	general	ft	89.9107
선거	6	3	154	192	general	ft	80.2083
몰골	1	1	26	32	general	ft	81.25
가동	2	1	58	64	general	ft	90.625
온기	1	1	32	32	general	ft	100.0
고속	1	1	28	32	general	ft	87.5
설비	2	1	56	64	general	ft	87.5
애송	1	1	28	32	general	ft	87.5
선고	3	2	71	96	general	ft	73.9583
집회	3	1	80	96	general	ft	83.3333
병실	1	1	27	32	general	ft	84.375
공모	2	1	52	64	general	ft	81.25
비율	3	1	78	96	general	ft	81.25
기간	8	2	204	256	general	ft	79.6875
생활	1	1	28	32	general	ft	87.5
적성	1	1	28	32	general	ft	87.5
전과	1	1	28	32	general	ft	87.5
사진	3	1	80	96	general	ft	83.3333
운동	3	1	81	96	general	ft	84.375
포함	9	1	238	288	general	ft	82.6389
산하	1	1	27	32	general	ft	84.375
공석	1	1	29	32	general	ft	90.625
경제	8	1	214	256	general	ft	83.5938
고객	4	1	110	128	general	ft	85.9375
과정	3	3	77	96	general	ft	80.2083
미	2	1	45	64	general	ft	70.3125
선박	1	1	28	32	general	ft	87.5
형	4	2	105	128	general	ft	82.0312
보합	1	1	27	32	general	ft	84.375
일행	1	1	28	32	general	ft	87.5
당초	2	1	55	64	general	ft	85.9375
이식	1	1	28	32	general	ft	87.5
심통	1	1	28	32	general	ft	87.5
기본	1	1	28	32	general	ft	87.5
수출	2	1	50	64	general	ft	78.125
네덜란드	2	1	56	64	general	ft	87.5
방침	2	1	57	64	general	ft	89.0625
소녀	3	1	83	96	general	ft	86.4583
철학	1	1	27	32	general	ft	84.375
국민	12	1	337	384	general	ft	87.7604
선발	2	1	49	64	general	ft	76.5625
조리	1	1	29	32	general	ft	90.625
돈	17	1	469	544	general	ft	86.2132
선장	1	1	24	32	general	ft	75.0
새벽	8	1	226	256	general	ft	88.2812
