lexeme	ambiguous	mode	model	score
연휴	0	uniformed	bert	56.4356
온기	0	uniformed	bert	56.1576
결승	0	uniformed	bert	55.8824
표시	1	uniformed	bert	56.0976
이해	1	uniformed	bert	55.8252
폐기	1	uniformed	bert	55.5556
표	1	uniformed	bert	55.7692
삭제	0	uniformed	bert	55.5024
감동	0	uniformed	bert	55.2381
느낌	0	uniformed	bert	55.4502
규범	0	uniformed	bert	55.1887
남	1	uniformed	bert	55.3991
반미	0	uniformed	bert	55.1402
짐작	0	uniformed	bert	55.3488
짐	1	uniformed	bert	55.5556
역경	0	uniformed	bert	55.2995
해소	1	uniformed	bert	55.5046
증가	0	uniformed	bert	55.2511
마련	1	uniformed	bert	55.4545
상환	0	uniformed	bert	55.2036
감지	0	uniformed	bert	54.955
사건	1	uniformed	bert	55.157
분석	0	uniformed	bert	54.9107
국장	1	uniformed	bert	55.1111
가격	1	uniformed	bert	54.8673
보고	1	uniformed	bert	55.0661
선실	0	uniformed	bert	54.8246
보상	1	uniformed	bert	54.5852
실태	0	uniformed	bert	54.7826
변칙	0	uniformed	bert	54.9784
아래	1	uniformed	bert	54.7414
중소	0	uniformed	bert	54.9356
강도	1	uniformed	bert	55.1282
수단	1	uniformed	bert	55.3191
체증	1	uniformed	bert	55.0847
공식	0	uniformed	bert	54.8523
회비	0	uniformed	bert	55.042
발주	0	uniformed	bert	54.8117
발문	0	uniformed	bert	55.0
이치	1	uniformed	bert	55.1867
건립	1	uniformed	bert	55.3719
영세	0	uniformed	bert	55.144
생명	1	uniformed	bert	55.3279
혼합	0	uniformed	bert	55.102
경악	0	uniformed	bert	55.2846
순위	0	uniformed	bert	55.4656
동안	1	uniformed	bert	55.6452
가입	0	uniformed	bert	55.4217
시즌	0	uniformed	bert	55.6
청년	0	uniformed	bert	55.7769
나머지	1	uniformed	bert	55.5556
수정	1	uniformed	bert	55.7312
행정	0	uniformed	bert	55.5118
여자	1	uniformed	bert	55.2941
신념	1	uniformed	bert	55.0781
선택	1	uniformed	bert	54.8638
다큐멘터리	0	uniformed	bert	55.0388
추진	1	uniformed	bert	55.2124
기점	0	uniformed	bert	55.0
전력	1	uniformed	bert	55.1724
각광	1	uniformed	bert	55.3435
연마	0	uniformed	bert	55.5133
제도	1	uniformed	bert	55.6818
고문	1	uniformed	bert	55.8491
시민	1	uniformed	bert	55.6391
정식	0	uniformed	bert	55.4307
조각	1	uniformed	bert	55.597
충동	0	uniformed	bert	55.7621
인천	0	uniformed	bert	55.9259
관련	0	uniformed	bert	56.0886
값	1	uniformed	bert	56.25
개시	0	uniformed	bert	56.044
세상	1	uniformed	bert	55.8394
요금	0	uniformed	bert	56.0
여부	0	uniformed	bert	56.1594
철학	1	uniformed	bert	56.3177
건물	0	uniformed	bert	56.1151
황제	1	uniformed	bert	56.2724
채권	1	uniformed	bert	56.4286
뒤	1	uniformed	bert	56.2278
개관	0	uniformed	bert	56.0284
흙	0	uniformed	bert	55.8304
당선	1	uniformed	bert	55.9859
고아	0	uniformed	bert	56.1404
학년	0	uniformed	bert	56.2937
팝콘	0	uniformed	bert	56.446
개각	0	uniformed	bert	56.25
트로피	0	uniformed	bert	56.4014
출근	0	uniformed	bert	56.5517
창업	0	uniformed	bert	56.3574
소명	1	uniformed	bert	56.5068
논의	1	uniformed	bert	56.6553
원인	1	uniformed	bert	56.8027
인연	1	uniformed	bert	56.6102
형식	1	uniformed	bert	56.7568
삼성	1	uniformed	bert	56.5657
공공	0	uniformed	bert	56.7114
맨체스터	0	uniformed	bert	56.5217
팀	1	uniformed	bert	56.6667
모습	1	uniformed	bert	56.4784
원고	1	uniformed	bert	56.6225
종료	0	uniformed	bert	56.7657
장	1	uniformed	bert	56.9079
시연	0	uniformed	bert	57.0492
사임	1	uniformed	bert	57.1895
절도	0	uniformed	bert	57.0033
부여	1	uniformed	bert	57.1429
명령	1	uniformed	bert	57.2816
어머니	1	uniformed	bert	57.0968
연료	0	uniformed	bert	57.2347
학교	0	uniformed	bert	57.3718
서초	0	uniformed	bert	57.508
마무리	0	uniformed	bert	57.6433
구청	0	uniformed	bert	57.4603
전체	0	uniformed	bert	57.5949
구	1	uniformed	bert	57.7287
협업	1	uniformed	bert	57.8616
세기	1	uniformed	bert	57.9937
국법	0	uniformed	bert	58.125
국방	0	uniformed	bert	58.2555
실패	1	uniformed	bert	58.0745
응시	0	uniformed	bert	58.2043
건강	1	uniformed	bert	58.0247
지대	1	uniformed	bert	58.1538
리그	1	uniformed	bert	57.9755
오차	0	uniformed	bert	57.7982
나중	1	uniformed	bert	57.622
주도	1	uniformed	bert	57.7508
수업	1	uniformed	bert	57.8788
당	1	uniformed	bert	58.006
이견	0	uniformed	bert	58.1325
한계	0	uniformed	bert	58.2583
처음	0	uniformed	bert	58.3832
과목	0	uniformed	bert	58.209
자동	1	uniformed	bert	58.3333
계기	1	uniformed	bert	58.457
다툼	0	uniformed	bert	58.284
현재	1	uniformed	bert	58.4071
담합	1	uniformed	bert	58.5294
동전	1	uniformed	bert	58.651
수용	1	uniformed	bert	58.7719
구분	1	uniformed	bert	58.8921
올해	1	uniformed	bert	58.7209
설비	0	uniformed	bert	58.5507
세일	0	uniformed	bert	58.3815
제정	0	uniformed	bert	58.2133
세계	1	uniformed	bert	58.046
심의	0	uniformed	bert	57.8797
현대	0	uniformed	bert	57.7143
통지	0	uniformed	bert	57.8348
디자인	0	uniformed	bert	57.9545
육수	0	uniformed	bert	58.0737
자본	0	uniformed	bert	57.9096
수명	1	uniformed	bert	58.0282
영예	0	uniformed	bert	57.8652
연장	1	uniformed	bert	57.9832
진실	1	uniformed	bert	58.1006
모자이크	0	uniformed	bert	58.2173
추세	0	uniformed	bert	58.0556
야외	0	uniformed	bert	57.8947
직장	1	uniformed	bert	58.011
정년	0	uniformed	bert	57.8512
글	1	uniformed	bert	57.967
대구	0	uniformed	bert	57.8082
갈등	0	uniformed	bert	57.6503
등	0	uniformed	bert	57.4932
부족	1	uniformed	bert	57.6087
명예	1	uniformed	bert	57.7236
적응	1	uniformed	bert	57.5676
차별	0	uniformed	bert	57.6819
시국	0	uniformed	bert	57.5269
스포츠	0	uniformed	bert	57.6408
비중	1	uniformed	bert	57.4866
조화	1	uniformed	bert	57.6
관리	1	uniformed	bert	57.4468
동향	1	uniformed	bert	57.5597
방황	1	uniformed	bert	57.4074
대결	1	uniformed	bert	57.5198
농부	0	uniformed	bert	57.3684
범죄	0	uniformed	bert	57.4803
공격	1	uniformed	bert	57.5916
고위	0	uniformed	bert	57.7023
독자	1	uniformed	bert	57.5521
귀국	0	uniformed	bert	57.4026
유행	1	uniformed	bert	57.513
포기	1	uniformed	bert	57.6227
식사	0	uniformed	bert	57.4742
얼굴	1	uniformed	bert	57.5835
부상	1	uniformed	bert	57.6923
단장	1	uniformed	bert	57.8005
기사	1	uniformed	bert	57.9082
추억	0	uniformed	bert	58.0153
유학	1	uniformed	bert	58.1218
속성	0	uniformed	bert	57.9747
주목	1	uniformed	bert	58.0808
소득	1	uniformed	bert	58.1864
고향	1	uniformed	bert	58.2915
나무	0	uniformed	bert	58.1454
출연	1	uniformed	bert	58.25
국고	0	uniformed	bert	58.1047
수출	0	uniformed	bert	58.209
부엌	0	uniformed	bert	58.3127
과거	1	uniformed	bert	58.4158
구원	0	uniformed	bert	58.2716
반장	1	uniformed	bert	58.3744
인터넷	0	uniformed	bert	58.4767
동포	0	uniformed	bert	58.5784
요청	1	uniformed	bert	58.4352
추신	0	uniformed	bert	58.5366
지출	1	uniformed	bert	58.3942
입장	1	uniformed	bert	58.4951
나이	1	uniformed	bert	58.3535
세제	0	uniformed	bert	58.2126
구매	1	uniformed	bert	58.0723
절정	0	uniformed	bert	57.9327
수류탄	0	uniformed	bert	58.0336
유령	1	uniformed	bert	58.134
일독	0	uniformed	bert	58.2339
난폭	0	uniformed	bert	58.3333
국가	1	uniformed	bert	58.1948
콩	0	uniformed	bert	58.2938
숙지	0	uniformed	bert	58.3924
거부	1	uniformed	bert	58.2547
경남	0	uniformed	bert	58.3529
기념	0	uniformed	bert	58.216
열정	1	uniformed	bert	58.3138
시	1	uniformed	bert	58.4112
심리	1	uniformed	bert	58.5082
품	0	uniformed	bert	58.3721
승리	0	uniformed	bert	58.4687
독립	1	uniformed	bert	58.3333
연극	0	uniformed	bert	58.4296
직원	1	uniformed	bert	58.2949
매각	0	uniformed	bert	58.3908
발동	0	uniformed	bert	58.2569
조작	1	uniformed	bert	58.3524
부처	1	uniformed	bert	58.4475
인용	1	uniformed	bert	58.3144
세비야	0	uniformed	bert	58.1818
토론	0	uniformed	bert	58.2766
애국	0	uniformed	bert	58.371
데뷔	0	uniformed	bert	58.465
시각	1	uniformed	bert	58.5586
단속	1	uniformed	bert	58.427
일화	0	uniformed	bert	58.296
문화	1	uniformed	bert	58.3893
검찰	1	uniformed	bert	58.4821
마을	0	uniformed	bert	58.5746
과제	1	uniformed	bert	58.6667
봉사	0	uniformed	bert	58.5366
신랑	1	uniformed	bert	58.6283
전쟁	1	uniformed	bert	58.4989
인간	1	uniformed	bert	58.5903
철	1	uniformed	bert	58.6813
힘	1	uniformed	bert	58.7719
유지	1	uniformed	bert	58.8621
목표	1	uniformed	bert	58.7336
선별	0	uniformed	bert	58.8235
운명	1	uniformed	bert	58.913
수작	0	uniformed	bert	58.7852
의심	0	uniformed	bert	58.658
논문	0	uniformed	bert	58.5313
시련	0	uniformed	bert	58.6207
참여	1	uniformed	bert	58.4946
해발	0	uniformed	bert	58.5837
특별	0	uniformed	bert	58.6724
감면	1	uniformed	bert	58.7607
촬영	0	uniformed	bert	58.8486
도시	1	uniformed	bert	58.9362
약학	0	uniformed	bert	59.0234
전문	1	uniformed	bert	59.1102
개헌	0	uniformed	bert	59.1966
단어	0	uniformed	bert	59.2827
발	0	uniformed	bert	59.1579
국립	0	uniformed	bert	59.2437
김	1	uniformed	bert	59.3291
방식	0	uniformed	bert	59.4142
멕시코	0	uniformed	bert	59.499
정황	0	uniformed	bert	59.375
낭비	0	uniformed	bert	59.4595
캠페인	0	uniformed	bert	59.5436
교감	0	uniformed	bert	59.4203
전부	1	uniformed	bert	59.5041
조리	0	uniformed	bert	59.3814
국모	0	uniformed	bert	59.465
거취	0	uniformed	bert	59.3429
강제	0	uniformed	bert	59.2213
여인	0	uniformed	bert	59.1002
영화	1	uniformed	bert	58.9796
감정	1	uniformed	bert	58.8595
달	1	uniformed	bert	58.9431
이별	0	uniformed	bert	59.0264
정원	1	uniformed	bert	59.1093
성향	0	uniformed	bert	59.1919
산하	0	uniformed	bert	59.0726
공항	0	uniformed	bert	59.1549
북측	0	uniformed	bert	59.2369
득점	0	uniformed	bert	59.1182
청구	1	uniformed	bert	59.2
비밀	0	uniformed	bert	59.2814
비난	0	uniformed	bert	59.3625
애송	0	uniformed	bert	59.4433
들	0	uniformed	bert	59.3254
성숙	1	uniformed	bert	59.4059
사랑	1	uniformed	bert	59.2885
벨	0	uniformed	bert	59.3688
비정	0	uniformed	bert	59.4488
완료	0	uniformed	bert	59.5285
중국	1	uniformed	bert	59.4118
도움	1	uniformed	bert	59.2955
부부	1	uniformed	bert	59.375
정권	1	uniformed	bert	59.4542
공상	0	uniformed	bert	59.3385
자리	1	uniformed	bert	59.2233
아내	0	uniformed	bert	59.3023
수요	1	uniformed	bert	59.381
가지	1	uniformed	bert	59.4595
최다	0	uniformed	bert	59.5376
활용	1	uniformed	bert	59.6154
표본	0	uniformed	bert	59.501
추가	1	uniformed	bert	59.5785
이바지	0	uniformed	bert	59.6558
발굴	1	uniformed	bert	59.542
접촉	1	uniformed	bert	59.4286
협상	1	uniformed	bert	59.5057
습기	0	uniformed	bert	59.3928
여당	1	uniformed	bert	59.4697
기색	0	uniformed	bert	59.3573
효과	1	uniformed	bert	59.2453
생리	0	uniformed	bert	59.1337
반찬	0	uniformed	bert	59.2105
반감	0	uniformed	bert	59.2871
거대	0	uniformed	bert	59.3633
연기	1	uniformed	bert	59.4393
숨	1	uniformed	bert	59.5149
권력	0	uniformed	bert	59.5903
신청	1	uniformed	bert	59.4796
꿈	1	uniformed	bert	59.3692
주민	1	uniformed	bert	59.2593
총장	1	uniformed	bert	59.3346
일가	1	uniformed	bert	59.4096
해역	0	uniformed	bert	59.3002
네덜란드	0	uniformed	bert	59.375
계약	1	uniformed	bert	59.2661
위안	0	uniformed	bert	59.3407
냄새	0	uniformed	bert	59.2322
선사	1	uniformed	bert	59.3066
시장	1	uniformed	bert	59.3807
과정	1	uniformed	bert	59.4545
타협	0	uniformed	bert	59.5281
신앙	0	uniformed	bert	59.4203
발송	0	uniformed	bert	59.4937
미래	1	uniformed	bert	59.5668
질환	0	uniformed	bert	59.6396
이상	1	uniformed	bert	59.7122
법안	0	uniformed	bert	59.7846
옷	0	uniformed	bert	59.8566
무	0	uniformed	bert	59.7496
시기	1	uniformed	bert	59.8214
가슴	1	uniformed	bert	59.893
궤적	1	uniformed	bert	59.9644
적용	0	uniformed	bert	60.0355
통과	1	uniformed	bert	59.9291
혼란	0	uniformed	bert	60.0
회의	1	uniformed	bert	60.0707
귀기	0	uniformed	bert	59.9647
설계	1	uniformed	bert	60.0352
대학	0	uniformed	bert	59.9297
골짜기	0	uniformed	bert	60.0
데이터	1	uniformed	bert	60.0701
막대기	0	uniformed	bert	60.1399
군	1	uniformed	bert	60.0349
역사	1	uniformed	bert	59.9303
땅	1	uniformed	bert	60.0
기호	1	uniformed	bert	60.0694
이마	0	uniformed	bert	59.9653
모퉁이	0	uniformed	bert	60.0346
불법	1	uniformed	bert	59.9309
신구	0	uniformed	bert	59.8276
결합	1	uniformed	bert	59.7246
심사	1	uniformed	bert	59.622
기행	0	uniformed	bert	59.5197
산악	0	uniformed	bert	59.589
교환	0	uniformed	bert	59.4872
개발	1	uniformed	bert	59.3857
예의	1	uniformed	bert	59.4549
그리스	0	uniformed	bert	59.3537
문	1	uniformed	bert	59.4228
기계	1	uniformed	bert	59.4915
부장	1	uniformed	bert	59.5601
가구	1	uniformed	bert	59.6284
가운데	1	uniformed	bert	59.5278
간부	1	uniformed	bert	59.596
전남	0	uniformed	bert	59.4958
오전	1	uniformed	bert	59.5638
점	1	uniformed	bert	59.6315
수입	1	uniformed	bert	59.699
음악	0	uniformed	bert	59.7663
달걀	0	uniformed	bert	59.8333
보충	0	uniformed	bert	59.7338
절	1	uniformed	bert	59.8007
회피	0	uniformed	bert	59.8673
가시	0	uniformed	bert	59.7682
공원	0	uniformed	bert	59.6694
체계	0	uniformed	bert	59.736
학생	1	uniformed	bert	59.6376
사진	1	uniformed	bert	59.7039
수술	0	uniformed	bert	59.6059
강화	1	uniformed	bert	59.5082
단가	1	uniformed	bert	59.5745
협약	1	uniformed	bert	59.6405
발전	1	uniformed	bert	59.7064
해외	0	uniformed	bert	59.772
형제	0	uniformed	bert	59.6748
끝	1	uniformed	bert	59.5779
명품	1	uniformed	bert	59.4814
사이	1	uniformed	bert	59.5469
대응	1	uniformed	bert	59.4507
마케팅	0	uniformed	bert	59.5161
경제	1	uniformed	bert	59.4203
차기	0	uniformed	bert	59.3248
안경	1	uniformed	bert	59.2295
렌즈	0	uniformed	bert	59.1346
송이	0	uniformed	bert	59.04
방침	1	uniformed	bert	58.9457
러시아	1	uniformed	bert	58.8517
초청	1	uniformed	bert	58.9172
전환	1	uniformed	bert	58.8235
볼모	0	uniformed	bert	58.7302
보장	1	uniformed	bert	58.6371
공급	1	uniformed	bert	58.5443
기구	0	uniformed	bert	58.6098
조건	1	uniformed	bert	58.5174
입학	0	uniformed	bert	58.5827
배신	0	uniformed	bert	58.4906
감소	1	uniformed	bert	58.5557
복종	0	uniformed	bert	58.4639
생일	0	uniformed	bert	58.529
환경	1	uniformed	bert	58.5938
보험	0	uniformed	bert	58.5023
증거	1	uniformed	bert	58.567
염두	1	uniformed	bert	58.4759
우승	1	uniformed	bert	58.3851
허약	0	uniformed	bert	58.2946
외교	0	uniformed	bert	58.2043
다양	0	uniformed	bert	58.2689
문건	1	uniformed	bert	58.179
선고	1	uniformed	bert	58.2435
허리	0	uniformed	bert	58.1538
무리	1	uniformed	bert	58.2181
때	1	uniformed	bert	58.1288
통	1	uniformed	bert	58.193
향상	0	uniformed	bert	58.104
메달	0	uniformed	bert	58.1679
업무	1	uniformed	bert	58.0793
공간	1	uniformed	bert	58.1431
신당	0	uniformed	bert	58.0547
인력	0	uniformed	bert	57.9666
연봉	0	uniformed	bert	57.8788
악보	0	uniformed	bert	57.7912
불편	1	uniformed	bert	57.855
교부	0	uniformed	bert	57.7677
소화	1	uniformed	bert	57.8313
신호	0	uniformed	bert	57.7444
권유	0	uniformed	bert	57.8078
현	0	uniformed	bert	57.7211
영산	0	uniformed	bert	57.6347
법령	0	uniformed	bert	57.6981
연	0	uniformed	bert	57.6119
사람	1	uniformed	bert	57.6751
카메라	0	uniformed	bert	57.5893
보유	1	uniformed	bert	57.6523
강령	0	uniformed	bert	57.7151
농장	1	uniformed	bert	57.7778
특성	0	uniformed	bert	57.8402
권	1	uniformed	bert	57.7548
마드리드	0	uniformed	bert	57.8171
다이어트	0	uniformed	bert	57.8792
호남	0	uniformed	bert	57.7941
제작	0	uniformed	bert	57.8561
양호	1	uniformed	bert	57.7713
거실	0	uniformed	bert	57.6867
일행	0	uniformed	bert	57.7485
오락	0	uniformed	bert	57.8102
공동	1	uniformed	bert	57.8717
총회	0	uniformed	bert	57.7875
선박	0	uniformed	bert	57.7035
예약	0	uniformed	bert	57.6197
전개	1	uniformed	bert	57.6812
취지	0	uniformed	bert	57.7424
개통	0	uniformed	bert	57.8035
배달	0	uniformed	bert	57.7201
비행	0	uniformed	bert	57.6369
근무	1	uniformed	bert	57.6978
덤	0	uniformed	bert	57.7586
고려	1	uniformed	bert	57.6758
악마	0	uniformed	bert	57.7364
네팔	0	uniformed	bert	57.7969
준비	1	uniformed	bert	57.7143
유통	1	uniformed	bert	57.7746
프로그램	1	uniformed	bert	57.8348
임대	0	uniformed	bert	57.8947
평가	1	uniformed	bert	57.8125
여론	0	uniformed	bert	57.8723
판결	1	uniformed	bert	57.7904
수비	0	uniformed	bert	57.7086
북	1	uniformed	bert	57.7684
폐	1	uniformed	bert	57.8279
상태	1	uniformed	bert	57.7465
교육	1	uniformed	bert	57.6653
당장	1	uniformed	bert	57.7247
공개	1	uniformed	bert	57.6438
안	1	uniformed	bert	57.563
면	1	uniformed	bert	57.6224
동료	0	uniformed	bert	57.6816
연계	0	uniformed	bert	57.7406
새끼	0	uniformed	bert	57.7994
공모	1	uniformed	bert	57.7191
개별	0	uniformed	bert	57.7778
스타	0	uniformed	bert	57.8363
당적	0	uniformed	bert	57.8947
규제	1	uniformed	bert	57.953
콘서트	0	uniformed	bert	57.8729
강판	1	uniformed	bert	57.931
운	1	uniformed	bert	57.989
상한	0	uniformed	bert	57.9092
투자	1	uniformed	bert	57.8297
하늘	0	uniformed	bert	57.8875
자연	1	uniformed	bert	57.9452
결혼	0	uniformed	bert	58.0027
격려	0	uniformed	bert	58.0601
영업	0	uniformed	bert	58.1173
집회	0	uniformed	bert	58.1744
관절	0	uniformed	bert	58.0952
전략	1	uniformed	bert	58.1522
증세	1	uniformed	bert	58.209
체결	0	uniformed	bert	58.1301
투수	0	uniformed	bert	58.0514
심금	0	uniformed	bert	58.1081
신뢰	1	uniformed	bert	58.0297
남성	0	uniformed	bert	57.9515
가중	1	uniformed	bert	58.0081
경우	1	uniformed	bert	57.9301
북한	1	uniformed	bert	57.8523
기준	0	uniformed	bert	57.9088
자기	0	uniformed	bert	57.8313
등급	1	uniformed	bert	57.8877
과잉	0	uniformed	bert	57.9439
결과	1	uniformed	bert	58.0
납치	0	uniformed	bert	58.0559
현상	1	uniformed	bert	58.1117
빵	0	uniformed	bert	58.0345
외국	0	uniformed	bert	58.0902
사용	1	uniformed	bert	58.1457
재직	0	uniformed	bert	58.0688
지상	0	uniformed	bert	58.1242
켜	0	uniformed	bert	58.1794
노래	1	uniformed	bert	58.2345
관계	1	uniformed	bert	58.2895
비판	1	uniformed	bert	58.3443
개혁	0	uniformed	bert	58.399
사업	1	uniformed	bert	58.3224
로비	1	uniformed	bert	58.2461
총리	1	uniformed	bert	58.3007
결정	1	uniformed	bert	58.3551
인재	1	uniformed	bert	58.4094
기간	1	uniformed	bert	58.3333
차장	1	uniformed	bert	58.3875
과자	0	uniformed	bert	58.3117
배우	0	uniformed	bert	58.2361
토막	0	uniformed	bert	58.2902
고통	0	uniformed	bert	58.3441
특허	0	uniformed	bert	58.2687
강경	1	uniformed	bert	58.3226
