lexeme	ambiguous	mode	model	score
주필	0	general	ft	52.9307
정리	1	general	ft	53.3451
현지	1	general	ft	52.7262
옥	0	general	ft	52.7536
암반	0	general	ft	52.6925
파트너	0	general	ft	52.5101
답방	0	general	ft	52.4194
풍경	1	general	ft	52.5287
토플	0	general	ft	52.556
탕진	0	general	ft	52.5832
사방	0	general	ft	52.5531
중구	1	general	ft	52.6617
엄벌	0	general	ft	52.6888
침해	0	general	ft	52.3891
집행	1	general	ft	52.7652
창고	0	general	ft	52.7355
만해	0	general	ft	52.7057
외상	0	general	ft	52.5281
빚	0	general	ft	52.3516
흡수	1	general	ft	52.4846
파	0	general	ft	52.5112
최저	0	general	ft	52.4526
건수	0	general	ft	52.532
집계	0	general	ft	52.4444
예년	0	general	ft	52.4972
공평	0	general	ft	52.5236
김포	0	general	ft	52.4654
소관	0	general	ft	52.4046
조서	0	general	ft	52.3757
충전	1	general	ft	52.4283
대행	1	general	ft	52.4807
동족	0	general	ft	52.533
임상	0	general	ft	52.4752
상공	0	general	ft	52.4464
확보	1	general	ft	51.0433
반면	0	general	ft	51.918
목적	1	general	ft	52.4181
대첩	0	general	ft	52.3909
방해	0	general	ft	52.228
모래	0	general	ft	52.1739
안위	0	general	ft	52.1987
위인	0	general	ft	52.1717
적	1	general	ft	52.2704
존재	1	general	ft	52.0555
소식	1	general	ft	52.4707
전용	1	general	ft	52.3374
혐의	1	general	ft	53.7475
연비	0	general	ft	53.7703
바나나	0	general	ft	53.7438
사법	0	general	ft	53.7894
전황	0	general	ft	53.8121
이력	0	general	ft	53.7592
에이피	0	general	ft	53.7328
강북	0	general	ft	53.7064
열망	0	general	ft	53.7518
업체	1	general	ft	52.5407
용납	0	general	ft	52.5156
생애	0	general	ft	52.4904
상하이	0	general	ft	52.5813
징계	1	general	ft	52.108
전보	0	general	ft	52.0587
세미나	0	general	ft	52.0341
울타리	0	general	ft	52.0794
음지	0	general	ft	52.102
피곤	0	general	ft	52.1246
종목	1	general	ft	52.2824
닉슨	0	general	ft	52.3048
가자	0	general	ft	52.2802
비디오	0	general	ft	52.3005
사측	0	general	ft	52.3229
기술	1	general	ft	53.4159
생사	0	general	ft	53.3914
열람	0	general	ft	53.3181
혼례	0	general	ft	53.3394
야인	0	general	ft	53.315
일생	0	general	ft	53.2907
성격	1	general	ft	53.5243
안전	0	general	ft	52.7566
경주	0	general	ft	52.6858
요소	1	general	ft	52.4978
조련	0	general	ft	52.4744
매춘	0	general	ft	52.451
구석	0	general	ft	52.4276
양질	0	general	ft	52.5333
가보	0	general	ft	52.5544
노제	0	general	ft	52.6176
출판	0	general	ft	52.6386
언급	0	general	ft	52.1758
복장	0	general	ft	52.2178
포함	1	general	ft	53.4645
마이애미	0	general	ft	53.5043
기분	1	general	ft	53.8004
적자	1	general	ft	53.8364
존폐	0	general	ft	53.8136
여진	0	general	ft	53.8917
반대	1	general	ft	52.6229
진품	0	general	ft	52.6424
개명	0	general	ft	52.599
예정	0	general	ft	52.8629
친구	1	general	ft	53.0726
부모	0	general	ft	52.7778
욕설	0	general	ft	52.715
역전	1	general	ft	52.6524
퍼트	0	general	ft	52.6316
광산	0	general	ft	52.6108
빈혈	0	general	ft	52.59
구역	1	general	ft	52.7208
여름	0	general	ft	52.4931
후학	0	general	ft	52.4725
기력	0	general	ft	52.4519
정보	1	general	ft	51.6216
주권	0	general	ft	51.6017
시신	0	general	ft	51.5818
양상	0	general	ft	51.4825
이사	1	general	ft	51.7611
빅딜	0	general	ft	51.7215
분포	0	general	ft	51.74
모친	0	general	ft	51.7202
회신	0	general	ft	51.6807
묵	0	general	ft	51.6609
품격	0	general	ft	51.6794
임용	1	general	ft	51.64
품종	1	general	ft	51.6768
오답	0	general	ft	51.6571
여가	0	general	ft	51.6375
게시	0	general	ft	51.6559
초등	0	general	ft	51.6927
세배	0	general	ft	51.711
선물	0	general	ft	51.3983
상징	0	general	ft	51.5266
총재	1	general	ft	51.391
노원	0	general	ft	51.4092
침체	0	general	ft	51.5174
사죄	1	general	ft	51.5537
해적	0	general	ft	51.5152
종양	0	general	ft	51.4959
관제	0	general	ft	51.514
지구	1	general	ft	51.5276
살림	0	general	ft	51.5817
농협	0	general	ft	51.5997
걸음	1	general	ft	51.5422
아프간	0	general	ft	51.6308
구실	0	general	ft	51.5926
왕족	0	general	ft	51.5735
품질	0	general	ft	51.3454
정치	1	general	ft	52.1392
내전	0	general	ft	52.0826
고분	0	general	ft	52.0999
출원	1	general	ft	52.1519
매사	0	general	ft	52.133
답변	0	general	ft	51.9827
공기	1	general	ft	52.0518
유착	0	general	ft	52.0863
보존	0	general	ft	52.2581
알카에다	0	general	ft	52.3264
접수	0	general	ft	52.2143
스코어	0	general	ft	52.2313
급여	1	general	ft	52.3165
율곡	0	general	ft	52.2978
오마주	0	general	ft	52.3148
숙식	0	general	ft	52.2776
유예	1	general	ft	52.2218
수리	1	general	ft	52.3066
프레슬리	0	general	ft	52.288
특채	0	general	ft	52.251
중순	0	general	ft	52.0848
지오피	0	general	ft	52.1017
패권	0	general	ft	52.0833
가름	0	general	ft	52.1002
브루나이	0	general	ft	52.1171
시리아	0	general	ft	51.8792
보	0	general	ft	51.8947
해태	0	general	ft	51.9116
단위	1	general	ft	51.9958
사의	1	general	ft	51.9231
평창	0	general	ft	52.124
공수	0	general	ft	52.1058
독성	1	general	ft	52.1724
박스	0	general	ft	52.1543
필자	0	general	ft	52.1709
브리핑	0	general	ft	52.0985
육체	0	general	ft	52.0804
생각	1	general	ft	54.3442
투타	0	general	ft	54.3593
승격	0	general	ft	54.3414
경매	0	general	ft	54.2876
발견	0	general	ft	54.1215
홍수	0	general	ft	54.1366
홈런	0	general	ft	54.1967
안건	0	general	ft	54.1257
상영	0	general	ft	54.0373
발행	1	general	ft	54.2318
복용	1	general	ft	54.2615
확인	1	general	ft	53.121
창조	0	general	ft	53.1509
방향	1	general	ft	53.5354
출품	0	general	ft	53.55
환원	0	general	ft	53.5647
악셀	0	general	ft	53.5478
유포	0	general	ft	53.4972
당근	0	general	ft	53.4635
국토	0	general	ft	53.4781
온도	0	general	ft	53.5074
국민	1	general	ft	51.7493
배포	0	general	ft	51.7021
질	1	general	ft	51.8922
엄마	1	general	ft	52.0374
농성	0	general	ft	52.1386
역투	0	general	ft	52.1229
쓰나미	0	general	ft	52.1072
더미	0	general	ft	52.1216
평일	0	general	ft	52.0902
이외	0	general	ft	52.2339
이식	1	general	ft	52.1869
박차	0	general	ft	52.1557
명곡	0	general	ft	52.1245
후임	0	general	ft	52.1089
명칭	0	general	ft	52.0155
가락	0	general	ft	52.0
협력	0	general	ft	52.3979
댐	0	general	ft	52.3824
렌더링	0	general	ft	52.3669
가난	0	general	ft	52.4232
피의	0	general	ft	52.4077
벽면	0	general	ft	52.3922
한파	0	general	ft	52.3767
친필	0	general	ft	52.3908
새벽	0	general	ft	52.2212
커뮤니케이션	0	general	ft	52.2059
하천	0	general	ft	52.2199
내성	0	general	ft	52.2046
외모	0	general	ft	52.1739
시청	1	general	ft	52.0821
이첩	0	general	ft	52.0668
노장	1	general	ft	52.0949
심정	0	general	ft	52.0644
후배	1	general	ft	52.1485
구도	0	general	ft	52.1765
역지사지	0	general	ft	52.1904
주석단	0	general	ft	52.1752
아쉬움	0	general	ft	52.1143
서식	0	general	ft	52.0991
디스카운트	0	general	ft	52.0839
상황	1	general	ft	53.9108
쌀	0	general	ft	53.9496
점철	0	general	ft	53.9625
사즉생	0	general	ft	53.9474
총기	0	general	ft	53.9323
부하	1	general	ft	53.958
장식	0	general	ft	53.9709
마피아	0	general	ft	53.9838
폭등	0	general	ft	53.9687
재계	0	general	ft	53.8934
승진	1	general	ft	53.9576
환승	0	general	ft	53.9833
센터	1	general	ft	53.9123
중시	0	general	ft	53.9889
컨디션	0	general	ft	54.0144
투병	0	general	ft	53.9994
직위	0	general	ft	53.9696
본국	0	general	ft	53.9546
책사	0	general	ft	53.9397
해커	0	general	ft	53.895
암	1	general	ft	53.9586
부안	0	general	ft	53.9713
극도	0	general	ft	53.984
자율	0	general	ft	54.0347
아픔	0	general	ft	54.0726
부채	0	general	ft	54.1484
출입	0	general	ft	54.1186
본명	0	general	ft	54.1312
금액	0	general	ft	53.9978
종단	0	general	ft	54.0104
하드웨어	0	general	ft	54.023
흉물	0	general	ft	54.0481
단원	0	general	ft	54.0607
재임	0	general	ft	54.0164
고가	1	general	ft	54.0917
조명	1	general	ft	54.1417
괴담	0	general	ft	54.0975
응원	1	general	ft	54.2594
소프트웨어	0	general	ft	54.2299
이스라엘	1	general	ft	54.196
환상	0	general	ft	54.2084
응수	0	general	ft	54.1937
분가	0	general	ft	54.2061
학원	1	general	ft	54.268
심층	0	general	ft	54.305
부분	0	general	ft	54.7689
퇴장	0	general	ft	54.7397
엿새	0	general	ft	54.725
만두	0	general	ft	54.7104
트레이너	0	general	ft	54.7346
비거	0	general	ft	54.7467
스코틀랜드	0	general	ft	54.7587
당시	1	general	ft	53.6573
차액	0	general	ft	53.6432
유혹	0	general	ft	53.6292
쿠데타	0	general	ft	53.6152
약	1	general	ft	53.5593
선정	1	general	ft	53.8721
독려	0	general	ft	53.9079
가평	0	general	ft	53.9198
일련	0	general	ft	53.9317
질병	0	general	ft	53.8621
추격	0	general	ft	53.8065
수퍼스타	0	general	ft	53.8184
피파	0	general	ft	53.8303
기본	0	general	ft	53.6366
규약	0	general	ft	53.5815
체코	0	general	ft	53.5678
작품	1	general	ft	53.9343
위로	1	general	ft	54.0046
이륙	0	general	ft	53.9908
분야	0	general	ft	54.0432
소환	0	general	ft	53.9619
빈도	0	general	ft	53.9484
임의	0	general	ft	53.9213
잔	1	general	ft	53.9675
협찬	0	general	ft	53.979
악어	0	general	ft	53.9655
합산	0	general	ft	53.9385
포털	0	general	ft	53.8981
욕망	0	general	ft	53.9211
약물	0	general	ft	53.9556
대어	0	general	ft	53.9421
지	0	general	ft	53.9536
세비	0	general	ft	53.9766
연예	0	general	ft	53.988
후	1	general	ft	53.9218
잠입	0	general	ft	53.8953
세금	0	general	ft	53.6317
사물	0	general	ft	53.6186
중심	1	general	ft	52.9327
갤러리	0	general	ft	52.9071
노병	1	general	ft	52.9298
글씨	0	general	ft	52.9171
우루무치	0	general	ft	52.9043
저자	0	general	ft	52.8152
개비	0	general	ft	52.8025
분별	0	general	ft	52.7898
기권	0	general	ft	52.7771
매뉴얼	0	general	ft	52.7391
향배	0	general	ft	52.7137
라디오	0	general	ft	52.7931
소	1	general	ft	52.7425
탈출	0	general	ft	52.7173
군림	0	general	ft	52.7046
엘리트	0	general	ft	52.692
최고	1	general	ft	52.1554
공판	0	general	ft	52.0814
왕	0	general	ft	52.0567
손	1	general	ft	52.1902
가능	1	general	ft	51.6578
친선	0	general	ft	51.6802
정국	1	general	ft	51.6443
퇴학	0	general	ft	51.6204
고종	1	general	ft	51.5726
기한	1	general	ft	51.5488
호감	0	general	ft	51.56
당직	0	general	ft	51.5362
학위	0	general	ft	51.5005
원형	0	general	ft	51.4767
근처	0	general	ft	51.4055
폭설	0	general	ft	51.4167
감안	1	general	ft	51.2262
현금	1	general	ft	51.2709
빌미	0	general	ft	51.3266
사냥	0	general	ft	51.2914
겸손	0	general	ft	51.268
고기	0	general	ft	51.2446
대물	0	general	ft	51.2329
한량	0	general	ft	51.2212
의문	0	general	ft	51.0696
확률	0	general	ft	51.0232
깨달음	0	general	ft	51.0343
조치	1	general	ft	50.7678
아이돌	0	general	ft	50.6991
혹사	0	general	ft	50.7103
원격	0	general	ft	50.6988
안보	0	general	ft	50.5166
삼	0	general	ft	50.5053
시리즈	1	general	ft	50.594
수심	0	general	ft	50.6051
신원	0	general	ft	50.5938
완성	0	general	ft	50.6932
일반	1	general	ft	50.4114
대치	0	general	ft	50.4334
역무	0	general	ft	50.4444
주자	0	general	ft	50.4108
티켓	0	general	ft	50.4218
양국	1	general	ft	50.6192
보류	0	general	ft	50.5856
의사	1	general	ft	50.3409
신협	0	general	ft	50.3518
사망	1	general	ft	50.5584
잠재	0	general	ft	50.5473
낙찰	0	general	ft	50.5362
공익	0	general	ft	50.5579
심통	0	general	ft	50.5687
단식	1	general	ft	50.6335
맥아더	0	general	ft	50.6224
거짓	0	general	ft	50.5782
외면	1	general	ft	50.5121
타점	0	general	ft	50.4901
용인	0	general	ft	50.4681
나락	0	general	ft	50.4571
자손	0	general	ft	50.4679
부각	1	general	ft	50.5325
박식	0	general	ft	50.5215
코스타리카	0	general	ft	50.5105
후면	0	general	ft	50.4996
페루	0	general	ft	50.4776
환자	1	general	ft	50.1726
원료	0	general	ft	50.1941
재력	0	general	ft	50.1833
가족	1	general	ft	50.0107
역량	0	general	ft	49.7983
병행	0	general	ft	49.7033
명기	0	general	ft	49.6927
영역	0	general	ft	49.5877
변	1	general	ft	49.5562
연관	1	general	ft	49.4726
외화	0	general	ft	49.4621
운영	1	general	ft	48.9459
지디피	0	general	ft	48.9566
인턴십	0	general	ft	48.9672
작동	0	general	ft	48.906
부결	0	general	ft	48.8653
정의	1	general	ft	48.8145
착용	0	general	ft	48.8043
소서	0	general	ft	48.7942
괴리	0	general	ft	48.784
유독	0	general	ft	48.7739
순서	1	general	ft	48.7952
봉직	0	general	ft	48.785
경인	0	general	ft	48.7648
수방	0	general	ft	48.7547
기	1	general	ft	48.882
점포	0	general	ft	48.8516
일치	0	general	ft	48.8622
락까	0	general	ft	48.8521
입안	0	general	ft	48.8627
신중	0	general	ft	48.9893
의거	0	general	ft	48.9792
라운드	0	general	ft	48.9287
꼴찌	0	general	ft	48.9392
상당	0	general	ft	48.6885
리스트	0	general	ft	48.6586
계급	0	general	ft	48.6486
근절	1	general	ft	48.6088
부위	1	general	ft	48.6404
중반	0	general	ft	48.6614
구단	1	general	ft	48.8391
변모	1	general	ft	48.8599
자국	1	general	ft	48.902
항소	1	general	ft	48.9539
병원	1	general	ft	49.2323
유임	0	general	ft	49.2124
중층	0	general	ft	49.2025
공부	1	general	ft	49.1447
사옥	1	general	ft	49.1754
거론	0	general	ft	49.2468
불행	1	general	ft	49.2876
이유	1	general	ft	49.8312
쿤밍	0	general	ft	49.8214
휴직	0	general	ft	49.8115
적금	0	general	ft	49.8016
폭동	0	general	ft	49.8115
한미일	0	general	ft	49.8215
번호	1	general	ft	49.8613
제의	1	general	ft	49.7824
선대위	0	general	ft	49.8122
님비	0	general	ft	49.8024
은닉	0	general	ft	49.7925
순천	0	general	ft	49.8124
이메일	0	general	ft	49.8025
징용	0	general	ft	49.7927
만혼	0	general	ft	49.8026
채소	0	general	ft	49.8125
암시	0	general	ft	49.8224
충남	0	general	ft	49.7733
열풍	0	general	ft	49.7931
지번	0	general	ft	49.803
취하	0	general	ft	49.7932
단축	0	general	ft	49.8228
교신	0	general	ft	49.8524
케이블	0	general	ft	49.823
에이스	0	general	ft	49.8329
펜스	0	general	ft	49.8428
세간	0	general	ft	49.833
오류	0	general	ft	49.8527
불구	0	general	ft	49.8429
이탈	0	general	ft	49.8233
구조	1	general	ft	49.6965
홀	0	general	ft	49.6869
피자	0	general	ft	49.6772
북극	0	general	ft	49.687
카운티	0	general	ft	49.6773
지하	0	general	ft	49.7265
주전	0	general	ft	49.7461
혈관	0	general	ft	49.7559
양자	0	general	ft	49.7268
도발	1	general	ft	49.6299
컨테이너	1	general	ft	49.6204
진흥	0	general	ft	49.6107
서울	1	general	ft	50.8169
과장	1	general	ft	50.9659
사체	0	general	ft	50.9563
이니셔티브	0	general	ft	50.9466
추후	0	general	ft	51.0115
개편	1	general	ft	51.104
천체	0	general	ft	51.1132
스승	0	general	ft	51.1409
채용	1	general	ft	50.9774
매너	0	general	ft	50.9679
곡선	0	general	ft	50.9771
평소	0	general	ft	50.8338
피부	0	general	ft	50.7957
도입	0	general	ft	50.3433
바닥	0	general	ft	50.3246
관장	1	general	ft	50.343
준용	0	general	ft	50.3522
부지런	0	general	ft	50.3429
한자	0	general	ft	50.3336
창	0	general	ft	50.3335
휴양	0	general	ft	50.3241
병실	0	general	ft	50.3333
당일	0	general	ft	50.4068
불리	0	general	ft	50.3695
초안	0	general	ft	50.3323
구위	0	general	ft	50.3415
인생	1	general	ft	50.3037
투구	0	general	ft	50.2944
징표	0	general	ft	50.2852
디저트	0	general	ft	50.2759
지표	0	general	ft	50.3125
구경	0	general	ft	50.294
다리	1	general	ft	50.3396
고발	1	general	ft	50.275
만화	0	general	ft	50.2658
공문	0	general	ft	50.229
의견	1	general	ft	49.7912
소스	0	general	ft	49.7821
강조	0	general	ft	50.0181
제사	0	general	ft	50.009
본교	0	general	ft	50.0
취향	0	general	ft	50.0271
오엘이디	0	general	ft	50.0361
투하	0	general	ft	50.0361
의제	1	general	ft	50.1081
고갈	1	general	ft	50.1261
민선	0	general	ft	50.108
야망	0	general	ft	50.099
화엄	0	general	ft	50.108
재건	0	general	ft	50.09
벌타	0	general	ft	50.0719
헌화	0	general	ft	50.0629
대담	0	general	ft	50.0539
직계	0	general	ft	50.0449
동진	0	general	ft	50.0359
등재	0	general	ft	50.0
오빠	0	general	ft	50.018
압박	1	general	ft	50.17
재발	0	general	ft	50.2413
성취	0	general	ft	50.2233
황폐	0	general	ft	50.2144
집착	0	general	ft	50.1875
정신	1	general	ft	50.0534
전생	0	general	ft	50.0623
연회	0	general	ft	50.0801
결선	0	general	ft	50.0623
국력	0	general	ft	50.0711
연명	0	general	ft	50.0622
가재	0	general	ft	50.0711
이행	0	general	ft	49.9379
학기	0	general	ft	49.9025
기와	0	general	ft	49.8937
주지	0	general	ft	49.9026
녹지	0	general	ft	49.9114
비운	0	general	ft	49.9203
남녀	0	general	ft	49.9115
숙소	0	general	ft	49.8938
챔피언십	0	general	ft	49.885
신변	0	general	ft	49.8674
한눈	0	general	ft	49.8586
알짜	1	general	ft	49.8409
격분	0	general	ft	49.8321
과도	0	general	ft	49.7179
출신	0	general	ft	50.1137
연휴	0	general	ft	50.166
유	1	general	ft	50.3655
덩크	0	general	ft	50.3567
과테말라	0	general	ft	50.3653
온기	0	general	ft	50.3566
배차	0	general	ft	50.3478
먼지	0	general	ft	50.3737
아가	0	general	ft	50.365
브뤼셀	0	general	ft	50.3387
취약	1	general	ft	50.399
결승	0	general	ft	50.4419
간이	0	general	ft	50.4331
표시	1	general	ft	50.5017
비상	0	general	ft	50.4843
조약	0	general	ft	50.4668
징후	0	general	ft	50.4581
이해	1	general	ft	50.241
폐기	1	general	ft	50.2923
일체	0	general	ft	50.2837
국비	0	general	ft	50.2664
뉴요커	0	general	ft	50.2577
폭우	0	general	ft	50.2748
창가	0	general	ft	50.2662
하순	0	general	ft	50.2747
남극	0	general	ft	50.2661
그늘	1	general	ft	50.2488
