lexeme	frequency of lexeme	sclasses num	num correct mlp	num all mlp	mode	model	score
의료	1	1	30	32	uniformed	ft	93.75
교수	1	1	29	32	uniformed	ft	90.625
군대	1	1	29	32	uniformed	ft	90.625
임대	1	1	27	32	uniformed	ft	84.375
상환	1	1	27	32	uniformed	ft	84.375
식사	2	1	28	32	uniformed	ft	87.5
난색	2	1	30	32	uniformed	ft	93.75
주소	1	1	28	32	uniformed	ft	87.5
전체	10	1	22	32	uniformed	ft	68.75
여당	2	1	23	32	uniformed	ft	71.875
신호	2	1	27	32	uniformed	ft	84.375
망치	1	1	20	32	uniformed	ft	62.5
줄	1	1	25	32	uniformed	ft	78.125
감면	1	1	27	32	uniformed	ft	84.375
설계	1	1	27	32	uniformed	ft	84.375
영문	1	1	28	32	uniformed	ft	87.5
기회	2	1	27	32	uniformed	ft	84.375
개별	1	1	30	32	uniformed	ft	93.75
후원	1	1	29	32	uniformed	ft	90.625
난국	2	1	28	32	uniformed	ft	87.5
개혁	2	1	27	32	uniformed	ft	84.375
전원	1	1	27	32	uniformed	ft	84.375
소설	1	1	28	32	uniformed	ft	87.5
여인	1	1	18	32	uniformed	ft	56.25
인정	4	1	27	32	uniformed	ft	84.375
최고	4	1	21	32	uniformed	ft	65.625
습기	1	1	27	32	uniformed	ft	84.375
농사	2	1	26	32	uniformed	ft	81.25
공항	2	1	27	32	uniformed	ft	84.375
책임	6	2	22	32	uniformed	ft	68.75
발주	1	1	29	32	uniformed	ft	90.625
꿈	7	2	22	32	uniformed	ft	68.75
출발	3	1	24	32	uniformed	ft	75.0
부상	1	1	26	32	uniformed	ft	81.25
제정	1	1	27	32	uniformed	ft	84.375
바람	5	1	20	32	uniformed	ft	62.5
꽃	1	1	29	32	uniformed	ft	90.625
사항	1	1	30	32	uniformed	ft	93.75
얼굴	23	1	20	32	uniformed	ft	62.5
제한	1	1	28	32	uniformed	ft	87.5
허리	1	1	27	32	uniformed	ft	84.375
영세	1	1	28	32	uniformed	ft	87.5
짓	1	1	29	32	uniformed	ft	90.625
역량	1	1	28	32	uniformed	ft	87.5
오차	2	1	26	32	uniformed	ft	81.25
힘	9	3	21	32	uniformed	ft	65.625
위안	1	1	28	32	uniformed	ft	87.5
경남	1	1	28	32	uniformed	ft	87.5
예방	2	1	31	32	uniformed	ft	96.875
관련	8	1	17	32	uniformed	ft	53.125
세상	17	3	26	32	uniformed	ft	81.25
티브이	1	1	32	32	uniformed	ft	100.0
반대	5	1	18	32	uniformed	ft	56.25
독일	2	1	28	32	uniformed	ft	87.5
수사	3	1	22	32	uniformed	ft	68.75
의자	1	1	29	32	uniformed	ft	90.625
인용	1	1	28	32	uniformed	ft	87.5
대처	1	1	30	32	uniformed	ft	93.75
감지	1	1	28	32	uniformed	ft	87.5
금리	2	1	28	32	uniformed	ft	87.5
실현	1	1	28	32	uniformed	ft	87.5
전략	1	1	29	32	uniformed	ft	90.625
신약	1	1	28	32	uniformed	ft	87.5
구매	1	1	29	32	uniformed	ft	90.625
두려움	1	1	28	32	uniformed	ft	87.5
형편	2	1	28	32	uniformed	ft	87.5
협의	3	1	28	32	uniformed	ft	87.5
인원	1	1	27	32	uniformed	ft	84.375
장편	2	2	26	32	uniformed	ft	81.25
패스	1	1	27	32	uniformed	ft	84.375
진심	3	1	24	32	uniformed	ft	75.0
달걀	1	1	29	32	uniformed	ft	90.625
우승	3	1	26	32	uniformed	ft	81.25
러시아	1	1	28	32	uniformed	ft	87.5
대상	9	1	25	32	uniformed	ft	78.125
개시	1	1	29	32	uniformed	ft	90.625
발행	2	2	25	32	uniformed	ft	78.125
특사	1	1	27	32	uniformed	ft	84.375
거금	1	1	28	32	uniformed	ft	87.5
부엌	1	1	29	32	uniformed	ft	90.625
음성	1	1	27	32	uniformed	ft	84.375
지하	2	1	24	32	uniformed	ft	75.0
캠페인	1	1	31	32	uniformed	ft	96.875
환자	3	1	26	32	uniformed	ft	81.25
보강	1	1	25	32	uniformed	ft	78.125
배신	1	1	29	32	uniformed	ft	90.625
반항	1	1	28	32	uniformed	ft	87.5
모임	1	1	27	32	uniformed	ft	84.375
실천	2	1	23	32	uniformed	ft	71.875
임신	1	1	28	32	uniformed	ft	87.5
전승	1	1	28	32	uniformed	ft	87.5
등장	1	1	27	32	uniformed	ft	84.375
섭취	1	1	28	32	uniformed	ft	87.5
근처	1	1	29	32	uniformed	ft	90.625
기행	1	1	29	32	uniformed	ft	90.625
비판	4	1	25	32	uniformed	ft	78.125
호남	1	1	29	32	uniformed	ft	90.625
가슴	12	1	20	32	uniformed	ft	62.5
임용	1	1	26	32	uniformed	ft	81.25
재직	1	1	28	32	uniformed	ft	87.5
씨	1	1	25	32	uniformed	ft	78.125
치즈	1	1	29	32	uniformed	ft	90.625
문	2	2	24	32	uniformed	ft	75.0
적용	4	1	20	32	uniformed	ft	62.5
선별	1	1	28	32	uniformed	ft	87.5
준비	6	1	32	32	uniformed	ft	100.0
음악	6	1	21	32	uniformed	ft	65.625
국방	1	1	25	32	uniformed	ft	78.125
이행	1	1	29	32	uniformed	ft	90.625
마음	51	2	23	32	uniformed	ft	71.875
서명	2	1	29	32	uniformed	ft	90.625
실패	4	1	22	32	uniformed	ft	68.75
과잉	1	1	27	32	uniformed	ft	84.375
공격	1	1	28	32	uniformed	ft	87.5
스스로	1	1	30	32	uniformed	ft	93.75
논의	4	1	20	32	uniformed	ft	62.5
기원	1	1	28	32	uniformed	ft	87.5
신청	5	2	21	32	uniformed	ft	65.625
배출	1	1	29	32	uniformed	ft	90.625
확정	2	1	27	32	uniformed	ft	84.375
조화	1	1	28	32	uniformed	ft	87.5
권력	1	1	29	32	uniformed	ft	90.625
사내	3	1	23	32	uniformed	ft	71.875
학원	2	1	25	32	uniformed	ft	78.125
거부	2	1	26	32	uniformed	ft	81.25
협상	1	1	24	32	uniformed	ft	75.0
정년	1	1	26	32	uniformed	ft	81.25
대표	14	2	20	32	uniformed	ft	62.5
황제	1	1	29	32	uniformed	ft	90.625
시인	2	1	24	32	uniformed	ft	75.0
권	1	1	28	32	uniformed	ft	87.5
인증	1	1	28	32	uniformed	ft	87.5
조정	2	2	25	32	uniformed	ft	78.125
가구	3	2	28	32	uniformed	ft	87.5
개발	6	2	24	32	uniformed	ft	75.0
배달	1	1	28	32	uniformed	ft	87.5
구분	1	1	28	32	uniformed	ft	87.5
전제	1	1	28	32	uniformed	ft	87.5
신뢰	2	1	26	32	uniformed	ft	81.25
요청	5	2	25	32	uniformed	ft	78.125
날씨	4	1	25	32	uniformed	ft	78.125
빙수	1	1	29	32	uniformed	ft	90.625
창조	1	1	21	32	uniformed	ft	65.625
압도	1	1	27	32	uniformed	ft	84.375
주목	1	1	22	32	uniformed	ft	68.75
근무	2	1	30	32	uniformed	ft	93.75
프로젝트	1	1	31	32	uniformed	ft	96.875
해외	3	1	26	32	uniformed	ft	81.25
애	2	1	26	32	uniformed	ft	81.25
국정	1	1	29	32	uniformed	ft	90.625
의도	2	2	26	32	uniformed	ft	81.25
이념	2	1	27	32	uniformed	ft	84.375
쓰레기	1	1	30	32	uniformed	ft	93.75
자료	5	1	24	32	uniformed	ft	75.0
희생	1	1	31	32	uniformed	ft	96.875
문제	22	3	21	32	uniformed	ft	65.625
수분	2	1	24	32	uniformed	ft	75.0
만찬	1	1	27	32	uniformed	ft	84.375
애초	2	1	25	32	uniformed	ft	78.125
억압	1	1	30	32	uniformed	ft	93.75
안전	4	1	26	32	uniformed	ft	81.25
현대	1	1	28	32	uniformed	ft	87.5
발생	4	1	21	32	uniformed	ft	65.625
안경	2	1	30	32	uniformed	ft	93.75
시야	1	1	28	32	uniformed	ft	87.5
북한	10	1	15	32	uniformed	ft	46.875
방법	6	1	29	32	uniformed	ft	90.625
고생	1	1	28	32	uniformed	ft	87.5
장남	1	1	28	32	uniformed	ft	87.5
구간	4	1	18	32	uniformed	ft	56.25
금액	1	1	28	32	uniformed	ft	87.5
글	1	1	27	32	uniformed	ft	84.375
복종	1	1	28	32	uniformed	ft	87.5
조사	8	1	15	32	uniformed	ft	46.875
단순	1	1	28	32	uniformed	ft	87.5
종전	1	1	28	32	uniformed	ft	87.5
자신	16	1	17	32	uniformed	ft	53.125
차관	1	1	29	32	uniformed	ft	90.625
조각	2	1	27	32	uniformed	ft	84.375
신앙	1	1	27	32	uniformed	ft	84.375
애국	1	1	29	32	uniformed	ft	90.625
집합	1	1	27	32	uniformed	ft	84.375
당일	1	1	29	32	uniformed	ft	90.625
접수	1	1	29	32	uniformed	ft	90.625
선출	1	1	24	32	uniformed	ft	75.0
세비야	1	1	27	32	uniformed	ft	84.375
통지	1	1	29	32	uniformed	ft	90.625
주체	1	1	28	32	uniformed	ft	87.5
다수	1	1	28	32	uniformed	ft	87.5
국회	7	1	16	32	uniformed	ft	50.0
국립	1	1	28	32	uniformed	ft	87.5
요구	3	1	24	32	uniformed	ft	75.0
곁	3	1	16	32	uniformed	ft	50.0
국법	1	1	29	32	uniformed	ft	90.625
손	1	1	26	32	uniformed	ft	81.25
원고	1	1	28	32	uniformed	ft	87.5
구	4	2	28	32	uniformed	ft	87.5
책상	2	1	25	32	uniformed	ft	78.125
육성	2	1	23	32	uniformed	ft	71.875
취임	5	1	26	32	uniformed	ft	81.25
비난	1	1	28	32	uniformed	ft	87.5
피아니스트	2	1	31	32	uniformed	ft	96.875
범위	1	1	25	32	uniformed	ft	78.125
승부	2	1	29	32	uniformed	ft	90.625
공급	5	1	24	32	uniformed	ft	75.0
실태	1	1	30	32	uniformed	ft	93.75
신부	1	1	28	32	uniformed	ft	87.5
말	10	2	19	32	uniformed	ft	59.375
추억	3	1	25	32	uniformed	ft	78.125
거절	2	1	26	32	uniformed	ft	81.25
축하	1	1	28	32	uniformed	ft	87.5
등록	3	1	23	32	uniformed	ft	71.875
고집	1	1	29	32	uniformed	ft	90.625
별명	1	1	28	32	uniformed	ft	87.5
꼴	1	1	28	32	uniformed	ft	87.5
라이터	1	1	28	32	uniformed	ft	87.5
인기	2	1	19	32	uniformed	ft	59.375
반감	1	1	28	32	uniformed	ft	87.5
지디피	1	1	29	32	uniformed	ft	90.625
행위	2	2	27	32	uniformed	ft	84.375
법률	1	1	27	32	uniformed	ft	84.375
교회	1	1	29	32	uniformed	ft	90.625
옷	2	1	26	32	uniformed	ft	81.25
감사	4	2	24	32	uniformed	ft	75.0
보호	1	1	26	32	uniformed	ft	81.25
공약	3	1	23	32	uniformed	ft	71.875
보장	3	1	23	32	uniformed	ft	71.875
정비	2	1	30	32	uniformed	ft	93.75
세기	1	1	29	32	uniformed	ft	90.625
추신	1	1	27	32	uniformed	ft	84.375
결승	3	1	25	32	uniformed	ft	78.125
승리	4	1	21	32	uniformed	ft	65.625
부처	2	1	23	32	uniformed	ft	71.875
날	1	1	29	32	uniformed	ft	90.625
작업	3	2	23	32	uniformed	ft	71.875
친구	13	2	30	32	uniformed	ft	93.75
부여	1	1	28	32	uniformed	ft	87.5
철	1	1	28	32	uniformed	ft	87.5
다양	9	1	19	32	uniformed	ft	59.375
원망	2	1	29	32	uniformed	ft	90.625
고민	2	1	28	32	uniformed	ft	87.5
데이터	1	1	32	32	uniformed	ft	100.0
뒤	34	2	14	32	uniformed	ft	43.75
오후	1	1	28	32	uniformed	ft	87.5
정책	10	1	29	32	uniformed	ft	90.625
상실	1	1	29	32	uniformed	ft	90.625
일본	1	1	27	32	uniformed	ft	84.375
단가	1	1	28	32	uniformed	ft	87.5
문건	1	1	27	32	uniformed	ft	84.375
압력	2	1	24	32	uniformed	ft	75.0
예외	1	1	28	32	uniformed	ft	87.5
위반	2	1	30	32	uniformed	ft	93.75
모집	1	1	29	32	uniformed	ft	90.625
세부	1	1	28	32	uniformed	ft	87.5
담합	1	1	27	32	uniformed	ft	84.375
학습	1	1	29	32	uniformed	ft	90.625
전화	1	1	29	32	uniformed	ft	90.625
자격	1	1	27	32	uniformed	ft	84.375
오락	2	1	26	32	uniformed	ft	81.25
대학	5	1	23	32	uniformed	ft	71.875
강판	2	2	27	32	uniformed	ft	84.375
베트남	1	1	30	32	uniformed	ft	93.75
해발	1	1	29	32	uniformed	ft	90.625
마을	6	1	18	32	uniformed	ft	56.25
비밀	1	1	29	32	uniformed	ft	90.625
중소	2	1	25	32	uniformed	ft	78.125
국가	7	1	26	32	uniformed	ft	81.25
수주	1	1	29	32	uniformed	ft	90.625
역풍	1	1	27	32	uniformed	ft	84.375
부장	2	1	27	32	uniformed	ft	84.375
밥	2	1	23	32	uniformed	ft	71.875
시	1	1	27	32	uniformed	ft	84.375
원인	1	1	28	32	uniformed	ft	87.5
기념	1	1	29	32	uniformed	ft	90.625
종사	1	1	28	32	uniformed	ft	87.5
생기	1	1	30	32	uniformed	ft	93.75
경영	3	1	25	32	uniformed	ft	78.125
전집	1	1	26	32	uniformed	ft	81.25
약학	1	1	27	32	uniformed	ft	84.375
유니폼	2	1	28	32	uniformed	ft	87.5
인상	2	2	25	32	uniformed	ft	78.125
합의	3	1	24	32	uniformed	ft	75.0
약	1	1	27	32	uniformed	ft	84.375
역할	3	1	30	32	uniformed	ft	93.75
입안	1	1	30	32	uniformed	ft	93.75
공짜	1	1	29	32	uniformed	ft	90.625
현장	5	1	23	32	uniformed	ft	71.875
소리	19	1	25	32	uniformed	ft	78.125
농장	2	1	28	32	uniformed	ft	87.5
초등	2	1	22	32	uniformed	ft	68.75
직원	6	1	23	32	uniformed	ft	71.875
강	3	1	23	32	uniformed	ft	71.875
이모	1	1	22	32	uniformed	ft	68.75
심의	2	1	24	32	uniformed	ft	75.0
표시	1	1	30	32	uniformed	ft	93.75
가보	1	1	30	32	uniformed	ft	93.75
사랑	13	1	14	32	uniformed	ft	43.75
협력	1	1	28	32	uniformed	ft	87.5
재물	1	1	29	32	uniformed	ft	90.625
시내	1	1	26	32	uniformed	ft	81.25
발전	5	1	24	32	uniformed	ft	75.0
징계	1	1	26	32	uniformed	ft	81.25
방황	1	1	28	32	uniformed	ft	87.5
단추	1	1	31	32	uniformed	ft	96.875
작년	1	1	28	32	uniformed	ft	87.5
압박	1	1	30	32	uniformed	ft	93.75
가격	4	2	20	32	uniformed	ft	62.5
조직	3	1	27	32	uniformed	ft	84.375
안	15	5	12	32	uniformed	ft	37.5
카메라	2	1	31	32	uniformed	ft	96.875
고위	1	1	29	32	uniformed	ft	90.625
미래	6	1	23	32	uniformed	ft	71.875
발굴	1	1	29	32	uniformed	ft	90.625
분야	4	1	25	32	uniformed	ft	78.125
요금	1	1	29	32	uniformed	ft	90.625
삼성	2	2	22	32	uniformed	ft	68.75
시간	21	2	32	32	uniformed	ft	100.0
건축	1	1	29	32	uniformed	ft	90.625
비교	2	1	29	32	uniformed	ft	90.625
체증	1	1	28	32	uniformed	ft	87.5
투자	10	2	31	32	uniformed	ft	96.875
상가	1	1	28	32	uniformed	ft	87.5
선로	1	1	24	32	uniformed	ft	75.0
해결	6	1	21	32	uniformed	ft	65.625
광고	2	1	24	32	uniformed	ft	75.0
시연	1	1	28	32	uniformed	ft	87.5
수기	1	1	27	32	uniformed	ft	84.375
싸움	1	1	28	32	uniformed	ft	87.5
동아리	1	1	29	32	uniformed	ft	90.625
역경	1	1	30	32	uniformed	ft	93.75
나무	3	1	22	32	uniformed	ft	68.75
길	14	2	17	32	uniformed	ft	53.125
맨체스터	1	1	29	32	uniformed	ft	90.625
시스템	1	1	30	32	uniformed	ft	93.75
구원	1	1	28	32	uniformed	ft	87.5
물가	1	1	27	32	uniformed	ft	84.375
북	1	1	28	32	uniformed	ft	87.5
저항	1	1	28	32	uniformed	ft	87.5
애정	2	1	26	32	uniformed	ft	81.25
여자	7	1	18	32	uniformed	ft	56.25
역대	5	1	30	32	uniformed	ft	93.75
심리	1	1	29	32	uniformed	ft	90.625
수확	1	1	29	32	uniformed	ft	90.625
선정	2	1	27	32	uniformed	ft	84.375
덕분	1	1	28	32	uniformed	ft	87.5
응원	1	1	25	32	uniformed	ft	78.125
모델	2	1	27	32	uniformed	ft	84.375
중국	4	1	19	32	uniformed	ft	59.375
노력	6	1	30	32	uniformed	ft	93.75
디자인	2	1	30	32	uniformed	ft	93.75
모욕	1	1	28	32	uniformed	ft	87.5
의심	1	1	29	32	uniformed	ft	90.625
무대	4	2	26	32	uniformed	ft	81.25
형식	1	1	28	32	uniformed	ft	87.5
당적	1	1	29	32	uniformed	ft	90.625
이상	3	2	29	32	uniformed	ft	90.625
원조	1	1	28	32	uniformed	ft	87.5
대응	1	1	27	32	uniformed	ft	84.375
인터넷	4	1	26	32	uniformed	ft	81.25
여론	3	1	22	32	uniformed	ft	68.75
베이징	1	1	29	32	uniformed	ft	90.625
조선	1	1	23	32	uniformed	ft	71.875
지상	1	1	28	32	uniformed	ft	87.5
신중	3	1	26	32	uniformed	ft	81.25
허약	1	1	27	32	uniformed	ft	84.375
자연	2	1	25	32	uniformed	ft	78.125
총	1	1	28	32	uniformed	ft	87.5
딸	12	1	20	32	uniformed	ft	62.5
개교	2	1	26	32	uniformed	ft	81.25
심사	1	1	27	32	uniformed	ft	84.375
시국	1	1	29	32	uniformed	ft	90.625
개관	1	1	29	32	uniformed	ft	90.625
시행	3	1	26	32	uniformed	ft	81.25
내년	11	1	22	32	uniformed	ft	68.75
제출	2	1	24	32	uniformed	ft	75.0
나중	2	1	26	32	uniformed	ft	81.25
가정	2	2	25	32	uniformed	ft	78.125
챔피언	1	1	30	32	uniformed	ft	93.75
정식	1	1	28	32	uniformed	ft	87.5
발문	1	1	28	32	uniformed	ft	87.5
아내	2	1	27	32	uniformed	ft	84.375
소식	4	1	21	32	uniformed	ft	65.625
불	3	1	25	32	uniformed	ft	78.125
흙	2	1	25	32	uniformed	ft	78.125
과자	1	1	28	32	uniformed	ft	87.5
성향	2	1	25	32	uniformed	ft	78.125
성	1	1	25	32	uniformed	ft	78.125
계속	4	1	23	32	uniformed	ft	71.875
해석	2	2	23	32	uniformed	ft	71.875
제안	1	1	30	32	uniformed	ft	93.75
획득	1	1	25	32	uniformed	ft	78.125
유지	2	1	27	32	uniformed	ft	84.375
강조	2	1	24	32	uniformed	ft	75.0
단위	1	1	26	32	uniformed	ft	81.25
모퉁이	1	1	29	32	uniformed	ft	90.625
부족	1	1	23	32	uniformed	ft	71.875
개선	7	2	20	32	uniformed	ft	62.5
수염	1	1	29	32	uniformed	ft	90.625
남북	2	1	27	32	uniformed	ft	84.375
이후	17	4	18	32	uniformed	ft	56.25
곳	9	1	16	32	uniformed	ft	50.0
기억	6	1	23	32	uniformed	ft	71.875
영혼	1	1	30	32	uniformed	ft	93.75
확대	7	1	22	32	uniformed	ft	68.75
잠깐	1	1	27	32	uniformed	ft	84.375
제목	1	1	28	32	uniformed	ft	87.5
발급	1	1	26	32	uniformed	ft	81.25
하위	1	1	30	32	uniformed	ft	93.75
이름	3	3	26	32	uniformed	ft	81.25
지정	3	1	23	32	uniformed	ft	71.875
진행	4	2	26	32	uniformed	ft	81.25
양호	1	1	28	32	uniformed	ft	87.5
감독	9	2	22	32	uniformed	ft	68.75
차기	1	1	29	32	uniformed	ft	90.625
결합	1	1	29	32	uniformed	ft	90.625
수렴	1	1	28	32	uniformed	ft	87.5
열매	2	1	25	32	uniformed	ft	78.125
가시	1	1	31	32	uniformed	ft	96.875
염두	1	1	22	32	uniformed	ft	68.75
토마토	1	1	29	32	uniformed	ft	90.625
독립	1	1	29	32	uniformed	ft	90.625
주인	1	1	28	32	uniformed	ft	87.5
대구	1	1	29	32	uniformed	ft	90.625
외교	2	1	28	32	uniformed	ft	87.5
감세	1	1	28	32	uniformed	ft	87.5
인절미	1	1	28	32	uniformed	ft	87.5
활용	3	1	23	32	uniformed	ft	71.875
가을	2	1	27	32	uniformed	ft	84.375
도입	4	1	21	32	uniformed	ft	65.625
팝콘	1	1	29	32	uniformed	ft	90.625
생각	39	3	16	32	uniformed	ft	50.0
운전	1	1	30	32	uniformed	ft	93.75
촬영	1	1	29	32	uniformed	ft	90.625
당시	7	1	20	32	uniformed	ft	62.5
짐작	1	1	28	32	uniformed	ft	87.5
처리	4	2	29	32	uniformed	ft	90.625
시험	6	2	28	32	uniformed	ft	87.5
품	1	1	28	32	uniformed	ft	87.5
이해	3	1	25	32	uniformed	ft	78.125
등	1	1	28	32	uniformed	ft	87.5
차이	1	1	28	32	uniformed	ft	87.5
반장	2	1	31	32	uniformed	ft	96.875
통로	1	1	29	32	uniformed	ft	90.625
특허	1	1	28	32	uniformed	ft	87.5
그림	6	1	27	32	uniformed	ft	84.375
소문	1	1	28	32	uniformed	ft	87.5
지침	1	1	31	32	uniformed	ft	96.875
우리	1	1	27	32	uniformed	ft	84.375
가능	5	1	26	32	uniformed	ft	81.25
생명	1	1	29	32	uniformed	ft	90.625
유학	1	1	28	32	uniformed	ft	87.5
지속	3	1	22	32	uniformed	ft	68.75
리노	1	1	29	32	uniformed	ft	90.625
부결	2	1	28	32	uniformed	ft	87.5
시설	1	1	28	32	uniformed	ft	87.5
연장	2	1	27	32	uniformed	ft	84.375
피	1	1	30	32	uniformed	ft	93.75
일대	1	1	27	32	uniformed	ft	84.375
비행	2	1	29	32	uniformed	ft	90.625
시절	6	1	26	32	uniformed	ft	81.25
산악	1	1	29	32	uniformed	ft	90.625
유효	1	1	29	32	uniformed	ft	90.625
구성	4	1	30	32	uniformed	ft	93.75
노선	3	2	28	32	uniformed	ft	87.5
폴	1	1	29	32	uniformed	ft	90.625
격리	1	1	30	32	uniformed	ft	93.75
영역	2	1	23	32	uniformed	ft	71.875
입장	4	1	24	32	uniformed	ft	75.0
오전	1	1	32	32	uniformed	ft	100.0
수비	2	1	30	32	uniformed	ft	93.75
선임	1	1	29	32	uniformed	ft	90.625
근로	1	1	27	32	uniformed	ft	84.375
진영	1	1	29	32	uniformed	ft	90.625
주시	1	1	28	32	uniformed	ft	87.5
총장	4	1	28	32	uniformed	ft	87.5
보충	1	1	29	32	uniformed	ft	90.625
일반	5	1	22	32	uniformed	ft	68.75
충남	2	1	27	32	uniformed	ft	84.375
상처	2	2	26	32	uniformed	ft	81.25
발동	1	1	29	32	uniformed	ft	90.625
끈	1	1	29	32	uniformed	ft	90.625
품질	2	1	26	32	uniformed	ft	81.25
김	1	1	29	32	uniformed	ft	90.625
연설	1	1	28	32	uniformed	ft	87.5
충성	1	1	28	32	uniformed	ft	87.5
공식	1	1	28	32	uniformed	ft	87.5
게임	1	1	27	32	uniformed	ft	84.375
인재	3	2	22	32	uniformed	ft	68.75
편성	1	1	29	32	uniformed	ft	90.625
학생	6	1	18	32	uniformed	ft	56.25
검증	1	1	28	32	uniformed	ft	87.5
완료	2	1	25	32	uniformed	ft	78.125
기계	1	1	28	32	uniformed	ft	87.5
노병	1	1	28	32	uniformed	ft	87.5
리더십	1	1	29	32	uniformed	ft	90.625
출신	2	1	28	32	uniformed	ft	87.5
지분	2	1	25	32	uniformed	ft	78.125
영업	1	1	28	32	uniformed	ft	87.5
미대	1	1	23	32	uniformed	ft	71.875
리그	1	1	28	32	uniformed	ft	87.5
대신	4	2	23	32	uniformed	ft	71.875
취지	1	1	30	32	uniformed	ft	93.75
통일	1	1	28	32	uniformed	ft	87.5
독서	1	1	28	32	uniformed	ft	87.5
유통	1	1	28	32	uniformed	ft	87.5
경고	1	1	30	32	uniformed	ft	93.75
채소	1	1	29	32	uniformed	ft	90.625
휴식	3	1	24	32	uniformed	ft	75.0
소스	1	1	27	32	uniformed	ft	84.375
영상	2	1	26	32	uniformed	ft	81.25
폐기	1	1	28	32	uniformed	ft	87.5
가락	1	1	29	32	uniformed	ft	90.625
영향	5	1	24	32	uniformed	ft	75.0
다큐멘터리	1	1	28	32	uniformed	ft	87.5
꼴찌	1	1	29	32	uniformed	ft	90.625
조작	1	1	28	32	uniformed	ft	87.5
영예	1	1	27	32	uniformed	ft	84.375
증가	2	1	29	32	uniformed	ft	90.625
성품	1	1	29	32	uniformed	ft	90.625
확충	2	1	29	32	uniformed	ft	90.625
사회	5	1	20	32	uniformed	ft	62.5
단체	2	1	26	32	uniformed	ft	81.25
통제	2	1	29	32	uniformed	ft	90.625
산	1	1	22	32	uniformed	ft	68.75
광장	1	1	28	32	uniformed	ft	87.5
피아노	1	1	26	32	uniformed	ft	81.25
세일	1	1	27	32	uniformed	ft	84.375
확보	2	1	27	32	uniformed	ft	84.375
사용	3	1	25	32	uniformed	ft	78.125
동력	1	1	28	32	uniformed	ft	87.5
데뷔	1	1	28	32	uniformed	ft	87.5
법안	3	1	23	32	uniformed	ft	71.875
야당	4	1	24	32	uniformed	ft	75.0
커피	1	1	28	32	uniformed	ft	87.5
공군	1	1	29	32	uniformed	ft	90.625
충전	1	1	29	32	uniformed	ft	90.625
관객	2	1	25	32	uniformed	ft	78.125
고개	3	1	25	32	uniformed	ft	78.125
충동	1	1	28	32	uniformed	ft	87.5
가축	1	1	28	32	uniformed	ft	87.5
신당	1	1	28	32	uniformed	ft	87.5
구청	1	1	25	32	uniformed	ft	78.125
화제	2	2	27	32	uniformed	ft	84.375
권유	1	1	29	32	uniformed	ft	90.625
브루나이	1	1	29	32	uniformed	ft	90.625
명분	3	1	28	32	uniformed	ft	87.5
상한	1	1	30	32	uniformed	ft	93.75
시각	2	2	24	32	uniformed	ft	75.0
시합	2	1	23	32	uniformed	ft	71.875
회사	1	1	29	32	uniformed	ft	90.625
허기	1	1	28	32	uniformed	ft	87.5
개원	1	1	28	32	uniformed	ft	87.5
기자	2	1	25	32	uniformed	ft	78.125
선행	1	1	29	32	uniformed	ft	90.625
충치	1	1	29	32	uniformed	ft	90.625
한국	32	3	26	32	uniformed	ft	81.25
위	8	1	21	32	uniformed	ft	65.625
