lexeme	ambiguous	mode	model	score
몰골	0	uniformed	w2v	39.1304
소결	0	uniformed	w2v	38.5714
키	1	uniformed	w2v	39.4366
아수라	0	uniformed	w2v	38.8889
본격	0	uniformed	w2v	38.3562
탈당	0	uniformed	w2v	37.8378
제자	0	uniformed	w2v	37.3333
불화	0	uniformed	w2v	36.8421
다롄	0	uniformed	w2v	37.6623
상담	0	uniformed	w2v	37.1795
반문	0	uniformed	w2v	37.9747
순례	1	uniformed	w2v	37.5
전기	0	uniformed	w2v	38.2716
초점	1	uniformed	w2v	39.0244
에너지	1	uniformed	w2v	38.5542
예시	0	uniformed	w2v	38.0952
기타	1	uniformed	w2v	37.6471
벨기에	0	uniformed	w2v	38.3721
홈	0	uniformed	w2v	39.0805
야	0	uniformed	w2v	38.6364
생강	0	uniformed	w2v	38.2022
일대	0	uniformed	w2v	38.8889
차단	1	uniformed	w2v	39.5604
향응	0	uniformed	w2v	40.2174
밖	1	uniformed	w2v	40.8602
백방	0	uniformed	w2v	40.4255
명	0	uniformed	w2v	40.0
전구	0	uniformed	w2v	39.5833
소지	1	uniformed	w2v	40.2062
전방	0	uniformed	w2v	40.8163
비서	1	uniformed	w2v	41.4141
전지	1	uniformed	w2v	41.0
함선	0	uniformed	w2v	40.5941
도심	0	uniformed	w2v	40.1961
편지	0	uniformed	w2v	40.7767
에스토니아	0	uniformed	w2v	41.3462
영사	0	uniformed	w2v	40.9524
원폭	0	uniformed	w2v	41.5094
리시브	0	uniformed	w2v	41.1215
전집	0	uniformed	w2v	40.7407
특보	0	uniformed	w2v	41.2844
갈망	0	uniformed	w2v	41.8182
호흡	1	uniformed	w2v	41.4414
과반	1	uniformed	w2v	41.9643
검토	1	uniformed	w2v	42.4779
전철	0	uniformed	w2v	42.1053
장담	0	uniformed	w2v	41.7391
포메이션	0	uniformed	w2v	41.3793
해법	1	uniformed	w2v	41.8803
억제	0	uniformed	w2v	41.5254
의중	0	uniformed	w2v	41.1765
현혹	0	uniformed	w2v	41.6667
곤혹	0	uniformed	w2v	41.3223
동의	1	uniformed	w2v	40.9836
국과수	0	uniformed	w2v	40.6504
퇴임	0	uniformed	w2v	40.3226
리콜	0	uniformed	w2v	40.0
바이오시밀러	0	uniformed	w2v	39.6825
편입	0	uniformed	w2v	39.3701
사안	1	uniformed	w2v	39.8438
부업	0	uniformed	w2v	39.5349
포르투갈	0	uniformed	w2v	39.2308
카자흐	0	uniformed	w2v	38.9313
방송	0	uniformed	w2v	38.6364
영혼	1	uniformed	w2v	39.0977
숙청	0	uniformed	w2v	38.806
관점	1	uniformed	w2v	38.5185
프레임	0	uniformed	w2v	38.2353
배출	0	uniformed	w2v	38.6861
정품	0	uniformed	w2v	38.4058
세르비아	0	uniformed	w2v	38.1295
부탁	0	uniformed	w2v	37.8571
알코올	0	uniformed	w2v	37.5887
뮤지컬	0	uniformed	w2v	38.0282
방	1	uniformed	w2v	38.4615
복구	0	uniformed	w2v	38.8889
우루과이	0	uniformed	w2v	38.6207
나토	0	uniformed	w2v	38.3562
필사	0	uniformed	w2v	38.0952
저하	1	uniformed	w2v	37.8378
초빙	0	uniformed	w2v	38.255
수학	0	uniformed	w2v	38.0
잔치	0	uniformed	w2v	37.7483
파계	0	uniformed	w2v	37.5
초콜릿	0	uniformed	w2v	37.9085
시내	0	uniformed	w2v	37.6623
실점	0	uniformed	w2v	38.0645
위치	1	uniformed	w2v	38.4615
아우터	0	uniformed	w2v	38.2166
상	1	uniformed	w2v	38.6076
야후	0	uniformed	w2v	38.3648
추출	1	uniformed	w2v	38.75
방면	0	uniformed	w2v	38.5093
일간	0	uniformed	w2v	38.8889
빙수	0	uniformed	w2v	39.2638
요원	0	uniformed	w2v	39.0244
신부	1	uniformed	w2v	39.3939
출몰	0	uniformed	w2v	39.759
강호	0	uniformed	w2v	40.1198
차질	1	uniformed	w2v	39.881
반도	0	uniformed	w2v	39.645
군단	1	uniformed	w2v	39.4118
덕분	0	uniformed	w2v	39.7661
백제	0	uniformed	w2v	40.1163
진상	0	uniformed	w2v	39.8844
심경	0	uniformed	w2v	39.6552
잉어	0	uniformed	w2v	39.4286
통계	0	uniformed	w2v	39.2045
중대	1	uniformed	w2v	39.548
구성	1	uniformed	w2v	39.3258
잡지	0	uniformed	w2v	39.1061
패스	0	uniformed	w2v	38.8889
선의	1	uniformed	w2v	39.2265
설치	1	uniformed	w2v	39.011
재경	0	uniformed	w2v	38.7978
후속	0	uniformed	w2v	39.1304
환급	0	uniformed	w2v	38.9189
자료	1	uniformed	w2v	39.2473
상주	1	uniformed	w2v	39.5722
사설	0	uniformed	w2v	39.3617
결산	0	uniformed	w2v	39.1534
수습	1	uniformed	w2v	38.9474
훼손	1	uniformed	w2v	39.267
타인	0	uniformed	w2v	39.5833
화분	0	uniformed	w2v	39.3782
최종	0	uniformed	w2v	39.6907
철분	0	uniformed	w2v	39.4872
의술	0	uniformed	w2v	39.2857
한족	0	uniformed	w2v	39.5939
결방	0	uniformed	w2v	39.899
방어	1	uniformed	w2v	39.6985
코미디	0	uniformed	w2v	39.5
잡스	0	uniformed	w2v	39.801
코	0	uniformed	w2v	40.099
산실	0	uniformed	w2v	39.9015
당내	0	uniformed	w2v	39.7059
상실	0	uniformed	w2v	39.5122
나비	0	uniformed	w2v	39.3204
대서	0	uniformed	w2v	39.1304
입건	0	uniformed	w2v	39.4231
서비스	1	uniformed	w2v	39.7129
봉	0	uniformed	w2v	40.0
고수	1	uniformed	w2v	39.8104
방미	0	uniformed	w2v	40.0943
멘털	0	uniformed	w2v	39.9061
열흘	0	uniformed	w2v	39.7196
공조	1	uniformed	w2v	39.5349
이중	0	uniformed	w2v	39.3519
책자	0	uniformed	w2v	39.6313
심화	1	uniformed	w2v	39.9083
남미	0	uniformed	w2v	40.1826
단기	0	uniformed	w2v	40.0
환기	0	uniformed	w2v	39.819
근본	0	uniformed	w2v	39.6396
공주	0	uniformed	w2v	39.9103
속초	0	uniformed	w2v	39.7321
승부	0	uniformed	w2v	39.5556
소녀	0	uniformed	w2v	39.823
유능	0	uniformed	w2v	39.6476
평균	0	uniformed	w2v	39.4737
가와사키	0	uniformed	w2v	39.738
흠	0	uniformed	w2v	39.5652
국군	0	uniformed	w2v	39.8268
진단	1	uniformed	w2v	40.0862
난국	0	uniformed	w2v	40.3433
코트	0	uniformed	w2v	40.1709
취락	0	uniformed	w2v	40.0
대조	0	uniformed	w2v	40.2542
치중	0	uniformed	w2v	40.0844
달러	0	uniformed	w2v	39.916
물자	0	uniformed	w2v	39.749
형편	1	uniformed	w2v	39.5833
명동	0	uniformed	w2v	39.4191
사장	1	uniformed	w2v	39.2562
수립	0	uniformed	w2v	39.0947
입양	0	uniformed	w2v	39.3443
노승	0	uniformed	w2v	39.1837
심장	0	uniformed	w2v	39.4309
상품	1	uniformed	w2v	39.6761
경호	0	uniformed	w2v	39.9194
양식	0	uniformed	w2v	39.759
외신	0	uniformed	w2v	39.6
팽배	0	uniformed	w2v	39.8406
엘리베이터	0	uniformed	w2v	40.0794
유보	0	uniformed	w2v	40.3162
다수	0	uniformed	w2v	40.1575
납득	0	uniformed	w2v	40.0
회장	1	uniformed	w2v	40.2344
신형	0	uniformed	w2v	40.0778
장점	0	uniformed	w2v	39.9225
예전	1	uniformed	w2v	40.1544
유토피아	0	uniformed	w2v	40.0
정밀	0	uniformed	w2v	39.8467
황해북도	0	uniformed	w2v	40.0763
배려	0	uniformed	w2v	40.3042
배추	0	uniformed	w2v	40.5303
전수	1	uniformed	w2v	40.3774
태산	0	uniformed	w2v	40.2256
모험	0	uniformed	w2v	40.0749
원저	0	uniformed	w2v	39.9254
파견	0	uniformed	w2v	40.1487
안변	0	uniformed	w2v	40.0
농락	0	uniformed	w2v	39.8524
편향	0	uniformed	w2v	40.0735
사기	1	uniformed	w2v	39.9267
제재	1	uniformed	w2v	40.146
학점	0	uniformed	w2v	40.0
일조	1	uniformed	w2v	40.2174
단일	0	uniformed	w2v	40.0722
화제	1	uniformed	w2v	40.2878
럭셔리	0	uniformed	w2v	40.5018
소설	1	uniformed	w2v	40.7143
입영	0	uniformed	w2v	40.9253
사병	0	uniformed	w2v	41.1348
계도	0	uniformed	w2v	41.3428
궁핍	0	uniformed	w2v	41.1972
중복	0	uniformed	w2v	41.0526
지략	0	uniformed	w2v	41.2587
괴롭힘	0	uniformed	w2v	41.115
조직	1	uniformed	w2v	41.3194
학살	0	uniformed	w2v	41.1765
예측	0	uniformed	w2v	41.0345
객주	0	uniformed	w2v	40.8935
약품	0	uniformed	w2v	41.0959
반항	0	uniformed	w2v	40.9556
칠기	0	uniformed	w2v	40.8163
폭력	0	uniformed	w2v	41.0169
억압	1	uniformed	w2v	40.8784
잣	0	uniformed	w2v	40.7407
곽	0	uniformed	w2v	40.604
장갑	0	uniformed	w2v	40.8027
전국	1	uniformed	w2v	40.6667
주필	0	uniformed	w2v	40.5316
정리	1	uniformed	w2v	40.3974
현지	1	uniformed	w2v	40.5941
옥	0	uniformed	w2v	40.7895
암반	0	uniformed	w2v	40.9836
파트너	0	uniformed	w2v	40.8497
답방	0	uniformed	w2v	41.0423
풍경	1	uniformed	w2v	41.2338
토플	0	uniformed	w2v	41.1003
탕진	0	uniformed	w2v	40.9677
사방	0	uniformed	w2v	41.1576
중구	1	uniformed	w2v	41.3462
엄벌	0	uniformed	w2v	41.5335
침해	0	uniformed	w2v	41.7197
집행	1	uniformed	w2v	41.9048
창고	0	uniformed	w2v	41.7722
만해	0	uniformed	w2v	41.6404
외상	0	uniformed	w2v	41.5094
빚	0	uniformed	w2v	41.3793
흡수	1	uniformed	w2v	41.5625
파	0	uniformed	w2v	41.433
최저	0	uniformed	w2v	41.3043
건수	0	uniformed	w2v	41.4861
집계	0	uniformed	w2v	41.6667
예년	0	uniformed	w2v	41.5385
공평	0	uniformed	w2v	41.411
김포	0	uniformed	w2v	41.2844
소관	0	uniformed	w2v	41.4634
조서	0	uniformed	w2v	41.3374
충전	1	uniformed	w2v	41.5152
대행	1	uniformed	w2v	41.6918
동족	0	uniformed	w2v	41.5663
임상	0	uniformed	w2v	41.4414
상공	0	uniformed	w2v	41.3174
확보	1	uniformed	w2v	41.4925
반면	0	uniformed	w2v	41.6667
목적	1	uniformed	w2v	41.543
대첩	0	uniformed	w2v	41.4201
방해	0	uniformed	w2v	41.5929
모래	0	uniformed	w2v	41.4706
안위	0	uniformed	w2v	41.349
위인	0	uniformed	w2v	41.2281
적	1	uniformed	w2v	41.3994
존재	1	uniformed	w2v	41.2791
소식	1	uniformed	w2v	41.1594
전용	1	uniformed	w2v	41.0405
혐의	1	uniformed	w2v	41.2104
연비	0	uniformed	w2v	41.092
바나나	0	uniformed	w2v	40.9742
사법	0	uniformed	w2v	41.1429
전황	0	uniformed	w2v	41.3105
이력	0	uniformed	w2v	41.4773
에이피	0	uniformed	w2v	41.6431
강북	0	uniformed	w2v	41.8079
열망	0	uniformed	w2v	41.9718
업체	1	uniformed	w2v	42.1348
용납	0	uniformed	w2v	42.2969
생애	0	uniformed	w2v	42.4581
상하이	0	uniformed	w2v	42.3398
징계	1	uniformed	w2v	42.2222
전보	0	uniformed	w2v	42.1053
세미나	0	uniformed	w2v	41.989
울타리	0	uniformed	w2v	42.1488
음지	0	uniformed	w2v	42.033
피곤	0	uniformed	w2v	41.9178
종목	1	uniformed	w2v	41.8033
닉슨	0	uniformed	w2v	41.6894
가자	0	uniformed	w2v	41.5761
비디오	0	uniformed	w2v	41.4634
사측	0	uniformed	w2v	41.3514
기술	1	uniformed	w2v	41.5094
생사	0	uniformed	w2v	41.3978
열람	0	uniformed	w2v	41.555
혼례	0	uniformed	w2v	41.4439
야인	0	uniformed	w2v	41.6
일생	0	uniformed	w2v	41.4894
성격	1	uniformed	w2v	41.6446
안전	0	uniformed	w2v	41.7989
경주	0	uniformed	w2v	41.9525
요소	1	uniformed	w2v	41.8421
조련	0	uniformed	w2v	41.7323
매춘	0	uniformed	w2v	41.623
구석	0	uniformed	w2v	41.5144
양질	0	uniformed	w2v	41.4062
가보	0	uniformed	w2v	41.2987
노제	0	uniformed	w2v	41.1917
출판	0	uniformed	w2v	41.0853
언급	0	uniformed	w2v	40.9794
복장	0	uniformed	w2v	41.1311
포함	1	uniformed	w2v	41.2821
마이애미	0	uniformed	w2v	41.1765
기분	1	uniformed	w2v	41.3265
적자	1	uniformed	w2v	41.4758
존폐	0	uniformed	w2v	41.3706
여진	0	uniformed	w2v	41.2658
반대	1	uniformed	w2v	41.4141
진품	0	uniformed	w2v	41.3098
개명	0	uniformed	w2v	41.206
예정	0	uniformed	w2v	41.1028
친구	1	uniformed	w2v	41.0
부모	0	uniformed	w2v	40.8978
욕설	0	uniformed	w2v	41.0448
역전	1	uniformed	w2v	40.9429
퍼트	0	uniformed	w2v	40.8416
광산	0	uniformed	w2v	40.9877
빈혈	0	uniformed	w2v	41.133
구역	1	uniformed	w2v	41.2776
여름	0	uniformed	w2v	41.4216
후학	0	uniformed	w2v	41.3203
기력	0	uniformed	w2v	41.2195
정보	1	uniformed	w2v	41.3625
주권	0	uniformed	w2v	41.2621
시신	0	uniformed	w2v	41.1622
양상	0	uniformed	w2v	41.0628
이사	1	uniformed	w2v	40.9639
빅딜	0	uniformed	w2v	40.8654
분포	0	uniformed	w2v	40.7674
모친	0	uniformed	w2v	40.6699
회신	0	uniformed	w2v	40.8115
묵	0	uniformed	w2v	40.7143
품격	0	uniformed	w2v	40.6176
임용	1	uniformed	w2v	40.7583
품종	1	uniformed	w2v	40.6619
오답	0	uniformed	w2v	40.566
여가	0	uniformed	w2v	40.7059
게시	0	uniformed	w2v	40.6103
초등	0	uniformed	w2v	40.5152
세배	0	uniformed	w2v	40.4206
선물	0	uniformed	w2v	40.3263
상징	0	uniformed	w2v	40.2326
총재	1	uniformed	w2v	40.1392
노원	0	uniformed	w2v	40.0463
침체	0	uniformed	w2v	40.1848
사죄	1	uniformed	w2v	40.0922
해적	0	uniformed	w2v	40.2299
종양	0	uniformed	w2v	40.1376
관제	0	uniformed	w2v	40.0458
지구	1	uniformed	w2v	40.1826
살림	0	uniformed	w2v	40.3189
농협	0	uniformed	w2v	40.2273
걸음	1	uniformed	w2v	40.3628
아프간	0	uniformed	w2v	40.4977
구실	0	uniformed	w2v	40.6321
왕족	0	uniformed	w2v	40.5405
품질	0	uniformed	w2v	40.6742
정치	1	uniformed	w2v	40.8072
내전	0	uniformed	w2v	40.9396
고분	0	uniformed	w2v	41.0714
출원	1	uniformed	w2v	41.2027
매사	0	uniformed	w2v	41.3333
답변	0	uniformed	w2v	41.4634
공기	1	uniformed	w2v	41.5929
유착	0	uniformed	w2v	41.5011
보존	0	uniformed	w2v	41.4097
알카에다	0	uniformed	w2v	41.5385
접수	0	uniformed	w2v	41.6667
스코어	0	uniformed	w2v	41.5755
급여	1	uniformed	w2v	41.4847
율곡	0	uniformed	w2v	41.6122
오마주	0	uniformed	w2v	41.5217
숙식	0	uniformed	w2v	41.6486
유예	1	uniformed	w2v	41.7749
수리	1	uniformed	w2v	41.6847
프레슬리	0	uniformed	w2v	41.5948
특채	0	uniformed	w2v	41.5054
중순	0	uniformed	w2v	41.6309
지오피	0	uniformed	w2v	41.5418
패권	0	uniformed	w2v	41.453
가름	0	uniformed	w2v	41.3646
브루나이	0	uniformed	w2v	41.2766
시리아	0	uniformed	w2v	41.189
보	0	uniformed	w2v	41.3136
해태	0	uniformed	w2v	41.2262
단위	1	uniformed	w2v	41.3502
사의	1	uniformed	w2v	41.2632
평창	0	uniformed	w2v	41.3866
공수	0	uniformed	w2v	41.2998
독성	1	uniformed	w2v	41.2134
박스	0	uniformed	w2v	41.3361
필자	0	uniformed	w2v	41.25
브리핑	0	uniformed	w2v	41.3721
육체	0	uniformed	w2v	41.2863
생각	1	uniformed	w2v	41.4079
투타	0	uniformed	w2v	41.3223
승격	0	uniformed	w2v	41.2371
경매	0	uniformed	w2v	41.358
발견	0	uniformed	w2v	41.4784
홍수	0	uniformed	w2v	41.5984
홈런	0	uniformed	w2v	41.7178
안건	0	uniformed	w2v	41.6327
상영	0	uniformed	w2v	41.7515
발행	1	uniformed	w2v	41.8699
복용	1	uniformed	w2v	41.785
확인	1	uniformed	w2v	41.9028
창조	0	uniformed	w2v	42.0202
방향	1	uniformed	w2v	42.1371
출품	0	uniformed	w2v	42.2535
환원	0	uniformed	w2v	42.3695
악셀	0	uniformed	w2v	42.2846
유포	0	uniformed	w2v	42.2
당근	0	uniformed	w2v	42.1158
국토	0	uniformed	w2v	42.0319
온도	0	uniformed	w2v	41.9483
국민	1	uniformed	w2v	42.0635
배포	0	uniformed	w2v	42.1782
질	1	uniformed	w2v	42.2925
엄마	1	uniformed	w2v	42.2091
농성	0	uniformed	w2v	42.126
역투	0	uniformed	w2v	42.0432
쓰나미	0	uniformed	w2v	41.9608
더미	0	uniformed	w2v	41.8787
평일	0	uniformed	w2v	41.9922
이외	0	uniformed	w2v	41.9103
이식	1	uniformed	w2v	42.0233
박차	0	uniformed	w2v	42.1359
명곡	0	uniformed	w2v	42.0543
후임	0	uniformed	w2v	41.9729
명칭	0	uniformed	w2v	42.0849
가락	0	uniformed	w2v	42.0039
협력	0	uniformed	w2v	41.9231
댐	0	uniformed	w2v	42.0345
렌더링	0	uniformed	w2v	41.954
가난	0	uniformed	w2v	41.8738
피의	0	uniformed	w2v	41.7939
벽면	0	uniformed	w2v	41.9048
한파	0	uniformed	w2v	41.8251
친필	0	uniformed	w2v	41.7457
새벽	0	uniformed	w2v	41.6667
커뮤니케이션	0	uniformed	w2v	41.5879
하천	0	uniformed	w2v	41.6981
내성	0	uniformed	w2v	41.8079
외모	0	uniformed	w2v	41.7293
시청	1	uniformed	w2v	41.8386
이첩	0	uniformed	w2v	41.7603
노장	1	uniformed	w2v	41.6822
심정	0	uniformed	w2v	41.6045
후배	1	uniformed	w2v	41.527
구도	0	uniformed	w2v	41.6357
역지사지	0	uniformed	w2v	41.744
주석단	0	uniformed	w2v	41.6667
아쉬움	0	uniformed	w2v	41.7745
서식	0	uniformed	w2v	41.6974
디스카운트	0	uniformed	w2v	41.8048
상황	1	uniformed	w2v	41.9118
쌀	0	uniformed	w2v	41.8349
점철	0	uniformed	w2v	41.9414
사즉생	0	uniformed	w2v	42.0475
총기	0	uniformed	w2v	41.9708
부하	1	uniformed	w2v	41.8944
장식	0	uniformed	w2v	41.8182
마피아	0	uniformed	w2v	41.7423
폭등	0	uniformed	w2v	41.8478
재계	0	uniformed	w2v	41.7722
승진	1	uniformed	w2v	41.8773
환승	0	uniformed	w2v	41.982
센터	1	uniformed	w2v	42.0863
중시	0	uniformed	w2v	42.1903
컨디션	0	uniformed	w2v	42.2939
투병	0	uniformed	w2v	42.2182
직위	0	uniformed	w2v	42.1429
본국	0	uniformed	w2v	42.0677
책사	0	uniformed	w2v	41.9929
해커	0	uniformed	w2v	41.9183
암	1	uniformed	w2v	42.0213
부안	0	uniformed	w2v	41.9469
극도	0	uniformed	w2v	41.8728
자율	0	uniformed	w2v	41.9753
아픔	0	uniformed	w2v	41.9014
부채	0	uniformed	w2v	42.0035
출입	0	uniformed	w2v	42.1053
본명	0	uniformed	w2v	42.2067
금액	0	uniformed	w2v	42.1329
종단	0	uniformed	w2v	42.0593
하드웨어	0	uniformed	w2v	41.9861
흉물	0	uniformed	w2v	42.087
단원	0	uniformed	w2v	42.1875
재임	0	uniformed	w2v	42.1144
고가	1	uniformed	w2v	42.0415
조명	1	uniformed	w2v	41.9689
괴담	0	uniformed	w2v	42.069
응원	1	uniformed	w2v	41.9966
소프트웨어	0	uniformed	w2v	42.0962
이스라엘	1	uniformed	w2v	42.1955
환상	0	uniformed	w2v	42.1233
응수	0	uniformed	w2v	42.0513
분가	0	uniformed	w2v	41.9795
학원	1	uniformed	w2v	42.0784
심층	0	uniformed	w2v	42.0068
부분	0	uniformed	w2v	42.1053
퇴장	0	uniformed	w2v	42.2034
엿새	0	uniformed	w2v	42.132
만두	0	uniformed	w2v	42.0608
트레이너	0	uniformed	w2v	41.9899
비거	0	uniformed	w2v	41.9192
스코틀랜드	0	uniformed	w2v	42.0168
당시	1	uniformed	w2v	42.1141
차액	0	uniformed	w2v	42.0436
유혹	0	uniformed	w2v	41.9732
쿠데타	0	uniformed	w2v	41.9032
약	1	uniformed	w2v	42.0
선정	1	uniformed	w2v	42.0965
독려	0	uniformed	w2v	42.1927
가평	0	uniformed	w2v	42.1227
일련	0	uniformed	w2v	42.053
질병	0	uniformed	w2v	41.9835
추격	0	uniformed	w2v	42.0792
수퍼스타	0	uniformed	w2v	42.0099
피파	0	uniformed	w2v	42.1053
기본	0	uniformed	w2v	42.2003
규약	0	uniformed	w2v	42.1311
체코	0	uniformed	w2v	42.0622
작품	1	uniformed	w2v	42.1569
위로	1	uniformed	w2v	42.2512
이륙	0	uniformed	w2v	42.1824
분야	0	uniformed	w2v	42.1138
소환	0	uniformed	w2v	42.2078
빈도	0	uniformed	w2v	42.1394
임의	0	uniformed	w2v	42.233
잔	1	uniformed	w2v	42.3263
협찬	0	uniformed	w2v	42.2581
악어	0	uniformed	w2v	42.19
합산	0	uniformed	w2v	42.283
포털	0	uniformed	w2v	42.2151
욕망	0	uniformed	w2v	42.3077
약물	0	uniformed	w2v	42.4
대어	0	uniformed	w2v	42.3323
지	0	uniformed	w2v	42.2648
세비	0	uniformed	w2v	42.3567
연예	0	uniformed	w2v	42.2893
후	1	uniformed	w2v	42.2222
잠입	0	uniformed	w2v	42.1553
세금	0	uniformed	w2v	42.0886
사물	0	uniformed	w2v	42.0221
중심	1	uniformed	w2v	41.9558
갤러리	0	uniformed	w2v	41.8898
노병	1	uniformed	w2v	41.9811
글씨	0	uniformed	w2v	41.9152
우루무치	0	uniformed	w2v	41.8495
저자	0	uniformed	w2v	41.784
개비	0	uniformed	w2v	41.7188
분별	0	uniformed	w2v	41.8097
기권	0	uniformed	w2v	41.7445
매뉴얼	0	uniformed	w2v	41.8351
향배	0	uniformed	w2v	41.7702
라디오	0	uniformed	w2v	41.8605
소	1	uniformed	w2v	41.7957
탈출	0	uniformed	w2v	41.7311
군림	0	uniformed	w2v	41.6667
엘리트	0	uniformed	w2v	41.6025
최고	1	uniformed	w2v	41.5385
공판	0	uniformed	w2v	41.4747
왕	0	uniformed	w2v	41.411
손	1	uniformed	w2v	41.5008
가능	1	uniformed	w2v	41.5902
친선	0	uniformed	w2v	41.5267
정국	1	uniformed	w2v	41.4634
퇴학	0	uniformed	w2v	41.4003
고종	1	uniformed	w2v	41.4894
기한	1	uniformed	w2v	41.5781
호감	0	uniformed	w2v	41.5152
당직	0	uniformed	w2v	41.6036
학위	0	uniformed	w2v	41.6918
원형	0	uniformed	w2v	41.629
근처	0	uniformed	w2v	41.7169
폭설	0	uniformed	w2v	41.6541
감안	1	uniformed	w2v	41.7417
현금	1	uniformed	w2v	41.8291
빌미	0	uniformed	w2v	41.7665
사냥	0	uniformed	w2v	41.704
겸손	0	uniformed	w2v	41.6418
고기	0	uniformed	w2v	41.7288
대물	0	uniformed	w2v	41.6667
한량	0	uniformed	w2v	41.6048
의문	0	uniformed	w2v	41.6914
확률	0	uniformed	w2v	41.6296
깨달음	0	uniformed	w2v	41.716
조치	1	uniformed	w2v	41.8021
아이돌	0	uniformed	w2v	41.7404
혹사	0	uniformed	w2v	41.6789
원격	0	uniformed	w2v	41.6176
안보	0	uniformed	w2v	41.5565
삼	0	uniformed	w2v	41.4956
시리즈	1	uniformed	w2v	41.4348
수심	0	uniformed	w2v	41.3743
신원	0	uniformed	w2v	41.3139
완성	0	uniformed	w2v	41.2536
일반	1	uniformed	w2v	41.3392
대치	0	uniformed	w2v	41.2791
역무	0	uniformed	w2v	41.3643
주자	0	uniformed	w2v	41.3043
티켓	0	uniformed	w2v	41.2446
양국	1	uniformed	w2v	41.3295
보류	0	uniformed	w2v	41.4141
의사	1	uniformed	w2v	41.4986
신협	0	uniformed	w2v	41.4388
사망	1	uniformed	w2v	41.523
잠재	0	uniformed	w2v	41.4634
낙찰	0	uniformed	w2v	41.404
공익	0	uniformed	w2v	41.4878
심통	0	uniformed	w2v	41.4286
단식	1	uniformed	w2v	41.5121
맥아더	0	uniformed	w2v	41.5954
거짓	0	uniformed	w2v	41.6785
외면	1	uniformed	w2v	41.7614
타점	0	uniformed	w2v	41.7021
용인	0	uniformed	w2v	41.6431
나락	0	uniformed	w2v	41.5842
자손	0	uniformed	w2v	41.5254
부각	1	uniformed	w2v	41.6079
박식	0	uniformed	w2v	41.6901
코스타리카	0	uniformed	w2v	41.7722
후면	0	uniformed	w2v	41.8539
페루	0	uniformed	w2v	41.7952
환자	1	uniformed	w2v	41.8768
원료	0	uniformed	w2v	41.8182
재력	0	uniformed	w2v	41.7598
가족	1	uniformed	w2v	41.841
역량	0	uniformed	w2v	41.7827
병행	0	uniformed	w2v	41.7246
명기	0	uniformed	w2v	41.6667
영역	0	uniformed	w2v	41.6089
변	1	uniformed	w2v	41.6898
연관	1	uniformed	w2v	41.6321
외화	0	uniformed	w2v	41.5746
운영	1	uniformed	w2v	41.5172
지디피	0	uniformed	w2v	41.4601
