lexeme	ambiguous	mode	model	score
불화	0	weighted	ft	35.5263
다롄	0	weighted	ft	36.3636
상담	0	weighted	ft	37.1795
반문	0	weighted	ft	36.7089
순례	1	weighted	ft	37.5
전기	0	weighted	ft	38.2716
초점	1	weighted	ft	39.0244
에너지	1	weighted	ft	39.759
예시	0	weighted	ft	39.2857
기타	1	weighted	ft	38.8235
벨기에	0	weighted	ft	38.3721
홈	0	weighted	ft	37.931
야	0	weighted	ft	38.6364
생강	0	weighted	ft	38.2022
일대	0	weighted	ft	38.8889
차단	1	weighted	ft	39.5604
향응	0	weighted	ft	39.1304
밖	1	weighted	ft	38.7097
백방	0	weighted	ft	39.3617
명	0	weighted	ft	38.9474
전구	0	weighted	ft	38.5417
소지	1	weighted	ft	39.1753
전방	0	weighted	ft	38.7755
비서	1	weighted	ft	39.3939
전지	1	weighted	ft	39.0
함선	0	weighted	ft	38.6139
도심	0	weighted	ft	39.2157
편지	0	weighted	ft	38.835
에스토니아	0	weighted	ft	38.4615
영사	0	weighted	ft	39.0476
원폭	0	weighted	ft	38.6792
리시브	0	weighted	ft	39.2523
전집	0	weighted	ft	38.8889
특보	0	weighted	ft	39.4495
갈망	0	weighted	ft	40.0
호흡	1	weighted	ft	40.5405
과반	1	weighted	ft	41.0714
검토	1	weighted	ft	40.708
전철	0	weighted	ft	41.2281
장담	0	weighted	ft	40.8696
포메이션	0	weighted	ft	40.5172
해법	1	weighted	ft	41.0256
억제	0	weighted	ft	40.678
의중	0	weighted	ft	40.3361
현혹	0	weighted	ft	40.8333
곤혹	0	weighted	ft	41.3223
동의	1	weighted	ft	40.9836
국과수	0	weighted	ft	40.6504
퇴임	0	weighted	ft	40.3226
리콜	0	weighted	ft	40.0
바이오시밀러	0	weighted	ft	39.6825
편입	0	weighted	ft	40.1575
사안	1	weighted	ft	39.8438
부업	0	weighted	ft	39.5349
포르투갈	0	weighted	ft	40.0
카자흐	0	weighted	ft	40.458
방송	0	weighted	ft	40.1515
영혼	1	weighted	ft	40.6015
숙청	0	weighted	ft	40.2985
관점	1	weighted	ft	40.7407
프레임	0	weighted	ft	40.4412
배출	0	weighted	ft	40.146
정품	0	weighted	ft	39.8551
세르비아	0	weighted	ft	39.5683
부탁	0	weighted	ft	39.2857
알코올	0	weighted	ft	39.0071
뮤지컬	0	weighted	ft	38.7324
방	1	weighted	ft	39.1608
복구	0	weighted	ft	38.8889
우루과이	0	weighted	ft	39.3103
나토	0	weighted	ft	39.726
필사	0	weighted	ft	39.4558
저하	1	weighted	ft	39.8649
초빙	0	weighted	ft	39.5973
수학	0	weighted	ft	39.3333
잔치	0	weighted	ft	39.7351
파계	0	weighted	ft	39.4737
초콜릿	0	weighted	ft	39.2157
시내	0	weighted	ft	38.961
실점	0	weighted	ft	39.3548
위치	1	weighted	ft	39.7436
아우터	0	weighted	ft	39.4904
상	1	weighted	ft	39.8734
야후	0	weighted	ft	39.6226
추출	1	weighted	ft	39.375
방면	0	weighted	ft	39.7516
일간	0	weighted	ft	40.1235
빙수	0	weighted	ft	39.8773
요원	0	weighted	ft	39.6341
신부	1	weighted	ft	40.0
출몰	0	weighted	ft	39.759
강호	0	weighted	ft	39.521
차질	1	weighted	ft	39.881
반도	0	weighted	ft	39.645
군단	1	weighted	ft	40.0
덕분	0	weighted	ft	39.7661
백제	0	weighted	ft	40.1163
진상	0	weighted	ft	39.8844
심경	0	weighted	ft	39.6552
잉어	0	weighted	ft	39.4286
통계	0	weighted	ft	39.2045
중대	1	weighted	ft	39.548
구성	1	weighted	ft	39.8876
잡지	0	weighted	ft	40.2235
패스	0	weighted	ft	40.5556
선의	1	weighted	ft	40.3315
설치	1	weighted	ft	40.6593
재경	0	weighted	ft	40.9836
후속	0	weighted	ft	40.7609
환급	0	weighted	ft	41.0811
자료	1	weighted	ft	40.8602
상주	1	weighted	ft	41.1765
사설	0	weighted	ft	40.9574
결산	0	weighted	ft	40.7407
수습	1	weighted	ft	41.0526
훼손	1	weighted	ft	41.3613
타인	0	weighted	ft	41.1458
화분	0	weighted	ft	40.9326
최종	0	weighted	ft	40.7216
철분	0	weighted	ft	40.5128
의술	0	weighted	ft	40.3061
한족	0	weighted	ft	40.1015
결방	0	weighted	ft	39.899
방어	1	weighted	ft	40.201
코미디	0	weighted	ft	40.0
잡스	0	weighted	ft	39.801
코	0	weighted	ft	39.604
산실	0	weighted	ft	39.4089
당내	0	weighted	ft	39.2157
상실	0	weighted	ft	39.0244
나비	0	weighted	ft	38.835
대서	0	weighted	ft	38.6473
입건	0	weighted	ft	38.4615
서비스	1	weighted	ft	38.756
봉	0	weighted	ft	38.5714
고수	1	weighted	ft	38.8626
방미	0	weighted	ft	39.1509
멘털	0	weighted	ft	39.4366
열흘	0	weighted	ft	39.2523
공조	1	weighted	ft	39.0698
이중	0	weighted	ft	39.3519
책자	0	weighted	ft	39.1705
심화	1	weighted	ft	39.4495
남미	0	weighted	ft	39.2694
단기	0	weighted	ft	39.0909
환기	0	weighted	ft	38.914
근본	0	weighted	ft	38.7387
공주	0	weighted	ft	38.565
속초	0	weighted	ft	38.8393
승부	0	weighted	ft	38.6667
소녀	0	weighted	ft	38.9381
유능	0	weighted	ft	38.7665
평균	0	weighted	ft	38.5965
가와사키	0	weighted	ft	38.4279
흠	0	weighted	ft	38.2609
국군	0	weighted	ft	38.5281
진단	1	weighted	ft	38.7931
난국	0	weighted	ft	38.6266
코트	0	weighted	ft	38.4615
취락	0	weighted	ft	38.2979
대조	0	weighted	ft	38.1356
치중	0	weighted	ft	38.3966
달러	0	weighted	ft	38.6555
물자	0	weighted	ft	38.9121
형편	1	weighted	ft	38.75
명동	0	weighted	ft	39.0041
사장	1	weighted	ft	39.2562
수립	0	weighted	ft	39.5062
입양	0	weighted	ft	39.3443
노승	0	weighted	ft	39.5918
심장	0	weighted	ft	39.4309
상품	1	weighted	ft	39.6761
경호	0	weighted	ft	39.9194
양식	0	weighted	ft	40.1606
외신	0	weighted	ft	40.0
팽배	0	weighted	ft	39.8406
엘리베이터	0	weighted	ft	39.6825
유보	0	weighted	ft	39.5257
다수	0	weighted	ft	39.3701
납득	0	weighted	ft	39.2157
회장	1	weighted	ft	39.4531
신형	0	weighted	ft	39.2996
장점	0	weighted	ft	39.1473
예전	1	weighted	ft	38.9961
유토피아	0	weighted	ft	38.8462
정밀	0	weighted	ft	38.6973
황해북도	0	weighted	ft	38.5496
배려	0	weighted	ft	38.403
배추	0	weighted	ft	38.2576
전수	1	weighted	ft	38.4906
태산	0	weighted	ft	38.7218
모험	0	weighted	ft	38.5768
원저	0	weighted	ft	38.806
파견	0	weighted	ft	39.0335
안변	0	weighted	ft	38.8889
농락	0	weighted	ft	38.7454
편향	0	weighted	ft	38.9706
사기	1	weighted	ft	39.1941
제재	1	weighted	ft	39.0511
학점	0	weighted	ft	38.9091
일조	1	weighted	ft	38.7681
단일	0	weighted	ft	38.9892
화제	1	weighted	ft	39.2086
럭셔리	0	weighted	ft	39.0681
소설	1	weighted	ft	38.9286
입영	0	weighted	ft	38.79
사병	0	weighted	ft	38.6525
계도	0	weighted	ft	38.5159
궁핍	0	weighted	ft	38.3803
중복	0	weighted	ft	38.5965
지략	0	weighted	ft	38.8112
괴롭힘	0	weighted	ft	38.676
조직	1	weighted	ft	38.8889
학살	0	weighted	ft	38.7543
예측	0	weighted	ft	38.6207
객주	0	weighted	ft	38.8316
약품	0	weighted	ft	38.6986
반항	0	weighted	ft	38.5666
칠기	0	weighted	ft	38.7755
폭력	0	weighted	ft	38.9831
억압	1	weighted	ft	39.1892
잣	0	weighted	ft	39.0572
곽	0	weighted	ft	39.2617
장갑	0	weighted	ft	39.1304
전국	1	weighted	ft	39.3333
주필	0	weighted	ft	39.2027
정리	1	weighted	ft	39.0728
현지	1	weighted	ft	38.9439
옥	0	weighted	ft	39.1447
암반	0	weighted	ft	39.0164
파트너	0	weighted	ft	38.8889
답방	0	weighted	ft	38.7622
풍경	1	weighted	ft	38.961
토플	0	weighted	ft	39.1586
탕진	0	weighted	ft	39.3548
사방	0	weighted	ft	39.2283
중구	1	weighted	ft	39.4231
엄벌	0	weighted	ft	39.6166
침해	0	weighted	ft	39.4904
집행	1	weighted	ft	39.6825
창고	0	weighted	ft	39.557
만해	0	weighted	ft	39.4322
외상	0	weighted	ft	39.3082
빚	0	weighted	ft	39.4984
흡수	1	weighted	ft	39.6875
파	0	weighted	ft	39.8754
최저	0	weighted	ft	39.7516
건수	0	weighted	ft	39.9381
집계	0	weighted	ft	39.8148
예년	0	weighted	ft	40.0
공평	0	weighted	ft	40.184
김포	0	weighted	ft	40.367
소관	0	weighted	ft	40.2439
조서	0	weighted	ft	40.1216
충전	1	weighted	ft	40.303
대행	1	weighted	ft	40.4834
동족	0	weighted	ft	40.6627
임상	0	weighted	ft	40.5405
상공	0	weighted	ft	40.4192
확보	1	weighted	ft	40.2985
반면	0	weighted	ft	40.4762
목적	1	weighted	ft	40.6528
대첩	0	weighted	ft	40.5325
방해	0	weighted	ft	40.413
모래	0	weighted	ft	40.2941
안위	0	weighted	ft	40.4692
위인	0	weighted	ft	40.3509
적	1	weighted	ft	40.5248
존재	1	weighted	ft	40.407
소식	1	weighted	ft	40.5797
전용	1	weighted	ft	40.4624
혐의	1	weighted	ft	40.634
연비	0	weighted	ft	40.8046
바나나	0	weighted	ft	40.6877
사법	0	weighted	ft	40.8571
전황	0	weighted	ft	41.0256
이력	0	weighted	ft	40.9091
에이피	0	weighted	ft	40.7932
강북	0	weighted	ft	40.678
열망	0	weighted	ft	40.8451
업체	1	weighted	ft	41.0112
용납	0	weighted	ft	40.8964
생애	0	weighted	ft	40.7821
상하이	0	weighted	ft	40.6685
징계	1	weighted	ft	40.5556
전보	0	weighted	ft	40.4432
세미나	0	weighted	ft	40.3315
울타리	0	weighted	ft	40.4959
음지	0	weighted	ft	40.6593
피곤	0	weighted	ft	40.8219
종목	1	weighted	ft	40.9836
닉슨	0	weighted	ft	41.1444
가자	0	weighted	ft	41.0326
비디오	0	weighted	ft	40.9214
사측	0	weighted	ft	41.0811
기술	1	weighted	ft	41.2399
생사	0	weighted	ft	41.129
열람	0	weighted	ft	41.2869
혼례	0	weighted	ft	41.4439
야인	0	weighted	ft	41.3333
일생	0	weighted	ft	41.2234
성격	1	weighted	ft	41.3793
안전	0	weighted	ft	41.2698
경주	0	weighted	ft	41.1609
요소	1	weighted	ft	41.0526
조련	0	weighted	ft	40.9449
매춘	0	weighted	ft	40.8377
구석	0	weighted	ft	40.7311
양질	0	weighted	ft	40.8854
가보	0	weighted	ft	41.039
노제	0	weighted	ft	41.1917
출판	0	weighted	ft	41.3437
언급	0	weighted	ft	41.2371
복장	0	weighted	ft	41.3882
포함	1	weighted	ft	41.5385
마이애미	0	weighted	ft	41.688
기분	1	weighted	ft	41.8367
적자	1	weighted	ft	41.9847
존폐	0	weighted	ft	41.8782
여진	0	weighted	ft	42.0253
반대	1	weighted	ft	41.9192
진품	0	weighted	ft	42.0655
개명	0	weighted	ft	41.9598
예정	0	weighted	ft	41.8546
친구	1	weighted	ft	42.0
부모	0	weighted	ft	41.8953
욕설	0	weighted	ft	41.791
역전	1	weighted	ft	41.6873
퍼트	0	weighted	ft	41.5842
광산	0	weighted	ft	41.4815
빈혈	0	weighted	ft	41.3793
구역	1	weighted	ft	41.5233
여름	0	weighted	ft	41.4216
후학	0	weighted	ft	41.3203
기력	0	weighted	ft	41.2195
정보	1	weighted	ft	41.1192
주권	0	weighted	ft	41.0194
시신	0	weighted	ft	40.9201
양상	0	weighted	ft	40.8213
이사	1	weighted	ft	40.9639
빅딜	0	weighted	ft	40.8654
분포	0	weighted	ft	41.0072
모친	0	weighted	ft	40.9091
회신	0	weighted	ft	40.8115
묵	0	weighted	ft	40.7143
품격	0	weighted	ft	40.8551
임용	1	weighted	ft	40.7583
품종	1	weighted	ft	40.8983
오답	0	weighted	ft	40.8019
여가	0	weighted	ft	40.7059
게시	0	weighted	ft	40.8451
초등	0	weighted	ft	40.9836
세배	0	weighted	ft	41.1215
선물	0	weighted	ft	41.0256
상징	0	weighted	ft	40.9302
총재	1	weighted	ft	40.8353
노원	0	weighted	ft	40.9722
침체	0	weighted	ft	41.1085
사죄	1	weighted	ft	41.2442
해적	0	weighted	ft	41.1494
종양	0	weighted	ft	41.055
관제	0	weighted	ft	41.1899
지구	1	weighted	ft	41.3242
살림	0	weighted	ft	41.2301
농협	0	weighted	ft	41.3636
걸음	1	weighted	ft	41.2698
아프간	0	weighted	ft	41.1765
구실	0	weighted	ft	41.0835
왕족	0	weighted	ft	40.991
품질	0	weighted	ft	40.8989
정치	1	weighted	ft	40.8072
내전	0	weighted	ft	40.9396
고분	0	weighted	ft	41.0714
출원	1	weighted	ft	41.2027
매사	0	weighted	ft	41.1111
답변	0	weighted	ft	41.02
공기	1	weighted	ft	41.1504
유착	0	weighted	ft	41.2804
보존	0	weighted	ft	41.4097
알카에다	0	weighted	ft	41.5385
접수	0	weighted	ft	41.4474
스코어	0	weighted	ft	41.5755
급여	1	weighted	ft	41.7031
율곡	0	weighted	ft	41.6122
오마주	0	weighted	ft	41.7391
숙식	0	weighted	ft	41.6486
유예	1	weighted	ft	41.5584
수리	1	weighted	ft	41.6847
프레슬리	0	weighted	ft	41.5948
특채	0	weighted	ft	41.5054
중순	0	weighted	ft	41.4163
지오피	0	weighted	ft	41.5418
패권	0	weighted	ft	41.453
가름	0	weighted	ft	41.5778
브루나이	0	weighted	ft	41.7021
시리아	0	weighted	ft	41.6136
보	0	weighted	ft	41.7373
해태	0	weighted	ft	41.8605
단위	1	weighted	ft	41.9831
사의	1	weighted	ft	41.8947
평창	0	weighted	ft	41.8067
공수	0	weighted	ft	41.7191
독성	1	weighted	ft	41.841
박스	0	weighted	ft	41.7537
필자	0	weighted	ft	41.875
브리핑	0	weighted	ft	41.7879
육체	0	weighted	ft	41.7012
생각	1	weighted	ft	41.8219
투타	0	weighted	ft	41.9421
승격	0	weighted	ft	41.8557
경매	0	weighted	ft	41.7695
발견	0	weighted	ft	41.6838
홍수	0	weighted	ft	41.8033
홈런	0	weighted	ft	41.9223
안건	0	weighted	ft	41.8367
상영	0	weighted	ft	41.7515
발행	1	weighted	ft	41.8699
복용	1	weighted	ft	41.9878
확인	1	weighted	ft	42.1053
창조	0	weighted	ft	42.0202
방향	1	weighted	ft	42.1371
출품	0	weighted	ft	42.2535
환원	0	weighted	ft	42.3695
악셀	0	weighted	ft	42.2846
유포	0	weighted	ft	42.2
당근	0	weighted	ft	42.1158
국토	0	weighted	ft	42.2311
온도	0	weighted	ft	42.3459
국민	1	weighted	ft	42.2619
배포	0	weighted	ft	42.1782
질	1	weighted	ft	42.0949
엄마	1	weighted	ft	42.2091
농성	0	weighted	ft	42.3228
역투	0	weighted	ft	42.2397
쓰나미	0	weighted	ft	42.1569
더미	0	weighted	ft	42.2701
평일	0	weighted	ft	42.1875
이외	0	weighted	ft	42.3002
이식	1	weighted	ft	42.2179
박차	0	weighted	ft	42.1359
명곡	0	weighted	ft	42.0543
후임	0	weighted	ft	41.9729
명칭	0	weighted	ft	41.8919
가락	0	weighted	ft	41.8112
협력	0	weighted	ft	41.9231
댐	0	weighted	ft	41.8426
렌더링	0	weighted	ft	41.7625
가난	0	weighted	ft	41.8738
피의	0	weighted	ft	41.7939
벽면	0	weighted	ft	41.7143
한파	0	weighted	ft	41.635
친필	0	weighted	ft	41.7457
새벽	0	weighted	ft	41.6667
커뮤니케이션	0	weighted	ft	41.5879
하천	0	weighted	ft	41.6981
내성	0	weighted	ft	41.6196
외모	0	weighted	ft	41.5414
시청	1	weighted	ft	41.4634
이첩	0	weighted	ft	41.3858
노장	1	weighted	ft	41.4953
심정	0	weighted	ft	41.4179
후배	1	weighted	ft	41.527
구도	0	weighted	ft	41.6357
역지사지	0	weighted	ft	41.744
주석단	0	weighted	ft	41.6667
아쉬움	0	weighted	ft	41.5896
서식	0	weighted	ft	41.5129
디스카운트	0	weighted	ft	41.4365
상황	1	weighted	ft	41.5441
쌀	0	weighted	ft	41.6514
점철	0	weighted	ft	41.7582
사즉생	0	weighted	ft	41.6819
총기	0	weighted	ft	41.6058
부하	1	weighted	ft	41.7122
장식	0	weighted	ft	41.8182
마피아	0	weighted	ft	41.9238
폭등	0	weighted	ft	41.8478
재계	0	weighted	ft	41.7722
승진	1	weighted	ft	41.8773
환승	0	weighted	ft	41.982
센터	1	weighted	ft	42.0863
중시	0	weighted	ft	42.1903
컨디션	0	weighted	ft	42.2939
투병	0	weighted	ft	42.2182
직위	0	weighted	ft	42.1429
본국	0	weighted	ft	42.0677
책사	0	weighted	ft	41.9929
해커	0	weighted	ft	41.9183
암	1	weighted	ft	42.0213
부안	0	weighted	ft	42.1239
극도	0	weighted	ft	42.2261
자율	0	weighted	ft	42.328
아픔	0	weighted	ft	42.2535
부채	0	weighted	ft	42.355
출입	0	weighted	ft	42.2807
본명	0	weighted	ft	42.3818
금액	0	weighted	ft	42.3077
종단	0	weighted	ft	42.4084
하드웨어	0	weighted	ft	42.5087
흉물	0	weighted	ft	42.4348
단원	0	weighted	ft	42.5347
재임	0	weighted	ft	42.461
고가	1	weighted	ft	42.5606
조명	1	weighted	ft	42.487
괴담	0	weighted	ft	42.5862
응원	1	weighted	ft	42.685
소프트웨어	0	weighted	ft	42.6117
이스라엘	1	weighted	ft	42.5386
환상	0	weighted	ft	42.637
응수	0	weighted	ft	42.5641
분가	0	weighted	ft	42.6621
학원	1	weighted	ft	42.7598
심층	0	weighted	ft	42.8571
부분	0	weighted	ft	42.9542
퇴장	0	weighted	ft	42.8814
엿새	0	weighted	ft	42.8088
만두	0	weighted	ft	42.7365
트레이너	0	weighted	ft	42.6644
비거	0	weighted	ft	42.7609
스코틀랜드	0	weighted	ft	42.8571
당시	1	weighted	ft	42.7852
차액	0	weighted	ft	42.7136
유혹	0	weighted	ft	42.6421
쿠데타	0	weighted	ft	42.571
약	1	weighted	ft	42.5
선정	1	weighted	ft	42.5957
독려	0	weighted	ft	42.691
가평	0	weighted	ft	42.7861
일련	0	weighted	ft	42.8808
질병	0	weighted	ft	42.8099
추격	0	weighted	ft	42.9043
수퍼스타	0	weighted	ft	42.9984
피파	0	weighted	ft	43.0921
기본	0	weighted	ft	43.0213
규약	0	weighted	ft	42.9508
체코	0	weighted	ft	42.8805
작품	1	weighted	ft	42.9739
위로	1	weighted	ft	43.0669
이륙	0	weighted	ft	42.9967
분야	0	weighted	ft	43.0894
소환	0	weighted	ft	43.0195
빈도	0	weighted	ft	42.9498
임의	0	weighted	ft	42.8803
잔	1	weighted	ft	42.9725
협찬	0	weighted	ft	43.0645
악어	0	weighted	ft	42.9952
합산	0	weighted	ft	42.926
포털	0	weighted	ft	42.8571
욕망	0	weighted	ft	42.9487
약물	0	weighted	ft	43.04
대어	0	weighted	ft	42.9712
지	0	weighted	ft	43.0622
세비	0	weighted	ft	43.1529
연예	0	weighted	ft	43.2432
후	1	weighted	ft	43.3333
잠입	0	weighted	ft	43.2647
세금	0	weighted	ft	43.1962
사물	0	weighted	ft	43.128
중심	1	weighted	ft	43.0599
갤러리	0	weighted	ft	42.9921
노병	1	weighted	ft	43.0818
글씨	0	weighted	ft	43.0141
우루무치	0	weighted	ft	42.9467
저자	0	weighted	ft	42.8795
개비	0	weighted	ft	42.8125
분별	0	weighted	ft	42.7457
기권	0	weighted	ft	42.6791
매뉴얼	0	weighted	ft	42.7683
향배	0	weighted	ft	42.7019
라디오	0	weighted	ft	42.7907
소	1	weighted	ft	42.7245
탈출	0	weighted	ft	42.6584
군림	0	weighted	ft	42.5926
엘리트	0	weighted	ft	42.527
최고	1	weighted	ft	42.4615
공판	0	weighted	ft	42.3963
왕	0	weighted	ft	42.3313
손	1	weighted	ft	42.4196
가능	1	weighted	ft	42.3547
친선	0	weighted	ft	42.4427
정국	1	weighted	ft	42.378
퇴학	0	weighted	ft	42.3135
고종	1	weighted	ft	42.2492
기한	1	weighted	ft	42.1851
호감	0	weighted	ft	42.2727
당직	0	weighted	ft	42.2088
학위	0	weighted	ft	42.145
원형	0	weighted	ft	42.0814
근처	0	weighted	ft	42.0181
폭설	0	weighted	ft	42.1053
감안	1	weighted	ft	42.1922
현금	1	weighted	ft	42.2789
빌미	0	weighted	ft	42.3653
사냥	0	weighted	ft	42.3019
겸손	0	weighted	ft	42.2388
고기	0	weighted	ft	42.1759
대물	0	weighted	ft	42.1131
한량	0	weighted	ft	42.0505
의문	0	weighted	ft	41.9881
확률	0	weighted	ft	41.9259
깨달음	0	weighted	ft	42.0118
조치	1	weighted	ft	41.9498
아이돌	0	weighted	ft	42.0354
혹사	0	weighted	ft	42.1208
원격	0	weighted	ft	42.0588
안보	0	weighted	ft	41.9971
삼	0	weighted	ft	41.9355
시리즈	1	weighted	ft	42.0205
수심	0	weighted	ft	42.1053
신원	0	weighted	ft	42.0438
완성	0	weighted	ft	42.1283
일반	1	weighted	ft	42.067
대치	0	weighted	ft	42.1512
역무	0	weighted	ft	42.2351
주자	0	weighted	ft	42.1739
티켓	0	weighted	ft	42.2576
양국	1	weighted	ft	42.341
보류	0	weighted	ft	42.4242
의사	1	weighted	ft	42.3631
신협	0	weighted	ft	42.446
사망	1	weighted	ft	42.5287
잠재	0	weighted	ft	42.4677
낙찰	0	weighted	ft	42.4069
공익	0	weighted	ft	42.4893
심통	0	weighted	ft	42.5714
단식	1	weighted	ft	42.6534
맥아더	0	weighted	ft	42.5926
거짓	0	weighted	ft	42.532
외면	1	weighted	ft	42.4716
타점	0	weighted	ft	42.4113
용인	0	weighted	ft	42.3513
나락	0	weighted	ft	42.2914
자손	0	weighted	ft	42.3729
부각	1	weighted	ft	42.4542
박식	0	weighted	ft	42.3944
코스타리카	0	weighted	ft	42.3347
후면	0	weighted	ft	42.2753
페루	0	weighted	ft	42.216
환자	1	weighted	ft	42.1569
원료	0	weighted	ft	42.2378
재력	0	weighted	ft	42.1788
가족	1	weighted	ft	42.1199
역량	0	weighted	ft	42.0613
병행	0	weighted	ft	42.0028
명기	0	weighted	ft	41.9444
영역	0	weighted	ft	41.8863
변	1	weighted	ft	41.8283
연관	1	weighted	ft	41.7704
외화	0	weighted	ft	41.7127
운영	1	weighted	ft	41.6552
지디피	0	weighted	ft	41.7355
인턴십	0	weighted	ft	41.8157
작동	0	weighted	ft	41.7582
부결	0	weighted	ft	41.701
정의	1	weighted	ft	41.6438
착용	0	weighted	ft	41.5869
소서	0	weighted	ft	41.5301
괴리	0	weighted	ft	41.4734
유독	0	weighted	ft	41.4169
순서	1	weighted	ft	41.4966
봉직	0	weighted	ft	41.4402
경인	0	weighted	ft	41.384
수방	0	weighted	ft	41.3279
기	1	weighted	ft	41.4073
점포	0	weighted	ft	41.3514
일치	0	weighted	ft	41.4305
락까	0	weighted	ft	41.3747
입안	0	weighted	ft	41.4536
신중	0	weighted	ft	41.5323
의거	0	weighted	ft	41.4765
라운드	0	weighted	ft	41.4209
꼴찌	0	weighted	ft	41.4993
상당	0	weighted	ft	41.4439
리스트	0	weighted	ft	41.3885
계급	0	weighted	ft	41.3333
근절	1	weighted	ft	41.2783
부위	1	weighted	ft	41.2234
중반	0	weighted	ft	41.3015
구단	1	weighted	ft	41.3793
변모	1	weighted	ft	41.457
자국	1	weighted	ft	41.5344
항소	1	weighted	ft	41.6116
병원	1	weighted	ft	41.5567
유임	0	weighted	ft	41.502
중층	0	weighted	ft	41.4474
공부	1	weighted	ft	41.3929
사옥	1	weighted	ft	41.4698
거론	0	weighted	ft	41.5465
불행	1	weighted	ft	41.4921
이유	1	weighted	ft	41.5686
쿤밍	0	weighted	ft	41.5144
휴직	0	weighted	ft	41.4602
적금	0	weighted	ft	41.4062
폭동	0	weighted	ft	41.4824
한미일	0	weighted	ft	41.5584
번호	1	weighted	ft	41.5045
제의	1	weighted	ft	41.4508
선대위	0	weighted	ft	41.3972
님비	0	weighted	ft	41.3437
은닉	0	weighted	ft	41.2903
순천	0	weighted	ft	41.2371
이메일	0	weighted	ft	41.184
징용	0	weighted	ft	41.1311
만혼	0	weighted	ft	41.2067
채소	0	weighted	ft	41.2821
암시	0	weighted	ft	41.3572
충남	0	weighted	ft	41.3043
열풍	0	weighted	ft	41.3793
지번	0	weighted	ft	41.4541
취하	0	weighted	ft	41.4013
단축	0	weighted	ft	41.4758
교신	0	weighted	ft	41.5502
케이블	0	weighted	ft	41.4975
에이스	0	weighted	ft	41.5716
펜스	0	weighted	ft	41.6456
세간	0	weighted	ft	41.5929
오류	0	weighted	ft	41.6667
불구	0	weighted	ft	41.6141
이탈	0	weighted	ft	41.5617
구조	1	weighted	ft	41.5094
홀	0	weighted	ft	41.4573
피자	0	weighted	ft	41.4053
북극	0	weighted	ft	41.4787
카운티	0	weighted	ft	41.4268
지하	0	weighted	ft	41.5
주전	0	weighted	ft	41.573
혈관	0	weighted	ft	41.6459
양자	0	weighted	ft	41.594
도발	1	weighted	ft	41.5423
컨테이너	1	weighted	ft	41.6149
진흥	0	weighted	ft	41.5633
서울	1	weighted	ft	41.5118
과장	1	weighted	ft	41.5842
사체	0	weighted	ft	41.5328
이니셔티브	0	weighted	ft	41.4815
