lexeme	frequency of lexeme	sclasses num	num correct mlp	num all mlp	mode	model	score
감면	1	1	26	32	general	bert	81.25
설계	1	1	22	32	general	bert	68.75
영문	1	1	23	32	general	bert	71.875
기회	2	1	57	64	general	bert	89.0625
개별	1	1	27	32	general	bert	84.375
후원	1	1	25	32	general	bert	78.125
난국	2	1	50	64	general	bert	78.125
개혁	2	1	53	64	general	bert	82.8125
전원	1	1	27	32	general	bert	84.375
소설	1	1	25	32	general	bert	78.125
여인	1	1	25	32	general	bert	78.125
인정	4	1	110	128	general	bert	85.9375
최고	4	1	111	128	general	bert	86.7188
습기	1	1	23	32	general	bert	71.875
농사	2	1	52	64	general	bert	81.25
공항	2	1	53	64	general	bert	82.8125
책임	6	2	153	192	general	bert	79.6875
발주	1	1	26	32	general	bert	81.25
꿈	7	2	169	224	general	bert	75.4464
출발	3	1	78	96	general	bert	81.25
부상	1	1	26	32	general	bert	81.25
제정	1	1	31	32	general	bert	96.875
바람	5	1	130	160	general	bert	81.25
꽃	1	1	21	32	general	bert	65.625
사항	1	1	22	32	general	bert	68.75
얼굴	23	1	575	736	general	bert	78.125
제한	1	1	25	32	general	bert	78.125
허리	1	1	22	32	general	bert	68.75
영세	1	1	28	32	general	bert	87.5
짓	1	1	30	32	general	bert	93.75
역량	1	1	22	32	general	bert	68.75
오차	2	1	52	64	general	bert	81.25
힘	9	3	212	288	general	bert	73.6111
위안	1	1	23	32	general	bert	71.875
경남	1	1	27	32	general	bert	84.375
예방	2	1	52	64	general	bert	81.25
관련	8	1	214	256	general	bert	83.5938
세상	17	3	404	544	general	bert	74.2647
티브이	1	1	25	32	general	bert	78.125
반대	5	1	125	160	general	bert	78.125
독일	2	1	55	64	general	bert	85.9375
수사	3	1	82	96	general	bert	85.4167
의자	1	1	26	32	general	bert	81.25
인용	1	1	30	32	general	bert	93.75
대처	1	1	26	32	general	bert	81.25
감지	1	1	27	32	general	bert	84.375
금리	2	1	53	64	general	bert	82.8125
실현	1	1	26	32	general	bert	81.25
전략	1	1	21	32	general	bert	65.625
신약	1	1	27	32	general	bert	84.375
구매	1	1	26	32	general	bert	81.25
두려움	1	1	25	32	general	bert	78.125
형편	2	1	52	64	general	bert	81.25
협의	3	1	81	96	general	bert	84.375
인원	1	1	26	32	general	bert	81.25
장편	2	2	49	64	general	bert	76.5625
패스	1	1	26	32	general	bert	81.25
진심	3	1	74	96	general	bert	77.0833
달걀	1	1	25	32	general	bert	78.125
우승	3	1	82	96	general	bert	85.4167
러시아	1	1	25	32	general	bert	78.125
대상	9	1	235	288	general	bert	81.5972
개시	1	1	23	32	general	bert	71.875
발행	2	2	58	64	general	bert	90.625
특사	1	1	24	32	general	bert	75.0
거금	1	1	26	32	general	bert	81.25
부엌	1	1	27	32	general	bert	84.375
음성	1	1	26	32	general	bert	81.25
지하	2	1	50	64	general	bert	78.125
캠페인	1	1	23	32	general	bert	71.875
환자	3	1	81	96	general	bert	84.375
보강	1	1	21	32	general	bert	65.625
배신	1	1	25	32	general	bert	78.125
반항	1	1	26	32	general	bert	81.25
모임	1	1	23	32	general	bert	71.875
실천	2	1	49	64	general	bert	76.5625
임신	1	1	28	32	general	bert	87.5
전승	1	1	27	32	general	bert	84.375
등장	1	1	29	32	general	bert	90.625
섭취	1	1	22	32	general	bert	68.75
근처	1	1	25	32	general	bert	78.125
기행	1	1	29	32	general	bert	90.625
비판	4	1	110	128	general	bert	85.9375
호남	1	1	25	32	general	bert	78.125
가슴	12	1	298	384	general	bert	77.6042
임용	1	1	27	32	general	bert	84.375
재직	1	1	25	32	general	bert	78.125
씨	1	1	26	32	general	bert	81.25
치즈	1	1	23	32	general	bert	71.875
문	2	2	50	64	general	bert	78.125
적용	4	1	107	128	general	bert	83.5938
선별	1	1	23	32	general	bert	71.875
준비	6	1	158	192	general	bert	82.2917
음악	6	1	155	192	general	bert	80.7292
국방	1	1	23	32	general	bert	71.875
이행	1	1	24	32	general	bert	75.0
마음	51	2	1286	1632	general	bert	78.799
서명	2	1	56	64	general	bert	87.5
실패	4	1	104	128	general	bert	81.25
과잉	1	1	25	32	general	bert	78.125
공격	1	1	26	32	general	bert	81.25
스스로	1	1	23	32	general	bert	71.875
논의	4	1	103	128	general	bert	80.4688
기원	1	1	27	32	general	bert	84.375
신청	5	2	126	160	general	bert	78.75
배출	1	1	26	32	general	bert	81.25
확정	2	1	53	64	general	bert	82.8125
조화	1	1	25	32	general	bert	78.125
권력	1	1	28	32	general	bert	87.5
사내	3	1	77	96	general	bert	80.2083
학원	2	1	47	64	general	bert	73.4375
거부	2	1	55	64	general	bert	85.9375
협상	1	1	25	32	general	bert	78.125
정년	1	1	21	32	general	bert	65.625
대표	14	2	384	448	general	bert	85.7143
황제	1	1	24	32	general	bert	75.0
시인	2	1	52	64	general	bert	81.25
권	1	1	26	32	general	bert	81.25
인증	1	1	27	32	general	bert	84.375
조정	2	2	51	64	general	bert	79.6875
가구	3	2	77	96	general	bert	80.2083
개발	6	2	153	192	general	bert	79.6875
배달	1	1	23	32	general	bert	71.875
구분	1	1	24	32	general	bert	75.0
전제	1	1	24	32	general	bert	75.0
신뢰	2	1	58	64	general	bert	90.625
요청	5	2	133	160	general	bert	83.125
날씨	4	1	102	128	general	bert	79.6875
빙수	1	1	23	32	general	bert	71.875
창조	1	1	27	32	general	bert	84.375
압도	1	1	24	32	general	bert	75.0
주목	1	1	20	32	general	bert	62.5
근무	2	1	56	64	general	bert	87.5
프로젝트	1	1	26	32	general	bert	81.25
해외	3	1	83	96	general	bert	86.4583
애	2	1	54	64	general	bert	84.375
국정	1	1	25	32	general	bert	78.125
의도	2	2	49	64	general	bert	76.5625
이념	2	1	42	64	general	bert	65.625
쓰레기	1	1	26	32	general	bert	81.25
자료	5	1	126	160	general	bert	78.75
희생	1	1	22	32	general	bert	68.75
문제	22	3	561	704	general	bert	79.6875
수분	2	1	45	64	general	bert	70.3125
만찬	1	1	24	32	general	bert	75.0
애초	2	1	51	64	general	bert	79.6875
억압	1	1	28	32	general	bert	87.5
안전	4	1	107	128	general	bert	83.5938
현대	1	1	25	32	general	bert	78.125
발생	4	1	111	128	general	bert	86.7188
안경	2	1	53	64	general	bert	82.8125
시야	1	1	21	32	general	bert	65.625
북한	10	1	240	320	general	bert	75.0
방법	6	1	157	192	general	bert	81.7708
고생	1	1	23	32	general	bert	71.875
장남	1	1	26	32	general	bert	81.25
구간	4	1	107	128	general	bert	83.5938
금액	1	1	26	32	general	bert	81.25
글	1	1	26	32	general	bert	81.25
복종	1	1	20	32	general	bert	62.5
조사	8	1	218	256	general	bert	85.1562
단순	1	1	25	32	general	bert	78.125
종전	1	1	27	32	general	bert	84.375
자신	16	1	399	512	general	bert	77.9297
차관	1	1	24	32	general	bert	75.0
조각	2	1	57	64	general	bert	89.0625
신앙	1	1	23	32	general	bert	71.875
애국	1	1	28	32	general	bert	87.5
집합	1	1	29	32	general	bert	90.625
당일	1	1	27	32	general	bert	84.375
접수	1	1	28	32	general	bert	87.5
선출	1	1	26	32	general	bert	81.25
세비야	1	1	27	32	general	bert	84.375
통지	1	1	31	32	general	bert	96.875
주체	1	1	20	32	general	bert	62.5
다수	1	1	23	32	general	bert	71.875
국회	7	1	190	224	general	bert	84.8214
국립	1	1	25	32	general	bert	78.125
요구	3	1	74	96	general	bert	77.0833
곁	3	1	79	96	general	bert	82.2917
국법	1	1	26	32	general	bert	81.25
손	1	1	27	32	general	bert	84.375
원고	1	1	24	32	general	bert	75.0
구	4	2	101	128	general	bert	78.9062
책상	2	1	54	64	general	bert	84.375
육성	2	1	55	64	general	bert	85.9375
취임	5	1	125	160	general	bert	78.125
비난	1	1	27	32	general	bert	84.375
피아니스트	2	1	58	64	general	bert	90.625
범위	1	1	24	32	general	bert	75.0
승부	2	1	56	64	general	bert	87.5
공급	5	1	139	160	general	bert	86.875
실태	1	1	28	32	general	bert	87.5
신부	1	1	26	32	general	bert	81.25
말	10	2	243	320	general	bert	75.9375
추억	3	1	83	96	general	bert	86.4583
거절	2	1	58	64	general	bert	90.625
축하	1	1	25	32	general	bert	78.125
등록	3	1	81	96	general	bert	84.375
고집	1	1	23	32	general	bert	71.875
별명	1	1	23	32	general	bert	71.875
꼴	1	1	22	32	general	bert	68.75
라이터	1	1	23	32	general	bert	71.875
인기	2	1	58	64	general	bert	90.625
반감	1	1	22	32	general	bert	68.75
지디피	1	1	26	32	general	bert	81.25
행위	2	2	54	64	general	bert	84.375
법률	1	1	26	32	general	bert	81.25
교회	1	1	24	32	general	bert	75.0
옷	2	1	53	64	general	bert	82.8125
감사	4	2	104	128	general	bert	81.25
보호	1	1	26	32	general	bert	81.25
공약	3	1	82	96	general	bert	85.4167
보장	3	1	81	96	general	bert	84.375
정비	2	1	55	64	general	bert	85.9375
세기	1	1	29	32	general	bert	90.625
추신	1	1	24	32	general	bert	75.0
결승	3	1	82	96	general	bert	85.4167
승리	4	1	110	128	general	bert	85.9375
부처	2	1	55	64	general	bert	85.9375
날	1	1	25	32	general	bert	78.125
작업	3	2	66	96	general	bert	68.75
친구	13	2	349	416	general	bert	83.8942
부여	1	1	28	32	general	bert	87.5
철	1	1	25	32	general	bert	78.125
다양	9	1	244	288	general	bert	84.7222
원망	2	1	50	64	general	bert	78.125
고민	2	1	46	64	general	bert	71.875
데이터	1	1	26	32	general	bert	81.25
뒤	34	2	880	1088	general	bert	80.8824
오후	1	1	23	32	general	bert	71.875
정책	10	1	261	320	general	bert	81.5625
상실	1	1	27	32	general	bert	84.375
일본	1	1	23	32	general	bert	71.875
단가	1	1	26	32	general	bert	81.25
문건	1	1	22	32	general	bert	68.75
압력	2	1	54	64	general	bert	84.375
예외	1	1	25	32	general	bert	78.125
위반	2	1	53	64	general	bert	82.8125
모집	1	1	26	32	general	bert	81.25
세부	1	1	25	32	general	bert	78.125
담합	1	1	26	32	general	bert	81.25
학습	1	1	26	32	general	bert	81.25
전화	1	1	23	32	general	bert	71.875
자격	1	1	29	32	general	bert	90.625
오락	2	1	45	64	general	bert	70.3125
대학	5	1	124	160	general	bert	77.5
강판	2	2	47	64	general	bert	73.4375
베트남	1	1	26	32	general	bert	81.25
해발	1	1	25	32	general	bert	78.125
마을	6	1	158	192	general	bert	82.2917
비밀	1	1	25	32	general	bert	78.125
중소	2	1	49	64	general	bert	76.5625
국가	7	1	178	224	general	bert	79.4643
수주	1	1	27	32	general	bert	84.375
역풍	1	1	24	32	general	bert	75.0
부장	2	1	53	64	general	bert	82.8125
밥	2	1	42	64	general	bert	65.625
시	1	1	23	32	general	bert	71.875
원인	1	1	24	32	general	bert	75.0
기념	1	1	28	32	general	bert	87.5
종사	1	1	27	32	general	bert	84.375
생기	1	1	26	32	general	bert	81.25
경영	3	1	76	96	general	bert	79.1667
전집	1	1	27	32	general	bert	84.375
약학	1	1	24	32	general	bert	75.0
유니폼	2	1	54	64	general	bert	84.375
인상	2	2	58	64	general	bert	90.625
합의	3	1	69	96	general	bert	71.875
약	1	1	26	32	general	bert	81.25
역할	3	1	70	96	general	bert	72.9167
입안	1	1	26	32	general	bert	81.25
공짜	1	1	26	32	general	bert	81.25
현장	5	1	135	160	general	bert	84.375
소리	19	1	483	608	general	bert	79.4408
농장	2	1	51	64	general	bert	79.6875
초등	2	1	50	64	general	bert	78.125
직원	6	1	167	192	general	bert	86.9792
강	3	1	72	96	general	bert	75.0
이모	1	1	19	32	general	bert	59.375
심의	2	1	53	64	general	bert	82.8125
표시	1	1	19	32	general	bert	59.375
가보	1	1	25	32	general	bert	78.125
사랑	13	1	343	416	general	bert	82.4519
협력	1	1	26	32	general	bert	81.25
재물	1	1	27	32	general	bert	84.375
시내	1	1	26	32	general	bert	81.25
발전	5	1	131	160	general	bert	81.875
징계	1	1	26	32	general	bert	81.25
방황	1	1	23	32	general	bert	71.875
단추	1	1	27	32	general	bert	84.375
작년	1	1	31	32	general	bert	96.875
압박	1	1	22	32	general	bert	68.75
가격	4	2	93	128	general	bert	72.6562
조직	3	1	82	96	general	bert	85.4167
안	15	5	367	480	general	bert	76.4583
카메라	2	1	57	64	general	bert	89.0625
고위	1	1	24	32	general	bert	75.0
미래	6	1	162	192	general	bert	84.375
발굴	1	1	28	32	general	bert	87.5
분야	4	1	102	128	general	bert	79.6875
요금	1	1	26	32	general	bert	81.25
삼성	2	2	52	64	general	bert	81.25
시간	21	2	516	672	general	bert	76.7857
건축	1	1	26	32	general	bert	81.25
비교	2	1	54	64	general	bert	84.375
체증	1	1	27	32	general	bert	84.375
투자	10	2	272	320	general	bert	85.0
상가	1	1	25	32	general	bert	78.125
선로	1	1	23	32	general	bert	71.875
해결	6	1	160	192	general	bert	83.3333
광고	2	1	51	64	general	bert	79.6875
시연	1	1	27	32	general	bert	84.375
수기	1	1	25	32	general	bert	78.125
싸움	1	1	26	32	general	bert	81.25
동아리	1	1	25	32	general	bert	78.125
역경	1	1	26	32	general	bert	81.25
나무	3	1	71	96	general	bert	73.9583
길	14	2	339	448	general	bert	75.6696
맨체스터	1	1	27	32	general	bert	84.375
시스템	1	1	22	32	general	bert	68.75
구원	1	1	27	32	general	bert	84.375
물가	1	1	25	32	general	bert	78.125
북	1	1	26	32	general	bert	81.25
저항	1	1	26	32	general	bert	81.25
애정	2	1	50	64	general	bert	78.125
여자	7	1	168	224	general	bert	75.0
역대	5	1	130	160	general	bert	81.25
심리	1	1	31	32	general	bert	96.875
수확	1	1	25	32	general	bert	78.125
선정	2	1	57	64	general	bert	89.0625
덕분	1	1	24	32	general	bert	75.0
응원	1	1	29	32	general	bert	90.625
모델	2	1	47	64	general	bert	73.4375
중국	4	1	108	128	general	bert	84.375
노력	6	1	161	192	general	bert	83.8542
디자인	2	1	54	64	general	bert	84.375
모욕	1	1	21	32	general	bert	65.625
의심	1	1	28	32	general	bert	87.5
무대	4	2	100	128	general	bert	78.125
형식	1	1	27	32	general	bert	84.375
당적	1	1	25	32	general	bert	78.125
이상	3	2	80	96	general	bert	83.3333
원조	1	1	20	32	general	bert	62.5
대응	1	1	22	32	general	bert	68.75
인터넷	4	1	97	128	general	bert	75.7812
여론	3	1	77	96	general	bert	80.2083
베이징	1	1	26	32	general	bert	81.25
조선	1	1	27	32	general	bert	84.375
지상	1	1	29	32	general	bert	90.625
신중	3	1	76	96	general	bert	79.1667
허약	1	1	28	32	general	bert	87.5
자연	2	1	49	64	general	bert	76.5625
총	1	1	24	32	general	bert	75.0
딸	12	1	297	384	general	bert	77.3438
개교	2	1	59	64	general	bert	92.1875
심사	1	1	29	32	general	bert	90.625
시국	1	1	28	32	general	bert	87.5
개관	1	1	29	32	general	bert	90.625
시행	3	1	84	96	general	bert	87.5
내년	11	1	280	352	general	bert	79.5455
제출	2	1	53	64	general	bert	82.8125
나중	2	1	51	64	general	bert	79.6875
가정	2	2	40	64	general	bert	62.5
챔피언	1	1	28	32	general	bert	87.5
정식	1	1	30	32	general	bert	93.75
발문	1	1	24	32	general	bert	75.0
아내	2	1	48	64	general	bert	75.0
소식	4	1	88	128	general	bert	68.75
불	3	1	73	96	general	bert	76.0417
흙	2	1	58	64	general	bert	90.625
과자	1	1	28	32	general	bert	87.5
성향	2	1	48	64	general	bert	75.0
성	1	1	25	32	general	bert	78.125
계속	4	1	98	128	general	bert	76.5625
해석	2	2	58	64	general	bert	90.625
제안	1	1	24	32	general	bert	75.0
획득	1	1	23	32	general	bert	71.875
유지	2	1	53	64	general	bert	82.8125
강조	2	1	54	64	general	bert	84.375
단위	1	1	24	32	general	bert	75.0
모퉁이	1	1	23	32	general	bert	71.875
부족	1	1	28	32	general	bert	87.5
개선	7	2	183	224	general	bert	81.6964
수염	1	1	24	32	general	bert	75.0
남북	2	1	52	64	general	bert	81.25
이후	17	4	437	544	general	bert	80.3309
곳	9	1	219	288	general	bert	76.0417
기억	6	1	149	192	general	bert	77.6042
영혼	1	1	27	32	general	bert	84.375
확대	7	1	185	224	general	bert	82.5893
잠깐	1	1	21	32	general	bert	65.625
제목	1	1	21	32	general	bert	65.625
발급	1	1	27	32	general	bert	84.375
하위	1	1	23	32	general	bert	71.875
이름	3	3	79	96	general	bert	82.2917
지정	3	1	81	96	general	bert	84.375
진행	4	2	112	128	general	bert	87.5
양호	1	1	27	32	general	bert	84.375
감독	9	2	228	288	general	bert	79.1667
차기	1	1	24	32	general	bert	75.0
결합	1	1	24	32	general	bert	75.0
수렴	1	1	27	32	general	bert	84.375
열매	2	1	47	64	general	bert	73.4375
가시	1	1	23	32	general	bert	71.875
염두	1	1	23	32	general	bert	71.875
토마토	1	1	21	32	general	bert	65.625
독립	1	1	22	32	general	bert	68.75
주인	1	1	28	32	general	bert	87.5
대구	1	1	26	32	general	bert	81.25
외교	2	1	53	64	general	bert	82.8125
감세	1	1	25	32	general	bert	78.125
인절미	1	1	27	32	general	bert	84.375
활용	3	1	82	96	general	bert	85.4167
가을	2	1	51	64	general	bert	79.6875
도입	4	1	104	128	general	bert	81.25
팝콘	1	1	23	32	general	bert	71.875
생각	39	3	974	1248	general	bert	78.0449
운전	1	1	25	32	general	bert	78.125
촬영	1	1	23	32	general	bert	71.875
당시	7	1	176	224	general	bert	78.5714
짐작	1	1	27	32	general	bert	84.375
처리	4	2	103	128	general	bert	80.4688
시험	6	2	168	192	general	bert	87.5
품	1	1	26	32	general	bert	81.25
이해	3	1	78	96	general	bert	81.25
등	1	1	24	32	general	bert	75.0
차이	1	1	27	32	general	bert	84.375
반장	2	1	52	64	general	bert	81.25
통로	1	1	27	32	general	bert	84.375
특허	1	1	24	32	general	bert	75.0
그림	6	1	153	192	general	bert	79.6875
소문	1	1	22	32	general	bert	68.75
지침	1	1	27	32	general	bert	84.375
우리	1	1	25	32	general	bert	78.125
가능	5	1	135	160	general	bert	84.375
생명	1	1	27	32	general	bert	84.375
유학	1	1	25	32	general	bert	78.125
지속	3	1	76	96	general	bert	79.1667
리노	1	1	27	32	general	bert	84.375
부결	2	1	49	64	general	bert	76.5625
시설	1	1	25	32	general	bert	78.125
연장	2	1	54	64	general	bert	84.375
피	1	1	27	32	general	bert	84.375
일대	1	1	27	32	general	bert	84.375
비행	2	1	50	64	general	bert	78.125
시절	6	1	155	192	general	bert	80.7292
산악	1	1	26	32	general	bert	81.25
유효	1	1	25	32	general	bert	78.125
구성	4	1	110	128	general	bert	85.9375
노선	3	2	78	96	general	bert	81.25
폴	1	1	27	32	general	bert	84.375
격리	1	1	25	32	general	bert	78.125
영역	2	1	47	64	general	bert	73.4375
입장	4	1	107	128	general	bert	83.5938
오전	1	1	26	32	general	bert	81.25
수비	2	1	54	64	general	bert	84.375
선임	1	1	27	32	general	bert	84.375
근로	1	1	27	32	general	bert	84.375
진영	1	1	21	32	general	bert	65.625
주시	1	1	29	32	general	bert	90.625
총장	4	1	103	128	general	bert	80.4688
보충	1	1	28	32	general	bert	87.5
일반	5	1	134	160	general	bert	83.75
충남	2	1	47	64	general	bert	73.4375
상처	2	2	57	64	general	bert	89.0625
발동	1	1	24	32	general	bert	75.0
끈	1	1	23	32	general	bert	71.875
품질	2	1	54	64	general	bert	84.375
김	1	1	27	32	general	bert	84.375
연설	1	1	29	32	general	bert	90.625
충성	1	1	25	32	general	bert	78.125
공식	1	1	25	32	general	bert	78.125
게임	1	1	28	32	general	bert	87.5
인재	3	2	79	96	general	bert	82.2917
편성	1	1	27	32	general	bert	84.375
학생	6	1	155	192	general	bert	80.7292
검증	1	1	27	32	general	bert	84.375
완료	2	1	51	64	general	bert	79.6875
기계	1	1	25	32	general	bert	78.125
노병	1	1	25	32	general	bert	78.125
리더십	1	1	24	32	general	bert	75.0
출신	2	1	57	64	general	bert	89.0625
지분	2	1	55	64	general	bert	85.9375
영업	1	1	30	32	general	bert	93.75
미대	1	1	24	32	general	bert	75.0
리그	1	1	26	32	general	bert	81.25
대신	4	2	106	128	general	bert	82.8125
취지	1	1	26	32	general	bert	81.25
통일	1	1	25	32	general	bert	78.125
독서	1	1	23	32	general	bert	71.875
유통	1	1	24	32	general	bert	75.0
경고	1	1	25	32	general	bert	78.125
채소	1	1	26	32	general	bert	81.25
휴식	3	1	71	96	general	bert	73.9583
소스	1	1	28	32	general	bert	87.5
영상	2	1	54	64	general	bert	84.375
폐기	1	1	21	32	general	bert	65.625
가락	1	1	20	32	general	bert	62.5
영향	5	1	130	160	general	bert	81.25
다큐멘터리	1	1	21	32	general	bert	65.625
꼴찌	1	1	28	32	general	bert	87.5
조작	1	1	20	32	general	bert	62.5
영예	1	1	27	32	general	bert	84.375
증가	2	1	52	64	general	bert	81.25
성품	1	1	21	32	general	bert	65.625
확충	2	1	52	64	general	bert	81.25
사회	5	1	128	160	general	bert	80.0
단체	2	1	52	64	general	bert	81.25
통제	2	1	50	64	general	bert	78.125
산	1	1	24	32	general	bert	75.0
광장	1	1	22	32	general	bert	68.75
피아노	1	1	27	32	general	bert	84.375
세일	1	1	22	32	general	bert	68.75
확보	2	1	55	64	general	bert	85.9375
사용	3	1	84	96	general	bert	87.5
동력	1	1	27	32	general	bert	84.375
데뷔	1	1	24	32	general	bert	75.0
법안	3	1	80	96	general	bert	83.3333
야당	4	1	107	128	general	bert	83.5938
커피	1	1	26	32	general	bert	81.25
공군	1	1	25	32	general	bert	78.125
충전	1	1	26	32	general	bert	81.25
관객	2	1	48	64	general	bert	75.0
고개	3	1	74	96	general	bert	77.0833
충동	1	1	25	32	general	bert	78.125
가축	1	1	26	32	general	bert	81.25
신당	1	1	28	32	general	bert	87.5
구청	1	1	27	32	general	bert	84.375
화제	2	2	49	64	general	bert	76.5625
권유	1	1	26	32	general	bert	81.25
브루나이	1	1	28	32	general	bert	87.5
명분	3	1	85	96	general	bert	88.5417
상한	1	1	26	32	general	bert	81.25
시각	2	2	51	64	general	bert	79.6875
시합	2	1	53	64	general	bert	82.8125
회사	1	1	29	32	general	bert	90.625
허기	1	1	24	32	general	bert	75.0
개원	1	1	25	32	general	bert	78.125
기자	2	1	60	64	general	bert	93.75
선행	1	1	24	32	general	bert	75.0
충치	1	1	24	32	general	bert	75.0
한국	32	3	801	1024	general	bert	78.2227
위	8	1	214	256	general	bert	83.5938
누명	1	1	28	32	general	bert	87.5
법령	1	1	24	32	general	bert	75.0
동네	1	1	28	32	general	bert	87.5
농부	1	1	29	32	general	bert	90.625
항소	1	1	30	32	general	bert	93.75
모습	25	2	617	800	general	bert	77.125
보고	1	1	29	32	general	bert	90.625
가족	12	2	312	384	general	bert	81.25
다이어트	1	1	23	32	general	bert	71.875
처음	6	1	161	192	general	bert	83.8542
원천	1	1	25	32	general	bert	78.125
과제	2	1	53	64	general	bert	82.8125
소명	1	1	24	32	general	bert	75.0
소	1	1	22	32	general	bert	68.75
축적	1	1	25	32	general	bert	78.125
나라	1	1	28	32	general	bert	87.5
영화	9	1	237	288	general	bert	82.2917
주차	1	1	23	32	general	bert	71.875
디자이너	1	1	28	32	general	bert	87.5
전문	1	1	25	32	general	bert	78.125
규칙	1	1	26	32	general	bert	81.25
부탁	1	1	23	32	general	bert	71.875
콘서트	1	1	27	32	general	bert	84.375
인연	3	2	76	96	general	bert	79.1667
육수	1	1	30	32	general	bert	93.75
올해	14	1	366	448	general	bert	81.6964
마지막	4	1	105	128	general	bert	82.0312
회담	2	1	45	64	general	bert	70.3125
공공	1	1	22	32	general	bert	68.75
개전	1	1	24	32	general	bert	75.0
초반	1	1	22	32	general	bert	68.75
정당	1	1	24	32	general	bert	75.0
사실	12	1	312	384	general	bert	81.25
이별	2	1	54	64	general	bert	84.375
병원	7	2	175	224	general	bert	78.125
아이	35	1	886	1120	general	bert	79.1071
선거	6	3	151	192	general	bert	78.6458
몰골	1	1	24	32	general	bert	75.0
가동	2	1	52	64	general	bert	81.25
온기	1	1	24	32	general	bert	75.0
고속	1	1	25	32	general	bert	78.125
설비	2	1	61	64	general	bert	95.3125
애송	1	1	28	32	general	bert	87.5
선고	3	2	81	96	general	bert	84.375
집회	3	1	77	96	general	bert	80.2083
병실	1	1	22	32	general	bert	68.75
공모	2	1	51	64	general	bert	79.6875
비율	3	1	79	96	general	bert	82.2917
기간	8	2	195	256	general	bert	76.1719
생활	1	1	26	32	general	bert	81.25
적성	1	1	24	32	general	bert	75.0
전과	1	1	22	32	general	bert	68.75
사진	3	1	78	96	general	bert	81.25
운동	3	1	78	96	general	bert	81.25
포함	9	1	236	288	general	bert	81.9444
산하	1	1	25	32	general	bert	78.125
공석	1	1	20	32	general	bert	62.5
경제	8	1	199	256	general	bert	77.7344
고객	4	1	107	128	general	bert	83.5938
과정	3	3	77	96	general	bert	80.2083
미	2	1	49	64	general	bert	76.5625
선박	1	1	27	32	general	bert	84.375
형	4	2	107	128	general	bert	83.5938
보합	1	1	29	32	general	bert	90.625
일행	1	1	24	32	general	bert	75.0
당초	2	1	42	64	general	bert	65.625
이식	1	1	25	32	general	bert	78.125
심통	1	1	24	32	general	bert	75.0
기본	1	1	23	32	general	bert	71.875
수출	2	1	45	64	general	bert	70.3125
네덜란드	2	1	47	64	general	bert	73.4375
방침	2	1	55	64	general	bert	85.9375
소녀	3	1	87	96	general	bert	90.625
철학	1	1	22	32	general	bert	68.75
국민	12	1	293	384	general	bert	76.3021
선발	2	1	54	64	general	bert	84.375
조리	1	1	27	32	general	bert	84.375
돈	17	1	428	544	general	bert	78.6765
선장	1	1	25	32	general	bert	78.125
