lexeme	ambiguous	mode	model	score
아수라	0	general	w2v	64.0898
본격	0	general	w2v	63.4568
탈당	0	general	w2v	62.2276
제자	0	general	w2v	61.6307
불화	0	general	w2v	61.4833
다롄	0	general	w2v	61.5752
상담	0	general	w2v	60.7059
반문	0	general	w2v	60.7981
순례	1	general	w2v	61.0723
전기	0	general	w2v	61.6092
초점	1	general	w2v	61.959
에너지	1	general	w2v	60.0442
예시	0	general	w2v	59.9119
기타	1	general	w2v	59.1304
벨기에	0	general	w2v	59.3952
홈	0	general	w2v	59.1398
야	0	general	w2v	58.8865
생강	0	general	w2v	58.7607
일대	0	general	w2v	58.1395
차단	1	general	w2v	56.5844
향응	0	general	w2v	56.7623
밖	1	general	w2v	59.0291
백방	0	general	w2v	58.9147
명	0	general	w2v	58.2375
전구	0	general	w2v	58.1262
소지	1	general	w2v	58.365
전방	0	general	w2v	58.444
비서	1	general	w2v	58.9888
전지	1	general	w2v	58.6592
함선	0	general	w2v	58.5502
도심	0	general	w2v	57.9044
편지	0	general	w2v	59.18
에스토니아	0	general	w2v	59.2527
영사	0	general	w2v	59.1474
원폭	0	general	w2v	59.292
리시브	0	general	w2v	59.1873
전집	0	general	w2v	59.0829
특보	0	general	w2v	59.1549
갈망	0	general	w2v	59.2267
호흡	1	general	w2v	59.0193
과반	1	general	w2v	59.1623
검토	1	general	w2v	61.3861
전철	0	general	w2v	61.0837
장담	0	general	w2v	60.9836
포메이션	0	general	w2v	60.8838
해법	1	general	w2v	61.1382
억제	0	general	w2v	60.8414
의중	0	general	w2v	60.7431
현혹	0	general	w2v	60.8065
곤혹	0	general	w2v	60.6109
동의	1	general	w2v	59.0909
국과수	0	general	w2v	58.9984
퇴임	0	general	w2v	58.8144
리콜	0	general	w2v	58.4496
바이오시밀러	0	general	w2v	58.2689
편입	0	general	w2v	57.7335
사안	1	general	w2v	58.806
부업	0	general	w2v	58.631
포르투갈	0	general	w2v	58.457
카자흐	0	general	w2v	58.3704
방송	0	general	w2v	55.7284
영혼	1	general	w2v	55.9155
숙청	0	general	w2v	55.8368
관점	1	general	w2v	56.3889
프레임	0	general	w2v	56.3107
배출	0	general	w2v	56.4917
정품	0	general	w2v	56.4138
세르비아	0	general	w2v	56.3361
부탁	0	general	w2v	55.7221
알코올	0	general	w2v	55.5707
뮤지컬	0	general	w2v	55.3451
방	1	general	w2v	56.117
복구	0	general	w2v	56.3492
우루과이	0	general	w2v	56.1265
나토	0	general	w2v	55.9055
필사	0	general	w2v	55.8322
저하	1	general	w2v	55.4688
초빙	0	general	w2v	55.5267
수학	0	general	w2v	55.3826
잔치	0	general	w2v	55.3109
파계	0	general	w2v	55.2393
초콜릿	0	general	w2v	55.2972
시내	0	general	w2v	54.7315
실점	0	general	w2v	55.0191
위치	1	general	w2v	55.6391
아우터	0	general	w2v	55.5695
상	1	general	w2v	55.7908
야후	0	general	w2v	55.6522
추출	1	general	w2v	55.7621
방면	0	general	w2v	55.6931
일간	0	general	w2v	55.9656
빙수	0	general	w2v	56.0736
요원	0	general	w2v	55.7998
신부	1	general	w2v	56.068
출몰	0	general	w2v	56.1212
강호	0	general	w2v	56.1743
차질	1	general	w2v	55.5024
반도	0	general	w2v	55.4361
군단	1	general	w2v	55.648
덕분	0	general	w2v	55.0588
백제	0	general	w2v	55.1643
진상	0	general	w2v	54.7786
심경	0	general	w2v	54.6512
잉어	0	general	w2v	54.5877
통계	0	general	w2v	54.3353
중대	1	general	w2v	54.6498
구성	1	general	w2v	52.4229
잡지	0	general	w2v	52.2503
패스	0	general	w2v	52.0788
선의	1	general	w2v	52.2356
설치	1	general	w2v	50.368
재경	0	general	w2v	50.3151
후속	0	general	w2v	50.5747
환급	0	general	w2v	50.5219
자료	1	general	w2v	52.5526
상주	1	general	w2v	52.6946
사설	0	general	w2v	52.5373
결산	0	general	w2v	52.4851
수습	1	general	w2v	52.2772
훼손	1	general	w2v	52.6057
타인	0	general	w2v	52.6523
화분	0	general	w2v	52.6006
최종	0	general	w2v	51.0476
철분	0	general	w2v	50.999
의술	0	general	w2v	50.9506
한족	0	general	w2v	51.0436
결방	0	general	w2v	51.09
방어	1	general	w2v	51.2748
코미디	0	general	w2v	51.2264
잡스	0	general	w2v	51.0338
코	0	general	w2v	51.1715
산실	0	general	w2v	51.1236
당내	0	general	w2v	50.3226
상실	0	general	w2v	50.0917
나비	0	general	w2v	50.0458
대서	0	general	w2v	50.0
입건	0	general	w2v	50.1825
서비스	1	general	w2v	52.1472
봉	0	general	w2v	52.1891
고수	1	general	w2v	52.0524
방미	0	general	w2v	52.136
멘털	0	general	w2v	52.0906
열흘	0	general	w2v	52.0
공조	1	general	w2v	52.2078
이중	0	general	w2v	52.1626
책자	0	general	w2v	52.204
심화	1	general	w2v	52.6946
남미	0	general	w2v	52.6046
단기	0	general	w2v	52.3364
환기	0	general	w2v	52.2477
근본	0	general	w2v	52.071
공주	0	general	w2v	52.1115
속초	0	general	w2v	52.0675
승부	0	general	w2v	51.6318
소녀	0	general	w2v	51.4595
유능	0	general	w2v	51.3739
평균	0	general	w2v	50.3263
가와사키	0	general	w2v	50.3667
흠	0	general	w2v	50.3257
국군	0	general	w2v	50.4468
진단	1	general	w2v	50.6472
난국	0	general	w2v	50.727
코트	0	general	w2v	50.6452
취락	0	general	w2v	50.6044
대조	0	general	w2v	50.5229
치중	0	general	w2v	50.4418
달러	0	general	w2v	50.2802
물자	0	general	w2v	50.24
형편	1	general	w2v	50.0398
명동	0	general	w2v	50.0
사장	1	general	w2v	47.8659
수립	0	general	w2v	47.5038
입양	0	general	w2v	47.3605
노승	0	general	w2v	47.3248
심장	0	general	w2v	47.4041
상품	1	general	w2v	48.1069
경호	0	general	w2v	48.1838
양식	0	general	w2v	48.1125
외신	0	general	w2v	47.9351
팽배	0	general	w2v	47.8645
엘리베이터	0	general	w2v	47.9029
유보	0	general	w2v	47.9412
다수	0	general	w2v	47.7306
납득	0	general	w2v	47.5912
회장	1	general	w2v	51.322
신형	0	general	w2v	51.1832
장점	0	general	w2v	51.1141
예전	1	general	w2v	51.7011
유토피아	0	general	w2v	51.6667
정밀	0	general	w2v	51.4608
황해북도	0	general	w2v	51.493
배려	0	general	w2v	51.1199
배추	0	general	w2v	51.1842
전수	1	general	w2v	51.1155
태산	0	general	w2v	51.0485
모험	0	general	w2v	50.9817
원저	0	general	w2v	50.9483
파견	0	general	w2v	50.5188
안변	0	general	w2v	50.4861
농락	0	general	w2v	50.4534
편향	0	general	w2v	50.4854
사기	1	general	w2v	50.7088
제재	1	general	w2v	51.3977
학점	0	general	w2v	51.3651
일조	1	general	w2v	51.4575
단일	0	general	w2v	51.425
화제	1	general	w2v	51.4864
럭셔리	0	general	w2v	51.5171
소설	1	general	w2v	51.7913
입영	0	general	w2v	51.8519
사병	0	general	w2v	51.9424
계도	0	general	w2v	51.9724
궁핍	0	general	w2v	51.9399
중복	0	general	w2v	51.9074
지략	0	general	w2v	51.9375
괴롭힘	0	general	w2v	51.8727
조직	1	general	w2v	52.4661
학살	0	general	w2v	52.2727
예측	0	general	w2v	52.1127
객주	0	general	w2v	52.0808
약품	0	general	w2v	52.1101
반항	0	general	w2v	52.0782
칠기	0	general	w2v	52.0464
폭력	0	general	w2v	51.7933
억압	1	general	w2v	51.7304
잣	0	general	w2v	51.699
곽	0	general	w2v	51.6364
장갑	0	general	w2v	51.7241
전국	1	general	w2v	50.6517
주필	0	general	w2v	50.6217
정리	1	general	w2v	51.0563
현지	1	general	w2v	51.6241
옥	0	general	w2v	51.6522
암반	0	general	w2v	51.7082
파트너	0	general	w2v	51.5291
답방	0	general	w2v	51.6129
풍경	1	general	w2v	51.7241
토플	0	general	w2v	51.6944
탕진	0	general	w2v	51.6648
사방	0	general	w2v	51.6925
중구	1	general	w2v	51.8031
엄벌	0	general	w2v	51.8307
침해	0	general	w2v	52.1047
집행	1	general	w2v	52.4831
창고	0	general	w2v	52.4535
만해	0	general	w2v	52.4239
외상	0	general	w2v	52.2472
빚	0	general	w2v	52.0717
흡수	1	general	w2v	52.2055
파	0	general	w2v	52.1763
최저	0	general	w2v	52.1182
건수	0	general	w2v	52.0312
집계	0	general	w2v	52.1111
예년	0	general	w2v	52.0533
공평	0	general	w2v	52.0244
김포	0	general	w2v	51.9668
소관	0	general	w2v	52.073
조서	0	general	w2v	52.0442
충전	1	general	w2v	52.0971
대행	1	general	w2v	52.1499
동족	0	general	w2v	52.0925
임상	0	general	w2v	52.0352
상공	0	general	w2v	52.0066
확보	1	general	w2v	53.2905
반면	0	general	w2v	52.3384
목적	1	general	w2v	51.7941
대첩	0	general	w2v	51.7672
방해	0	general	w2v	51.9171
모래	0	general	w2v	51.8634
안위	0	general	w2v	51.8365
위인	0	general	w2v	51.8097
적	1	general	w2v	51.9092
존재	1	general	w2v	52.1069
소식	1	general	w2v	52.5217
전용	1	general	w2v	52.3882
혐의	1	general	w2v	53.7968
연비	0	general	w2v	53.7703
바나나	0	general	w2v	53.7438
사법	0	general	w2v	53.6909
전황	0	general	w2v	53.7137
이력	0	general	w2v	53.6609
에이피	0	general	w2v	53.6837
강북	0	general	w2v	53.7064
열망	0	general	w2v	53.7518
업체	1	general	w2v	54.7939
용납	0	general	w2v	54.8155
생애	0	general	w2v	54.8372
상하이	0	general	w2v	54.7323
징계	1	general	w2v	54.2397
전보	0	general	w2v	54.1884
세미나	0	general	w2v	54.1627
울타리	0	general	w2v	54.206
음지	0	general	w2v	54.1804
피곤	0	general	w2v	54.1549
종목	1	general	w2v	53.9765
닉슨	0	general	w2v	53.9511
가자	0	general	w2v	53.9257
비디오	0	general	w2v	53.8498
사측	0	general	w2v	53.8245
기술	1	general	w2v	54.8831
생사	0	general	w2v	54.8579
열람	0	general	w2v	54.9199
혼례	0	general	w2v	54.8948
야인	0	general	w2v	54.9154
일생	0	general	w2v	54.8903
성격	1	general	w2v	55.116
안전	0	general	w2v	54.3254
경주	0	general	w2v	54.2525
요소	1	general	w2v	54.4157
조련	0	general	w2v	54.3914
매춘	0	general	w2v	54.3672
구석	0	general	w2v	54.343
양질	0	general	w2v	54.2222
가보	0	general	w2v	54.1981
노제	0	general	w2v	54.126
출판	0	general	w2v	54.102
언급	0	general	w2v	53.6264
복장	0	general	w2v	53.5793
포함	1	general	w2v	54.7904
마이애미	0	general	w2v	54.7436
기분	1	general	w2v	55.0318
적자	1	general	w2v	55.1081
존폐	0	general	w2v	55.0847
여진	0	general	w2v	54.9915
반대	1	general	w2v	56.0512
진품	0	general	w2v	56.0281
개명	0	general	w2v	55.9818
예정	0	general	w2v	54.7177
친구	1	general	w2v	55.1875
부모	0	general	w2v	54.881
욕설	0	general	w2v	54.8157
역전	1	general	w2v	54.8694
퍼트	0	general	w2v	54.8476
광산	0	general	w2v	54.8655
빈혈	0	general	w2v	54.8834
구역	1	general	w2v	55.0079
여름	0	general	w2v	55.2022
후학	0	general	w2v	55.1805
기력	0	general	w2v	55.1589
정보	1	general	w2v	55.8687
주권	0	general	w2v	55.8472
시신	0	general	w2v	55.8256
양상	0	general	w2v	55.7181
이사	1	general	w2v	55.9724
빅딜	0	general	w2v	55.9296
분포	0	general	w2v	55.9082
모친	0	general	w2v	55.8869
회신	0	general	w2v	55.9206
묵	0	general	w2v	55.8992
품격	0	general	w2v	55.8779
임용	1	general	w2v	55.9115
품종	1	general	w2v	55.9451
오답	0	general	w2v	55.9238
여가	0	general	w2v	55.9406
게시	0	general	w2v	55.9193
초등	0	general	w2v	55.8768
세배	0	general	w2v	55.8555
선물	0	general	w2v	55.5178
상징	0	general	w2v	55.3713
총재	1	general	w2v	55.2256
노원	0	general	w2v	55.2048
침체	0	general	w2v	55.3391
사죄	1	general	w2v	55.2976
해적	0	general	w2v	55.3311
종양	0	general	w2v	55.3104
관제	0	general	w2v	55.2897
지구	1	general	w2v	55.4396
살림	0	general	w2v	55.4894
농협	0	general	w2v	55.4688
걸음	1	general	w2v	55.5184
아프간	0	general	w2v	55.6338
구실	0	general	w2v	55.6667
왕족	0	general	w2v	55.6461
품질	0	general	w2v	55.8422
정치	1	general	w2v	56.5627
내전	0	general	w2v	56.5013
고분	0	general	w2v	56.517
출원	1	general	w2v	56.5642
매사	0	general	w2v	56.5799
답변	0	general	w2v	56.4167
공기	1	general	w2v	56.4795
유착	0	general	w2v	56.4388
보존	0	general	w2v	56.595
알카에다	0	general	w2v	56.514
접수	0	general	w2v	56.3929
스코어	0	general	w2v	56.3727
급여	1	general	w2v	56.2723
율곡	0	general	w2v	56.2879
오마주	0	general	w2v	56.2678
숙식	0	general	w2v	56.2989
유예	1	general	w2v	56.3455
수리	1	general	w2v	56.2456
프레슬리	0	general	w2v	56.2256
특채	0	general	w2v	56.1857
중순	0	general	w2v	56.3251
지오피	0	general	w2v	56.3052
패권	0	general	w2v	56.2853
가름	0	general	w2v	56.2654
브루나이	0	general	w2v	56.2456
시리아	0	general	w2v	56.0941
보	0	general	w2v	56.1404
해태	0	general	w2v	56.1207
단위	1	general	w2v	56.1975
사의	1	general	w2v	56.2587
평창	0	general	w2v	56.0237
공수	0	general	w2v	56.0042
독성	1	general	w2v	55.9263
박스	0	general	w2v	55.9416
필자	0	general	w2v	55.9222
브리핑	0	general	w2v	55.9834
육체	0	general	w2v	55.9639
생각	1	general	w2v	58.0443
투타	0	general	w2v	58.0251
승격	0	general	w2v	58.0059
경매	0	general	w2v	58.0475
발견	0	general	w2v	58.2266
홍수	0	general	w2v	58.2403
홈런	0	general	w2v	58.2951
안건	0	general	w2v	58.2187
상영	0	general	w2v	58.1563
발행	1	general	w2v	58.3333
복용	1	general	w2v	58.2954
확인	1	general	w2v	59.172
창조	0	general	w2v	59.198
방향	1	general	w2v	58.7121
출품	0	general	w2v	58.7251
환원	0	general	w2v	58.7382
악셀	0	general	w2v	58.7196
유포	0	general	w2v	58.6641
당근	0	general	w2v	58.6272
국토	0	general	w2v	58.6088
온도	0	general	w2v	58.5719
국민	1	general	w2v	59.9331
배포	0	general	w2v	59.9696
질	1	general	w2v	60.1272
엄마	1	general	w2v	59.9457
농성	0	general	w2v	59.8193
역투	0	general	w2v	59.8013
쓰나미	0	general	w2v	59.7833
더미	0	general	w2v	59.7653
평일	0	general	w2v	59.7895
이외	0	general	w2v	59.6102
이식	1	general	w2v	59.6465
박차	0	general	w2v	59.6707
명곡	0	general	w2v	59.6349
후임	0	general	w2v	59.6171
명칭	0	general	w2v	59.5103
가락	0	general	w2v	59.4925
협력	0	general	w2v	58.9994
댐	0	general	w2v	59.0115
렌더링	0	general	w2v	58.9941
가난	0	general	w2v	58.9243
피의	0	general	w2v	58.9069
벽면	0	general	w2v	58.9191
한파	0	general	w2v	58.9017
친필	0	general	w2v	58.8843
새벽	0	general	w2v	58.6937
커뮤니케이션	0	general	w2v	58.6765
하천	0	general	w2v	58.6886
내성	0	general	w2v	58.7008
외모	0	general	w2v	58.6663
시청	1	general	w2v	58.739
이첩	0	general	w2v	58.7218
노장	1	general	w2v	58.746
심정	0	general	w2v	58.7116
후배	1	general	w2v	58.6671
구도	0	general	w2v	58.6328
역지사지	0	general	w2v	58.6449
주석단	0	general	w2v	58.6277
아쉬움	0	general	w2v	58.5593
서식	0	general	w2v	58.5423
디스카운트	0	general	w2v	58.5544
상황	1	general	w2v	60.1346
쌀	0	general	w2v	60.084
점철	0	general	w2v	60.0952
사즉생	0	general	w2v	60.1064
총기	0	general	w2v	60.0896
부하	1	general	w2v	60.1119
장식	0	general	w2v	60.0951
마피아	0	general	w2v	60.0783
폭등	0	general	w2v	60.0894
재계	0	general	w2v	60.0056
승진	1	general	w2v	60.0613
환승	0	general	w2v	60.0836
센터	1	general	w2v	60.2386
중시	0	general	w2v	60.3047
컨디션	0	general	w2v	60.2713
투병	0	general	w2v	60.2546
직위	0	general	w2v	60.2213
본국	0	general	w2v	60.2046
책사	0	general	w2v	60.188
해커	0	general	w2v	60.1381
암	1	general	w2v	60.1931
부안	0	general	w2v	60.1765
극도	0	general	w2v	60.1599
자율	0	general	w2v	60.2038
아픔	0	general	w2v	60.1541
부채	0	general	w2v	60.2198
출입	0	general	w2v	60.2416
본명	0	general	w2v	60.2525
금액	0	general	w2v	60.1041
종단	0	general	w2v	60.0876
하드웨어	0	general	w2v	60.0712
흉물	0	general	w2v	60.093
단원	0	general	w2v	60.1039
재임	0	general	w2v	60.0546
고가	1	general	w2v	59.9564
조명	1	general	w2v	59.891
괴담	0	general	w2v	59.9238
응원	1	general	w2v	59.7124
소프트웨어	0	general	w2v	59.7343
이스라엘	1	general	w2v	59.7997
환상	0	general	w2v	59.7835
응수	0	general	w2v	59.7673
분가	0	general	w2v	59.7511
학원	1	general	w2v	59.8055
심층	0	general	w2v	59.7571
부분	0	general	w2v	60.1656
퇴장	0	general	w2v	60.1335
엿새	0	general	w2v	60.1175
만두	0	general	w2v	60.1014
트레이너	0	general	w2v	60.0694
비거	0	general	w2v	60.0533
스코틀랜드	0	general	w2v	60.064
당시	1	general	w2v	60.8673
차액	0	general	w2v	60.8514
유혹	0	general	w2v	60.8355
쿠데타	0	general	w2v	60.8196
약	1	general	w2v	60.8605
선정	1	general	w2v	61.1241
독려	0	general	w2v	61.0766
가평	0	general	w2v	61.0608
일련	0	general	w2v	61.045
질병	0	general	w2v	60.9662
추격	0	general	w2v	61.0065
수퍼스타	0	general	w2v	60.9907
피파	0	general	w2v	61.0008
기본	0	general	w2v	61.1411
규약	0	general	w2v	61.0783
체코	0	general	w2v	61.0626
작품	1	general	w2v	61.37
위로	1	general	w2v	61.4289
이륙	0	general	w2v	61.4133
분야	0	general	w2v	60.673
소환	0	general	w2v	60.5817
빈도	0	general	w2v	60.5666
임의	0	general	w2v	60.5362
잔	1	general	w2v	60.5757
협찬	0	general	w2v	60.5606
악어	0	general	w2v	60.5454
합산	0	general	w2v	60.5651
포털	0	general	w2v	60.5197
욕망	0	general	w2v	60.5395
약물	0	general	w2v	60.569
대어	0	general	w2v	60.5539
지	0	general	w2v	60.5388
세비	0	general	w2v	60.5086
연예	0	general	w2v	60.4935
후	1	general	w2v	61.0278
잠입	0	general	w2v	60.9978
세금	0	general	w2v	60.6994
사물	0	general	w2v	60.6846
중심	1	general	w2v	61.1875
갤러리	0	general	w2v	61.158
노병	1	general	w2v	61.1768
글씨	0	general	w2v	61.162
우루무치	0	general	w2v	61.1473
저자	0	general	w2v	61.0443
개비	0	general	w2v	61.0296
분별	0	general	w2v	61.039
기권	0	general	w2v	61.0243
매뉴얼	0	general	w2v	60.9803
향배	0	general	w2v	60.951
라디오	0	general	w2v	61.0165
소	1	general	w2v	60.9581
탈출	0	general	w2v	60.9289
군림	0	general	w2v	60.9143
엘리트	0	general	w2v	60.8997
최고	1	general	w2v	61.298
공판	0	general	w2v	61.211
왕	0	general	w2v	61.182
손	1	general	w2v	61.5367
가능	1	general	w2v	61.9291
친선	0	general	w2v	61.9003
정국	1	general	w2v	61.8573
퇴학	0	general	w2v	61.8287
고종	1	general	w2v	61.864
기한	1	general	w2v	61.8816
호감	0	general	w2v	61.8673
당직	0	general	w2v	61.885
학위	0	general	w2v	61.8421
원형	0	general	w2v	61.8136
근처	0	general	w2v	61.7281
폭설	0	general	w2v	61.7139
감안	1	general	w2v	61.9069
현금	1	general	w2v	61.9418
빌미	0	general	w2v	61.871
사냥	0	general	w2v	61.8286
겸손	0	general	w2v	61.8003
고기	0	general	w2v	61.7721
대물	0	general	w2v	61.758
한량	0	general	w2v	61.7439
의문	0	general	w2v	61.5612
확률	0	general	w2v	61.5052
깨달음	0	general	w2v	61.514
조치	1	general	w2v	61.766
아이돌	0	general	w2v	61.6825
혹사	0	general	w2v	61.6685
원격	0	general	w2v	61.6546
안보	0	general	w2v	61.4331
삼	0	general	w2v	61.4193
시리즈	1	general	w2v	61.4885
수심	0	general	w2v	61.4747
신원	0	general	w2v	61.4609
완성	0	general	w2v	61.3372
일반	1	general	w2v	60.9962
대치	0	general	w2v	60.9691
역무	0	general	w2v	60.9778
주자	0	general	w2v	60.9372
티켓	0	general	w2v	60.9236
양국	1	general	w2v	61.0792
보류	0	general	w2v	61.105
의사	1	general	w2v	61.2932
신협	0	general	w2v	61.2797
사망	1	general	w2v	61.4408
잠재	0	general	w2v	61.4273
낙찰	0	general	w2v	61.4139
공익	0	general	w2v	61.387
심통	0	general	w2v	61.3736
단식	1	general	w2v	61.4242
맥아더	0	general	w2v	61.4326
거짓	0	general	w2v	61.4663
외면	1	general	w2v	61.5167
타점	0	general	w2v	61.4899
용인	0	general	w2v	61.4631
나락	0	general	w2v	61.4497
자손	0	general	w2v	61.4363
부각	1	general	w2v	61.4866
박식	0	general	w2v	61.495
코스타리카	0	general	w2v	61.5034
후면	0	general	w2v	61.5117
페루	0	general	w2v	61.485
환자	1	general	w2v	61.7177
원료	0	general	w2v	61.6911
재력	0	general	w2v	61.6778
가족	1	general	w2v	62.1028
역량	0	general	w2v	62.2638
병행	0	general	w2v	62.145
명기	0	general	w2v	62.1318
영역	0	general	w2v	62.0004
변	1	general	w2v	62.0245
연관	1	general	w2v	62.0886
외화	0	general	w2v	62.0755
운영	1	general	w2v	61.4277
지디피	0	general	w2v	61.4149
인턴십	0	general	w2v	61.402
작동	0	general	w2v	61.3253
부결	0	general	w2v	61.2742
정의	1	general	w2v	61.3145
착용	0	general	w2v	61.3017
소서	0	general	w2v	61.289
괴리	0	general	w2v	61.2762
유독	0	general	w2v	61.2635
순서	1	general	w2v	61.2796
봉직	0	general	w2v	61.2876
경인	0	general	w2v	61.2622
수방	0	general	w2v	61.2702
기	1	general	w2v	61.118
점포	0	general	w2v	61.0801
일치	0	general	w2v	61.0674
락까	0	general	w2v	61.0548
입안	0	general	w2v	61.0422
신중	0	general	w2v	60.8911
의거	0	general	w2v	60.8785
라운드	0	general	w2v	60.8158
꼴찌	0	general	w2v	60.8239
상당	0	general	w2v	60.5123
리스트	0	general	w2v	60.4751
계급	0	general	w2v	60.4627
근절	1	general	w2v	60.4133
부위	1	general	w2v	60.3762
중반	0	general	w2v	60.3924
구단	1	general	w2v	60.5295
변모	1	general	w2v	60.5049
자국	1	general	w2v	60.5531
항소	1	general	w2v	60.5931
병원	1	general	w2v	60.8081
유임	0	general	w2v	60.7835
중층	0	general	w2v	60.7914
공부	1	general	w2v	60.9177
사옥	1	general	w2v	60.9413
거론	0	general	w2v	60.8556
불행	1	general	w2v	60.887
이유	1	general	w2v	60.2343
쿤밍	0	general	w2v	60.2422
휴직	0	general	w2v	60.2302
적금	0	general	w2v	60.2183
폭동	0	general	w2v	60.2063
한미일	0	general	w2v	60.1944
번호	1	general	w2v	60.2259
제의	1	general	w2v	60.2889
선대위	0	general	w2v	60.2293
님비	0	general	w2v	60.2174
은닉	0	general	w2v	60.2253
순천	0	general	w2v	60.2015
이메일	0	general	w2v	60.2093
징용	0	general	w2v	60.1974
만혼	0	general	w2v	60.1856
채소	0	general	w2v	60.1737
암시	0	general	w2v	60.1618
충남	0	general	w2v	60.2011
열풍	0	general	w2v	60.1773
지번	0	general	w2v	60.1655
취하	0	general	w2v	60.1536
단축	0	general	w2v	60.1378
교신	0	general	w2v	60.1023
케이블	0	general	w2v	60.0669
에이스	0	general	w2v	60.055
펜스	0	general	w2v	60.0629
세간	0	general	w2v	60.0707
오류	0	general	w2v	60.0471
불구	0	general	w2v	60.0353
이탈	0	general	w2v	60.0118
구조	1	general	w2v	59.859
홀	0	general	w2v	59.8239
피자	0	general	w2v	59.8122
북극	0	general	w2v	59.8005
카운티	0	general	w2v	59.7888
지하	0	general	w2v	59.7304
주전	0	general	w2v	59.707
혈관	0	general	w2v	59.7149
양자	0	general	w2v	59.6799
도발	1	general	w2v	59.5637
컨테이너	1	general	w2v	59.5873
진흥	0	general	w2v	59.5952
서울	1	general	w2v	58.1687
과장	1	general	w2v	57.9924
사체	0	general	w2v	57.9814
이니셔티브	0	general	w2v	57.9705
추후	0	general	w2v	58.0261
개편	1	general	w2v	58.1053
천체	0	general	w2v	58.1132
스승	0	general	w2v	58.0803
채용	1	general	w2v	58.2143
매너	0	general	w2v	58.2033
곡선	0	general	w2v	58.1924
평소	0	general	w2v	58.0289
피부	0	general	w2v	58.0603
도입	0	general	w2v	57.5431
바닥	0	general	w2v	57.5218
관장	1	general	w2v	57.5375
준용	0	general	w2v	57.5454
부지런	0	general	w2v	57.5348
한자	0	general	w2v	57.5426
창	0	general	w2v	57.5213
휴양	0	general	w2v	57.5107
병실	0	general	w2v	57.5
당일	0	general	w2v	57.4149
불리	0	general	w2v	57.3725
초안	0	general	w2v	57.3301
구위	0	general	w2v	57.3195
인생	1	general	w2v	57.4452
투구	0	general	w2v	57.4347
징표	0	general	w2v	57.4241
디저트	0	general	w2v	57.4135
지표	0	general	w2v	57.3713
구경	0	general	w2v	57.3502
다리	1	general	w2v	57.3894
고발	1	general	w2v	57.4441
만화	0	general	w2v	57.4335
공문	0	general	w2v	57.3915
의견	1	general	w2v	57.7628
소스	0	general	w2v	57.7524
강조	0	general	w2v	57.481
제사	0	general	w2v	57.4887
본교	0	general	w2v	57.4783
취향	0	general	w2v	57.5014
오엘이디	0	general	w2v	57.491
투하	0	general	w2v	57.4702
의제	1	general	w2v	57.5315
고갈	1	general	w2v	57.5108
민선	0	general	w2v	57.4901
야망	0	general	w2v	57.4797
화엄	0	general	w2v	57.4874
재건	0	general	w2v	57.5027
벌타	0	general	w2v	57.482
헌화	0	general	w2v	57.4717
대담	0	general	w2v	57.4613
