lexeme	ambiguous	mode	model	score
회장	1	weighted	bert	46.7742
정밀	0	weighted	bert	46.0317
파견	0	weighted	bert	46.875
사기	1	weighted	bert	47.6923
화제	1	weighted	bert	48.4848
소설	1	weighted	bert	47.7612
조직	1	weighted	bert	48.5294
예측	0	weighted	bert	49.2754
반항	0	weighted	bert	50.0
억압	1	weighted	bert	50.7042
정리	1	weighted	bert	51.3889
사방	0	weighted	bert	50.6849
집행	1	weighted	bert	51.3514
충전	1	weighted	bert	52.0
확보	1	weighted	bert	52.6316
목적	1	weighted	bert	53.2468
존재	1	weighted	bert	53.8462
소식	1	weighted	bert	54.4304
전용	1	weighted	bert	55.0
업체	1	weighted	bert	54.321
생애	0	weighted	bert	53.6585
징계	1	weighted	bert	54.2169
종목	1	weighted	bert	54.7619
기술	1	weighted	bert	55.2941
성격	1	weighted	bert	55.814
안전	0	weighted	bert	55.1724
가보	0	weighted	bert	54.5455
포함	1	weighted	bert	53.9326
기분	1	weighted	bert	53.3333
여진	0	weighted	bert	52.7473
반대	1	weighted	bert	52.1739
예정	0	weighted	bert	51.6129
친구	1	weighted	bert	51.0638
정보	1	weighted	bert	51.5789
묵	0	weighted	bert	52.0833
임용	1	weighted	bert	52.5773
초등	0	weighted	bert	52.0408
세배	0	weighted	bert	52.5253
선물	0	weighted	bert	52.0
해적	0	weighted	bert	52.4752
살림	0	weighted	bert	52.9412
품질	0	weighted	bert	52.4272
접수	0	weighted	bert	51.9231
숙식	0	weighted	bert	51.4286
브루나이	0	weighted	bert	51.8868
시리아	0	weighted	bert	52.3364
단위	1	weighted	bert	52.7778
생각	1	weighted	bert	52.2936
발견	0	weighted	bert	51.8182
발행	1	weighted	bert	52.2523
확인	1	weighted	bert	51.7857
창조	0	weighted	bert	51.3274
국민	1	weighted	bert	51.7544
이외	0	weighted	bert	52.1739
이식	1	weighted	bert	52.5862
가락	0	weighted	bert	52.1368
협력	0	weighted	bert	52.5424
새벽	0	weighted	bert	52.9412
상황	1	weighted	bert	52.5
투병	0	weighted	bert	52.8926
자율	0	weighted	bert	52.459
출입	0	weighted	bert	52.0325
금액	0	weighted	bert	51.6129
응원	1	weighted	bert	52.0
학원	1	weighted	bert	52.381
부분	0	weighted	bert	52.7559
퇴장	0	weighted	bert	52.3438
당시	1	weighted	bert	51.938
유혹	0	weighted	bert	52.3077
약	1	weighted	bert	52.6718
선정	1	weighted	bert	53.0303
기본	0	weighted	bert	53.3835
작품	1	weighted	bert	53.7313
이륙	0	weighted	bert	54.0741
분야	0	weighted	bert	53.6765
빈도	0	weighted	bert	54.0146
잔	1	weighted	bert	54.3478
후	1	weighted	bert	53.9568
세금	0	weighted	bert	54.2857
중심	1	weighted	bert	54.6099
노병	1	weighted	bert	54.9296
개비	0	weighted	bert	54.5455
라디오	0	weighted	bert	54.1667
소	1	weighted	bert	54.4828
최고	1	weighted	bert	54.1096
손	1	weighted	bert	54.4218
가능	1	weighted	bert	54.0541
당직	0	weighted	bert	53.6913
근처	0	weighted	bert	54.0
조치	1	weighted	bert	54.3046
일반	1	weighted	bert	54.6053
대치	0	weighted	bert	54.902
사망	1	weighted	bert	55.1948
공익	0	weighted	bert	54.8387
심통	0	weighted	bert	55.1282
거짓	0	weighted	bert	54.7771
환자	1	weighted	bert	55.0633
가족	1	weighted	bert	54.717
역량	0	weighted	bert	55.0
영역	0	weighted	bert	54.6584
운영	1	weighted	bert	54.9383
지디피	0	weighted	bert	55.2147
작동	0	weighted	bert	54.878
부결	0	weighted	bert	54.5455
입안	0	weighted	bert	54.8193
신중	0	weighted	bert	55.0898
꼴찌	0	weighted	bert	55.3571
구단	1	weighted	bert	55.0296
항소	1	weighted	bert	55.2941
병원	1	weighted	bert	55.5556
공부	1	weighted	bert	55.2326
사옥	1	weighted	bert	55.4913
불행	1	weighted	bert	55.7471
이유	1	weighted	bert	56.0
채소	0	weighted	bert	56.25
충남	0	weighted	bert	56.4972
케이블	0	weighted	bert	56.1798
구조	1	weighted	bert	56.4246
지하	0	weighted	bert	56.6667
컨테이너	1	weighted	bert	56.3536
서울	1	weighted	bert	56.5934
개편	1	weighted	bert	56.8306
스승	0	weighted	bert	57.0652
채용	1	weighted	bert	57.2973
곡선	0	weighted	bert	56.9892
도입	0	weighted	bert	56.6845
병실	0	weighted	bert	56.9149
당일	0	weighted	bert	57.1429
지표	0	weighted	bert	57.3684
의견	1	weighted	bert	57.0681
소스	0	weighted	bert	56.7708
강조	0	weighted	bert	56.9948
의제	1	weighted	bert	56.701
화엄	0	weighted	bert	56.4103
압박	1	weighted	bert	56.6327
집착	0	weighted	bert	56.3452
정신	1	weighted	bert	56.5657
연회	0	weighted	bert	56.7839
이행	0	weighted	bert	56.5
출신	0	weighted	bert	56.2189
연휴	0	weighted	bert	55.9406
온기	0	weighted	bert	55.665
결승	0	weighted	bert	55.3922
표시	1	weighted	bert	55.6098
이해	1	weighted	bert	55.8252
폐기	1	weighted	bert	55.5556
표	1	weighted	bert	55.7692
삭제	0	weighted	bert	55.5024
감동	0	weighted	bert	55.2381
느낌	0	weighted	bert	55.4502
규범	0	weighted	bert	55.1887
남	1	weighted	bert	55.3991
반미	0	weighted	bert	55.1402
짐작	0	weighted	bert	55.3488
짐	1	weighted	bert	55.5556
역경	0	weighted	bert	55.2995
해소	1	weighted	bert	55.5046
증가	0	weighted	bert	55.2511
마련	1	weighted	bert	55.0
상환	0	weighted	bert	54.7511
감지	0	weighted	bert	54.5045
사건	1	weighted	bert	54.7085
분석	0	weighted	bert	54.4643
국장	1	weighted	bert	54.2222
가격	1	weighted	bert	53.9823
보고	1	weighted	bert	54.185
선실	0	weighted	bert	53.9474
보상	1	weighted	bert	53.7118
실태	0	weighted	bert	53.913
변칙	0	weighted	bert	54.1126
아래	1	weighted	bert	54.3103
중소	0	weighted	bert	54.5064
강도	1	weighted	bert	54.7009
수단	1	weighted	bert	54.8936
체증	1	weighted	bert	54.661
공식	0	weighted	bert	54.4304
회비	0	weighted	bert	54.6218
발주	0	weighted	bert	54.3933
발문	0	weighted	bert	54.5833
이치	1	weighted	bert	54.7718
건립	1	weighted	bert	54.9587
영세	0	weighted	bert	54.7325
생명	1	weighted	bert	54.918
혼합	0	weighted	bert	54.6939
경악	0	weighted	bert	54.878
순위	0	weighted	bert	55.0607
동안	1	weighted	bert	55.2419
가입	0	weighted	bert	55.0201
시즌	0	weighted	bert	55.2
청년	0	weighted	bert	55.3785
나머지	1	weighted	bert	55.1587
수정	1	weighted	bert	55.336
행정	0	weighted	bert	55.1181
여자	1	weighted	bert	54.902
신념	1	weighted	bert	54.6875
선택	1	weighted	bert	54.4747
다큐멘터리	0	weighted	bert	54.6512
추진	1	weighted	bert	54.8263
기점	0	weighted	bert	54.6154
전력	1	weighted	bert	54.7893
각광	1	weighted	bert	54.9618
연마	0	weighted	bert	55.1331
제도	1	weighted	bert	55.303
고문	1	weighted	bert	55.4717
시민	1	weighted	bert	55.2632
정식	0	weighted	bert	55.0562
조각	1	weighted	bert	55.2239
충동	0	weighted	bert	55.3903
인천	0	weighted	bert	55.5556
관련	0	weighted	bert	55.7196
값	1	weighted	bert	55.8824
개시	0	weighted	bert	55.6777
세상	1	weighted	bert	55.4745
요금	0	weighted	bert	55.6364
여부	0	weighted	bert	55.7971
철학	1	weighted	bert	55.9567
건물	0	weighted	bert	55.7554
황제	1	weighted	bert	55.914
채권	1	weighted	bert	56.0714
뒤	1	weighted	bert	55.8719
개관	0	weighted	bert	55.6738
흙	0	weighted	bert	55.477
당선	1	weighted	bert	55.6338
고아	0	weighted	bert	55.7895
학년	0	weighted	bert	55.9441
팝콘	0	weighted	bert	56.0976
개각	0	weighted	bert	55.9028
트로피	0	weighted	bert	56.0554
출근	0	weighted	bert	56.2069
창업	0	weighted	bert	56.0137
소명	1	weighted	bert	56.1644
논의	1	weighted	bert	56.314
원인	1	weighted	bert	56.4626
인연	1	weighted	bert	56.6102
형식	1	weighted	bert	56.7568
삼성	1	weighted	bert	56.5657
공공	0	weighted	bert	56.7114
맨체스터	0	weighted	bert	56.5217
팀	1	weighted	bert	56.6667
모습	1	weighted	bert	56.4784
원고	1	weighted	bert	56.6225
종료	0	weighted	bert	56.7657
장	1	weighted	bert	56.9079
시연	0	weighted	bert	57.0492
사임	1	weighted	bert	57.1895
절도	0	weighted	bert	57.0033
부여	1	weighted	bert	57.1429
명령	1	weighted	bert	57.2816
어머니	1	weighted	bert	57.4194
연료	0	weighted	bert	57.5563
학교	0	weighted	bert	57.6923
서초	0	weighted	bert	57.8275
마무리	0	weighted	bert	57.9618
구청	0	weighted	bert	57.7778
전체	0	weighted	bert	57.9114
구	1	weighted	bert	58.0442
협업	1	weighted	bert	58.1761
세기	1	weighted	bert	58.3072
국법	0	weighted	bert	58.4375
국방	0	weighted	bert	58.567
실패	1	weighted	bert	58.3851
응시	0	weighted	bert	58.5139
건강	1	weighted	bert	58.3333
지대	1	weighted	bert	58.4615
리그	1	weighted	bert	58.2822
오차	0	weighted	bert	58.104
나중	1	weighted	bert	57.9268
주도	1	weighted	bert	58.0547
수업	1	weighted	bert	58.1818
당	1	weighted	bert	58.3082
이견	0	weighted	bert	58.4337
한계	0	weighted	bert	58.5586
처음	0	weighted	bert	58.6826
과목	0	weighted	bert	58.5075
자동	1	weighted	bert	58.631
계기	1	weighted	bert	58.7537
다툼	0	weighted	bert	58.5799
현재	1	weighted	bert	58.7021
담합	1	weighted	bert	58.8235
동전	1	weighted	bert	58.9443
수용	1	weighted	bert	59.0643
구분	1	weighted	bert	59.1837
올해	1	weighted	bert	59.0116
설비	0	weighted	bert	58.8406
세일	0	weighted	bert	58.6705
제정	0	weighted	bert	58.5014
세계	1	weighted	bert	58.3333
심의	0	weighted	bert	58.1662
현대	0	weighted	bert	58.0
통지	0	weighted	bert	58.1197
디자인	0	weighted	bert	58.2386
육수	0	weighted	bert	58.3569
자본	0	weighted	bert	58.1921
수명	1	weighted	bert	58.3099
영예	0	weighted	bert	58.1461
연장	1	weighted	bert	58.2633
진실	1	weighted	bert	58.3799
모자이크	0	weighted	bert	58.4958
추세	0	weighted	bert	58.6111
야외	0	weighted	bert	58.4488
직장	1	weighted	bert	58.5635
정년	0	weighted	bert	58.4022
글	1	weighted	bert	58.5165
대구	0	weighted	bert	58.3562
갈등	0	weighted	bert	58.1967
등	0	weighted	bert	58.0381
부족	1	weighted	bert	58.1522
명예	1	weighted	bert	58.2656
적응	1	weighted	bert	58.1081
차별	0	weighted	bert	58.221
시국	0	weighted	bert	58.0645
스포츠	0	weighted	bert	58.1769
비중	1	weighted	bert	58.0214
조화	1	weighted	bert	58.1333
관리	1	weighted	bert	58.2447
동향	1	weighted	bert	58.3554
방황	1	weighted	bert	58.2011
대결	1	weighted	bert	58.3113
농부	0	weighted	bert	58.1579
범죄	0	weighted	bert	58.2677
공격	1	weighted	bert	58.377
고위	0	weighted	bert	58.4856
독자	1	weighted	bert	58.5938
귀국	0	weighted	bert	58.4416
유행	1	weighted	bert	58.5492
포기	1	weighted	bert	58.6563
식사	0	weighted	bert	58.5052
얼굴	1	weighted	bert	58.6118
부상	1	weighted	bert	58.7179
단장	1	weighted	bert	58.8235
기사	1	weighted	bert	58.9286
추억	0	weighted	bert	59.0331
유학	1	weighted	bert	59.1371
속성	0	weighted	bert	58.9873
주목	1	weighted	bert	59.0909
소득	1	weighted	bert	59.194
고향	1	weighted	bert	59.2965
나무	0	weighted	bert	59.1479
출연	1	weighted	bert	59.25
국고	0	weighted	bert	59.1022
수출	0	weighted	bert	59.204
부엌	0	weighted	bert	59.3052
과거	1	weighted	bert	59.4059
구원	0	weighted	bert	59.2593
반장	1	weighted	bert	59.3596
인터넷	0	weighted	bert	59.4595
동포	0	weighted	bert	59.5588
요청	1	weighted	bert	59.6577
추신	0	weighted	bert	59.7561
지출	1	weighted	bert	59.6107
입장	1	weighted	bert	59.7087
나이	1	weighted	bert	59.8063
세제	0	weighted	bert	59.6618
구매	1	weighted	bert	59.5181
절정	0	weighted	bert	59.375
수류탄	0	weighted	bert	59.4724
유령	1	weighted	bert	59.5694
일독	0	weighted	bert	59.6659
난폭	0	weighted	bert	59.7619
국가	1	weighted	bert	59.62
콩	0	weighted	bert	59.7156
숙지	0	weighted	bert	59.8109
거부	1	weighted	bert	59.9057
경남	0	weighted	bert	60.0
기념	0	weighted	bert	59.8592
열정	1	weighted	bert	59.9532
시	1	weighted	bert	60.0467
심리	1	weighted	bert	60.1399
품	0	weighted	bert	60.0
승리	0	weighted	bert	60.0928
독립	1	weighted	bert	59.9537
연극	0	weighted	bert	60.0462
직원	1	weighted	bert	59.9078
매각	0	weighted	bert	60.0
발동	0	weighted	bert	59.8624
조작	1	weighted	bert	59.9542
부처	1	weighted	bert	60.0457
인용	1	weighted	bert	59.9089
세비야	0	weighted	bert	59.7727
토론	0	weighted	bert	59.8639
애국	0	weighted	bert	59.9548
데뷔	0	weighted	bert	60.0451
시각	1	weighted	bert	60.1351
단속	1	weighted	bert	60.0
일화	0	weighted	bert	59.8655
문화	1	weighted	bert	59.9553
검찰	1	weighted	bert	60.0446
마을	0	weighted	bert	60.1336
과제	1	weighted	bert	60.2222
봉사	0	weighted	bert	60.0887
신랑	1	weighted	bert	60.177
전쟁	1	weighted	bert	60.0442
인간	1	weighted	bert	60.1322
철	1	weighted	bert	60.2198
힘	1	weighted	bert	60.307
유지	1	weighted	bert	60.3939
목표	1	weighted	bert	60.262
선별	0	weighted	bert	60.3486
운명	1	weighted	bert	60.4348
수작	0	weighted	bert	60.3037
의심	0	weighted	bert	60.1732
논문	0	weighted	bert	60.0432
시련	0	weighted	bert	60.1293
참여	1	weighted	bert	60.0
해발	0	weighted	bert	60.0858
특별	0	weighted	bert	60.1713
감면	1	weighted	bert	60.2564
촬영	0	weighted	bert	60.3412
도시	1	weighted	bert	60.4255
약학	0	weighted	bert	60.5096
전문	1	weighted	bert	60.5932
개헌	0	weighted	bert	60.6765
단어	0	weighted	bert	60.7595
발	0	weighted	bert	60.6316
국립	0	weighted	bert	60.7143
김	1	weighted	bert	60.587
방식	0	weighted	bert	60.6695
멕시코	0	weighted	bert	60.7516
정황	0	weighted	bert	60.625
낭비	0	weighted	bert	60.7069
캠페인	0	weighted	bert	60.7884
교감	0	weighted	bert	60.6625
전부	1	weighted	bert	60.7438
조리	0	weighted	bert	60.6186
국모	0	weighted	bert	60.6996
거취	0	weighted	bert	60.5749
강제	0	weighted	bert	60.4508
여인	0	weighted	bert	60.3272
영화	1	weighted	bert	60.2041
감정	1	weighted	bert	60.2851
달	1	weighted	bert	60.3659
이별	0	weighted	bert	60.4462
정원	1	weighted	bert	60.5263
성향	0	weighted	bert	60.6061
산하	0	weighted	bert	60.4839
공항	0	weighted	bert	60.5634
북측	0	weighted	bert	60.6426
득점	0	weighted	bert	60.521
청구	1	weighted	bert	60.6
비밀	0	weighted	bert	60.6786
비난	0	weighted	bert	60.757
애송	0	weighted	bert	60.835
들	0	weighted	bert	60.7143
성숙	1	weighted	bert	60.7921
사랑	1	weighted	bert	60.6719
벨	0	weighted	bert	60.7495
비정	0	weighted	bert	60.8268
완료	0	weighted	bert	60.9037
중국	1	weighted	bert	60.7843
도움	1	weighted	bert	60.6654
부부	1	weighted	bert	60.7422
정권	1	weighted	bert	60.8187
공상	0	weighted	bert	60.7004
자리	1	weighted	bert	60.7767
아내	0	weighted	bert	60.8527
수요	1	weighted	bert	60.9284
가지	1	weighted	bert	61.0039
최다	0	weighted	bert	61.079
활용	1	weighted	bert	61.1538
표본	0	weighted	bert	61.0365
추가	1	weighted	bert	61.1111
이바지	0	weighted	bert	61.1855
발굴	1	weighted	bert	61.0687
접촉	1	weighted	bert	60.9524
협상	1	weighted	bert	61.0266
습기	0	weighted	bert	60.9108
여당	1	weighted	bert	60.9848
기색	0	weighted	bert	60.8696
효과	1	weighted	bert	60.7547
생리	0	weighted	bert	60.6403
반찬	0	weighted	bert	60.7143
반감	0	weighted	bert	60.788
거대	0	weighted	bert	60.8614
연기	1	weighted	bert	60.9346
숨	1	weighted	bert	61.0075
권력	0	weighted	bert	61.0801
신청	1	weighted	bert	61.1524
꿈	1	weighted	bert	61.039
주민	1	weighted	bert	60.9259
총장	1	weighted	bert	60.9982
일가	1	weighted	bert	61.0701
해역	0	weighted	bert	60.9576
네덜란드	0	weighted	bert	61.0294
계약	1	weighted	bert	60.9174
위안	0	weighted	bert	60.989
냄새	0	weighted	bert	60.8775
선사	1	weighted	bert	60.9489
시장	1	weighted	bert	61.02
과정	1	weighted	bert	60.9091
타협	0	weighted	bert	60.98
신앙	0	weighted	bert	60.8696
발송	0	weighted	bert	60.9403
미래	1	weighted	bert	61.0108
질환	0	weighted	bert	61.0811
이상	1	weighted	bert	61.1511
법안	0	weighted	bert	61.2208
옷	0	weighted	bert	61.2903
무	0	weighted	bert	61.1807
시기	1	weighted	bert	61.25
가슴	1	weighted	bert	61.3191
궤적	1	weighted	bert	61.3879
적용	0	weighted	bert	61.4565
통과	1	weighted	bert	61.3475
혼란	0	weighted	bert	61.4159
회의	1	weighted	bert	61.4841
귀기	0	weighted	bert	61.3757
설계	1	weighted	bert	61.4437
대학	0	weighted	bert	61.3357
골짜기	0	weighted	bert	61.4035
데이터	1	weighted	bert	61.4711
막대기	0	weighted	bert	61.5385
군	1	weighted	bert	61.4311
역사	1	weighted	bert	61.324
땅	1	weighted	bert	61.3913
기호	1	weighted	bert	61.4583
이마	0	weighted	bert	61.3518
모퉁이	0	weighted	bert	61.4187
불법	1	weighted	bert	61.3126
신구	0	weighted	bert	61.2069
결합	1	weighted	bert	61.1015
심사	1	weighted	bert	60.9966
기행	0	weighted	bert	60.8919
산악	0	weighted	bert	60.9589
교환	0	weighted	bert	60.8547
개발	1	weighted	bert	60.7509
예의	1	weighted	bert	60.8177
그리스	0	weighted	bert	60.7143
문	1	weighted	bert	60.781
기계	1	weighted	bert	60.8475
부장	1	weighted	bert	60.9137
가구	1	weighted	bert	60.9797
가운데	1	weighted	bert	60.8769
간부	1	weighted	bert	60.9428
전남	0	weighted	bert	61.0084
오전	1	weighted	bert	60.906
점	1	weighted	bert	60.9715
수입	1	weighted	bert	61.0368
음악	0	weighted	bert	61.1018
달걀	0	weighted	bert	61.1667
보충	0	weighted	bert	61.0649
절	1	weighted	bert	61.1296
회피	0	weighted	bert	61.194
가시	0	weighted	bert	61.0927
공원	0	weighted	bert	60.9917
체계	0	weighted	bert	61.0561
학생	1	weighted	bert	60.9555
사진	1	weighted	bert	61.0197
수술	0	weighted	bert	60.9195
강화	1	weighted	bert	60.9836
단가	1	weighted	bert	61.0475
협약	1	weighted	bert	61.1111
발전	1	weighted	bert	61.1746
해외	0	weighted	bert	61.2378
형제	0	weighted	bert	61.1382
끝	1	weighted	bert	61.2013
명품	1	weighted	bert	61.1021
사이	1	weighted	bert	61.165
대응	1	weighted	bert	61.0662
마케팅	0	weighted	bert	61.129
경제	1	weighted	bert	61.0306
차기	0	weighted	bert	60.9325
안경	1	weighted	bert	60.8347
렌즈	0	weighted	bert	60.7372
송이	0	weighted	bert	60.64
방침	1	weighted	bert	60.7029
러시아	1	weighted	bert	60.6061
초청	1	weighted	bert	60.6688
전환	1	weighted	bert	60.5723
볼모	0	weighted	bert	60.4762
보장	1	weighted	bert	60.3803
공급	1	weighted	bert	60.2848
기구	0	weighted	bert	60.3476
조건	1	weighted	bert	60.2524
입학	0	weighted	bert	60.315
배신	0	weighted	bert	60.2201
감소	1	weighted	bert	60.2826
복종	0	weighted	bert	60.1881
생일	0	weighted	bert	60.2504
환경	1	weighted	bert	60.3125
보험	0	weighted	bert	60.2184
증거	1	weighted	bert	60.2804
염두	1	weighted	bert	60.1866
우승	1	weighted	bert	60.0932
허약	0	weighted	bert	60.0
외교	0	weighted	bert	59.9071
다양	0	weighted	bert	59.9691
문건	1	weighted	bert	59.8765
선고	1	weighted	bert	59.9384
허리	0	weighted	bert	59.8462
무리	1	weighted	bert	59.9078
때	1	weighted	bert	59.816
통	1	weighted	bert	59.8775
향상	0	weighted	bert	59.7859
메달	0	weighted	bert	59.8473
업무	1	weighted	bert	59.7561
공간	1	weighted	bert	59.8174
신당	0	weighted	bert	59.7264
인력	0	weighted	bert	59.6358
연봉	0	weighted	bert	59.5455
악보	0	weighted	bert	59.4554
불편	1	weighted	bert	59.5166
교부	0	weighted	bert	59.4268
소화	1	weighted	bert	59.3373
신호	0	weighted	bert	59.2481
권유	0	weighted	bert	59.3093
현	0	weighted	bert	59.2204
영산	0	weighted	bert	59.1317
법령	0	weighted	bert	59.1928
연	0	weighted	bert	59.1045
사람	1	weighted	bert	59.0164
카메라	0	weighted	bert	58.9286
보유	1	weighted	bert	58.9896
강령	0	weighted	bert	59.0504
농장	1	weighted	bert	59.1111
특성	0	weighted	bert	59.1716
권	1	weighted	bert	59.0842
마드리드	0	weighted	bert	59.1445
다이어트	0	weighted	bert	59.2047
호남	0	weighted	bert	59.1176
제작	0	weighted	bert	59.1777
양호	1	weighted	bert	59.0909
거실	0	weighted	bert	59.0044
일행	0	weighted	bert	59.0643
오락	0	weighted	bert	59.1241
공동	1	weighted	bert	59.1837
총회	0	weighted	bert	59.0975
선박	0	weighted	bert	59.0116
예약	0	weighted	bert	58.926
전개	1	weighted	bert	58.9855
취지	0	weighted	bert	59.0449
개통	0	weighted	bert	59.104
배달	0	weighted	bert	59.0188
비행	0	weighted	bert	58.9337
근무	1	weighted	bert	58.9928
덤	0	weighted	bert	59.0517
고려	1	weighted	bert	58.967
악마	0	weighted	bert	59.0258
네팔	0	weighted	bert	59.0844
준비	1	weighted	bert	59.0
유통	1	weighted	bert	59.0585
프로그램	1	weighted	bert	59.1168
임대	0	weighted	bert	59.175
평가	1	weighted	bert	59.233
여론	0	weighted	bert	59.2908
판결	1	weighted	bert	59.2068
수비	0	weighted	bert	59.1231
북	1	weighted	bert	59.1808
폐	1	weighted	bert	59.2384
상태	1	weighted	bert	59.2958
교육	1	weighted	bert	59.2124
당장	1	weighted	bert	59.2697
공개	1	weighted	bert	59.1865
안	1	weighted	bert	59.1036
면	1	weighted	bert	59.1608
동료	0	weighted	bert	59.2179
연계	0	weighted	bert	59.2748
새끼	0	weighted	bert	59.3315
공모	1	weighted	bert	59.249
개별	0	weighted	bert	59.3056
스타	0	weighted	bert	59.362
당적	0	weighted	bert	59.4183
규제	1	weighted	bert	59.4744
콘서트	0	weighted	bert	59.3923
강판	1	weighted	bert	59.4483
운	1	weighted	bert	59.5041
상한	0	weighted	bert	59.4223
투자	1	weighted	bert	59.478
하늘	0	weighted	bert	59.5336
자연	1	weighted	bert	59.589
결혼	0	weighted	bert	59.6443
격려	0	weighted	bert	59.6995
영업	0	weighted	bert	59.7544
집회	0	weighted	bert	59.8093
관절	0	weighted	bert	59.7279
전략	1	weighted	bert	59.7826
증세	1	weighted	bert	59.8372
체결	0	weighted	bert	59.7561
투수	0	weighted	bert	59.6752
심금	0	weighted	bert	59.7297
신뢰	1	weighted	bert	59.6491
남성	0	weighted	bert	59.5687
가중	1	weighted	bert	59.6231
경우	1	weighted	bert	59.543
북한	1	weighted	bert	59.4631
기준	0	weighted	bert	59.5174
자기	0	weighted	bert	59.4378
등급	1	weighted	bert	59.492
과잉	0	weighted	bert	59.5461
결과	1	weighted	bert	59.6
납치	0	weighted	bert	59.6538
현상	1	weighted	bert	59.7074
빵	0	weighted	bert	59.6282
외국	0	weighted	bert	59.6817
사용	1	weighted	bert	59.7351
재직	0	weighted	bert	59.6561
지상	0	weighted	bert	59.7094
켜	0	weighted	bert	59.7625
노래	1	weighted	bert	59.8155
관계	1	weighted	bert	59.8684
비판	1	weighted	bert	59.9212
개혁	0	weighted	bert	59.9738
사업	1	weighted	bert	60.0262
로비	1	weighted	bert	59.9476
총리	1	weighted	bert	60.0
결정	1	weighted	bert	60.0522
인재	1	weighted	bert	60.1043
기간	1	weighted	bert	60.026
차장	1	weighted	bert	60.078
과자	0	weighted	bert	60.0
배우	0	weighted	bert	59.9222
토막	0	weighted	bert	59.9741
고통	0	weighted	bert	60.0259
특허	0	weighted	bert	59.9483
강경	1	weighted	bert	60.0
회원	0	weighted	bert	60.0515
스쿼시	0	weighted	bert	59.9743
개막	0	weighted	bert	59.8972
머리	1	weighted	bert	59.9487
출발	1	weighted	bert	59.8718
배	1	weighted	bert	59.7951
광고	1	weighted	bert	59.8465
대상	1	weighted	bert	59.8978
말	1	weighted	bert	59.8214
사내	1	weighted	bert	59.8726
탄핵	0	weighted	bert	59.9237
합류	1	weighted	bert	59.9746
안팎	1	weighted	bert	60.0254
조바심	0	weighted	bert	60.076
짓	0	weighted	bert	60.1266
의료	0	weighted	bert	60.0506
토대	0	weighted	bert	59.9747
인증	1	weighted	bert	60.0252
확대	1	weighted	bert	59.9496
교수	1	weighted	bert	59.8742
유머	0	weighted	bert	59.9246
조사	1	weighted	bert	59.8494
순간	1	weighted	bert	59.8997
마지막	0	weighted	bert	59.9499
섭취	0	weighted	bert	59.875
교사	1	weighted	bert	59.9251
호르몬	0	weighted	bert	59.9751
나라	1	weighted	bert	59.9004
찌개	0	weighted	bert	59.9502
가치	1	weighted	bert	60.0
물론	0	weighted	bert	60.0496
생기	0	weighted	bert	59.9752
이전	1	weighted	bert	60.0248
딸	1	weighted	bert	59.9506
판단	1	weighted	bert	60.0
정당	1	weighted	bert	60.0493
수행	1	weighted	bert	60.0985
기조	0	weighted	bert	60.1476
전과	1	weighted	bert	60.1966
올림픽	0	weighted	bert	60.2454
반복	1	weighted	bert	60.1716
조합	1	weighted	bert	60.2203
총선	0	weighted	bert	60.2689
영감	0	weighted	bert	60.1954
챔피언	0	weighted	bert	60.122
진영	0	weighted	bert	60.0487
